name of file ,feature 1 , feature 2 , feature 3 , feature 4, feature 5, feature 6, result
/root/Desktop/final Project/DATASET 600 files/Unencrypted/Unencrypted106.txt,21480,2914,798,9625,442,484,0
/root/Desktop/final Project/DATASET 600 files/Unencrypted/Unencrypted178.txt,30433,4226,1149,13407,604,662,0
/root/Desktop/final Project/DATASET 600 files/Unencrypted/Unencrypted262.txt,21506,3178,817,9268,361,400,0
/root/Desktop/final Project/DATASET 600 files/Unencrypted/Unencrypted244.txt,25883,3867,976,11189,451,506,0
/root/Desktop/final Project/DATASET 600 files/Unencrypted/Unencrypted127.txt,34613,4862,1213,15346,705,772,0
/root/Desktop/final Project/DATASET 600 files/Unencrypted/Unencrypted294.txt,33027,4855,1247,14389,598,664,0
/root/Desktop/final Project/DATASET 600 files/Unencrypted/Unencrypted270.txt,36096,5028,1325,15925,704,770,0
/root/Desktop/final Project/DATASET 600 files/Unencrypted/Unencrypted52.txt,20283,3027,752,8969,362,402,0
/root/Desktop/final Project/DATASET 600 files/Unencrypted/Unencrypted89.txt,28174,4061,977,12465,545,604,0
/root/Desktop/final Project/DATASET 600 files/Unencrypted/Unencrypted25.txt,27399,3851,999,12013,519,566,0
/root/Desktop/final Project/DATASET 600 files/Unencrypted/Unencrypted208.txt,26760,3992,826,11823,537,596,0
/root/Desktop/final Project/DATASET 600 files/Unencrypted/Unencrypted174.txt,22086,3294,738,9742,445,492,0
/root/Desktop/final Project/DATASET 600 files/Unencrypted/Unencrypted29.txt,32658,4647,1218,14298,600,662,0
/root/Desktop/final Project/DATASET 600 files/Unencrypted/Unencrypted197.txt,36245,5006,1337,16025,701,770,0
/root/Desktop/final Project/DATASET 600 files/Unencrypted/Unencrypted144.txt,30104,4482,941,13337,616,678,0
/root/Desktop/final Project/DATASET 600 files/Unencrypted/Unencrypted100.txt,17294,2430,587,7772,341,366,0
/root/Desktop/final Project/DATASET 600 files/Unencrypted/Unencrypted21.txt,25639,3559,932,11244,489,538,0
/root/Desktop/final Project/DATASET 600 files/Unencrypted/Unencrypted280.txt,15747,2422,455,6970,329,368,0
/root/Desktop/final Project/DATASET 600 files/Unencrypted/Unencrypted121.txt,15584,2244,545,7002,321,346,0
/root/Desktop/final Project/DATASET 600 files/Unencrypted/Unencrypted107.txt,22092,3258,839,9524,379,422,0
/root/Desktop/final Project/DATASET 600 files/Unencrypted/Unencrypted41.txt,13431,1815,487,6028,271,298,0
/root/Desktop/final Project/DATASET 600 files/Unencrypted/Unencrypted114.txt,31587,4547,1085,13974,627,690,0
/root/Desktop/final Project/DATASET 600 files/Unencrypted/Unencrypted188.txt,19629,2801,667,8812,406,440,0
/root/Desktop/final Project/DATASET 600 files/Unencrypted/Unencrypted48.txt,19090,2665,661,8564,382,414,0
/root/Desktop/final Project/DATASET 600 files/Unencrypted/Unencrypted147.txt,32765,4881,1060,14551,675,742,0
/root/Desktop/final Project/DATASET 600 files/Unencrypted/Unencrypted2.txt,22169,3364,834,9766,381,426,0
/root/Desktop/final Project/DATASET 600 files/Unencrypted/Unencrypted248.txt,19750,2648,719,8660,385,424,0
/root/Desktop/final Project/DATASET 600 files/Unencrypted/Unencrypted204.txt,33726,5013,1098,14988,699,770,0
/root/Desktop/final Project/DATASET 600 files/Unencrypted/Unencrypted168.txt,31167,4641,1174,13531,554,618,0
/root/Desktop/final Project/DATASET 600 files/Unencrypted/Unencrypted53.txt,28720,4103,958,12905,609,660,0
/root/Desktop/final Project/DATASET 600 files/Unencrypted/Unencrypted38.txt,26454,3667,927,11916,523,560,0
/root/Desktop/final Project/DATASET 600 files/Unencrypted/Unencrypted112.txt,17342,2371,599,7781,371,396,0
/root/Desktop/final Project/DATASET 600 files/Unencrypted/Unencrypted37.txt,25714,3886,982,11109,433,484,0
/root/Desktop/final Project/DATASET 600 files/Unencrypted/Unencrypted220.txt,22279,3152,742,10029,471,508,0
/root/Desktop/final Project/DATASET 600 files/Unencrypted/Unencrypted61.txt,22073,3424,667,9743,458,504,0
/root/Desktop/final Project/DATASET 600 files/Unencrypted/Unencrypted253.txt,19345,2603,698,8489,382,418,0
/root/Desktop/final Project/DATASET 600 files/Unencrypted/Unencrypted164.txt,20517,2794,738,9020,410,448,0
/root/Desktop/final Project/DATASET 600 files/Unencrypted/Unencrypted12.txt,32864,4876,1077,14586,676,746,0
/root/Desktop/final Project/DATASET 600 files/Unencrypted/Unencrypted221.txt,35740,5233,1192,15813,715,796,0
/root/Desktop/final Project/DATASET 600 files/Unencrypted/Unencrypted57.txt,26841,3995,880,11950,550,606,0
/root/Desktop/final Project/DATASET 600 files/Unencrypted/Unencrypted180.txt,13945,2074,452,6274,309,338,0
/root/Desktop/final Project/DATASET 600 files/Unencrypted/Unencrypted234.txt,25359,3505,863,11425,532,566,0
/root/Desktop/final Project/DATASET 600 files/Unencrypted/Unencrypted272.txt,12439,1869,394,5583,281,308,0
/root/Desktop/final Project/DATASET 600 files/Unencrypted/Unencrypted196.txt,24593,3780,753,10862,525,582,0
/root/Desktop/final Project/DATASET 600 files/Unencrypted/Unencrypted195.txt,27614,3939,975,12348,544,590,0
/root/Desktop/final Project/DATASET 600 files/Unencrypted/Unencrypted62.txt,26678,3642,977,11906,549,602,0
/root/Desktop/final Project/DATASET 600 files/Unencrypted/Unencrypted226.txt,39669,5758,1449,17439,708,774,0
/root/Desktop/final Project/DATASET 600 files/Unencrypted/Unencrypted10.txt,16707,2519,611,7385,298,336,0
/root/Desktop/final Project/DATASET 600 files/Unencrypted/Unencrypted238.txt,32015,4795,1027,14211,654,718,0
/root/Desktop/final Project/DATASET 600 files/Unencrypted/Unencrypted218.txt,34782,4893,1308,15294,672,736,0
/root/Desktop/final Project/DATASET 600 files/Unencrypted/Unencrypted54.txt,23831,3580,779,10522,481,530,0
/root/Desktop/final Project/DATASET 600 files/Unencrypted/Unencrypted135.txt,29938,4126,1066,13366,622,680,0
/root/Desktop/final Project/DATASET 600 files/Unencrypted/Unencrypted103.txt,16775,2404,631,7254,297,324,0
/root/Desktop/final Project/DATASET 600 files/Unencrypted/Unencrypted156.txt,32559,4566,1206,14333,640,700,0
/root/Desktop/final Project/DATASET 600 files/Unencrypted/Unencrypted237.txt,38589,5680,1415,17001,691,760,0
/root/Desktop/final Project/DATASET 600 files/Unencrypted/Unencrypted108.txt,24712,3563,867,11029,483,522,0
/root/Desktop/final Project/DATASET 600 files/Unencrypted/Unencrypted75.txt,38453,5654,1431,16806,683,758,0
/root/Desktop/final Project/DATASET 600 files/Unencrypted/Unencrypted288.txt,20193,3105,617,8960,436,482,0
/root/Desktop/final Project/DATASET 600 files/Unencrypted/Unencrypted47.txt,26095,3839,981,11310,456,504,0
/root/Desktop/final Project/DATASET 600 files/Unencrypted/Unencrypted279.txt,32423,4622,1155,14508,649,706,0
/root/Desktop/final Project/DATASET 600 files/Unencrypted/Unencrypted110.txt,25272,3491,903,11272,504,550,0
/root/Desktop/final Project/DATASET 600 files/Unencrypted/Unencrypted105.txt,26530,4021,818,11757,554,612,0
/root/Desktop/final Project/DATASET 600 files/Unencrypted/Unencrypted229.txt,23202,3425,886,10006,396,438,0
/root/Desktop/final Project/DATASET 600 files/Unencrypted/Unencrypted296.txt,17851,2750,537,7916,372,414,0
/root/Desktop/final Project/DATASET 600 files/Unencrypted/Unencrypted249.txt,18902,2966,734,8193,316,354,0
/root/Desktop/final Project/DATASET 600 files/Unencrypted/Unencrypted125.txt,24292,3334,836,10935,477,516,0
/root/Desktop/final Project/DATASET 600 files/Unencrypted/Unencrypted20.txt,32864,4876,1077,14586,676,748,0
/root/Desktop/final Project/DATASET 600 files/Unencrypted/Unencrypted129.txt,23128,3380,789,10362,483,526,0
/root/Desktop/final Project/DATASET 600 files/Unencrypted/Unencrypted239.txt,13292,1889,487,5930,286,320,0
/root/Desktop/final Project/DATASET 600 files/Unencrypted/Unencrypted227.txt,31817,4791,1031,14091,645,710,0
/root/Desktop/final Project/DATASET 600 files/Unencrypted/Unencrypted19.txt,29380,4103,1037,13187,587,632,0
/root/Desktop/final Project/DATASET 600 files/Unencrypted/Unencrypted70.txt,19493,2583,729,8539,366,396,0
/root/Desktop/final Project/DATASET 600 files/Unencrypted/Unencrypted99.txt,34642,5076,1313,15114,634,702,0
/root/Desktop/final Project/DATASET 600 files/Unencrypted/Unencrypted159.txt,16806,2630,505,7357,345,386,0
/root/Desktop/final Project/DATASET 600 files/Unencrypted/Unencrypted216.txt,13954,2063,444,6283,304,334,0
/root/Desktop/final Project/DATASET 600 files/Unencrypted/Unencrypted284.txt,14577,2083,500,6573,305,328,0
/root/Desktop/final Project/DATASET 600 files/Unencrypted/Unencrypted96.txt,28310,4000,948,12734,600,648,0
/root/Desktop/final Project/DATASET 600 files/Unencrypted/Unencrypted140.txt,23455,3241,820,10542,490,524,0
/root/Desktop/final Project/DATASET 600 files/Unencrypted/Unencrypted146.txt,31488,4675,1156,13891,560,618,0
/root/Desktop/final Project/DATASET 600 files/Unencrypted/Unencrypted177.txt,27548,4133,848,12204,555,614,0
/root/Desktop/final Project/DATASET 600 files/Unencrypted/Unencrypted286.txt,20073,2757,763,8756,378,410,0
/root/Desktop/final Project/DATASET 600 files/Unencrypted/Unencrypted209.txt,25791,3560,955,11381,525,574,0
/root/Desktop/final Project/DATASET 600 files/Unencrypted/Unencrypted40.txt,14014,2013,476,6232,279,308,0
/root/Desktop/final Project/DATASET 600 files/Unencrypted/Unencrypted124.txt,21278,3312,837,9202,351,392,0
/root/Desktop/final Project/DATASET 600 files/Unencrypted/Unencrypted246.txt,15760,2476,475,6884,322,360,0
/root/Desktop/final Project/DATASET 600 files/Unencrypted/Unencrypted49.txt,20663,3043,699,9260,424,460,0
/root/Desktop/final Project/DATASET 600 files/Unencrypted/Unencrypted194.txt,38198,5483,1437,16726,702,776,0
/root/Desktop/final Project/DATASET 600 files/Unencrypted/Unencrypted186.txt,26449,3654,993,11540,480,520,0
/root/Desktop/final Project/DATASET 600 files/Unencrypted/Unencrypted297.txt,30642,4285,1097,13612,631,694,0
/root/Desktop/final Project/DATASET 600 files/Unencrypted/Unencrypted133.txt,21918,3104,767,9820,428,462,0
/root/Desktop/final Project/DATASET 600 files/Unencrypted/Unencrypted182.txt,26397,3881,989,11447,464,514,0
/root/Desktop/final Project/DATASET 600 files/Unencrypted/Unencrypted36.txt,14313,1936,513,6349,300,332,0
/root/Desktop/final Project/DATASET 600 files/Unencrypted/Unencrypted210.txt,29431,4399,1091,12975,507,556,0
/root/Desktop/final Project/DATASET 600 files/Unencrypted/Unencrypted94.txt,16480,2364,605,7129,298,328,0
/root/Desktop/final Project/DATASET 600 files/Unencrypted/Unencrypted170.txt,26651,3979,800,11800,537,600,0
/root/Desktop/final Project/DATASET 600 files/Unencrypted/Unencrypted24.txt,27317,4062,892,12056,552,614,0
/root/Desktop/final Project/DATASET 600 files/Unencrypted/Unencrypted67.txt,39442,5798,1412,17478,725,792,0
/root/Desktop/final Project/DATASET 600 files/Unencrypted/Unencrypted231.txt,18376,2810,560,8178,375,418,0
/root/Desktop/final Project/DATASET 600 files/Unencrypted/Unencrypted76.txt,18126,2521,630,8140,379,404,0
/root/Desktop/final Project/DATASET 600 files/Unencrypted/Unencrypted58.txt,34007,4785,1202,15076,697,762,0
/root/Desktop/final Project/DATASET 600 files/Unencrypted/Unencrypted261.txt,20131,2782,742,9034,424,464,0
/root/Desktop/final Project/DATASET 600 files/Unencrypted/Unencrypted247.txt,13853,1945,509,6217,281,304,0
/root/Desktop/final Project/DATASET 600 files/Unencrypted/Unencrypted119.txt,32231,4577,1189,14095,583,650,0
/root/Desktop/final Project/DATASET 600 files/Unencrypted/Unencrypted202.txt,26121,3961,1002,11275,449,500,0
/root/Desktop/final Project/DATASET 600 files/Unencrypted/Unencrypted1.txt,23526,3211,872,10284,441,482,0
/root/Desktop/final Project/DATASET 600 files/Unencrypted/Unencrypted77.txt,32134,4771,1030,14255,664,732,0
/root/Desktop/final Project/DATASET 600 files/Unencrypted/Unencrypted152.txt,20371,2795,761,9093,432,472,0
/root/Desktop/final Project/DATASET 600 files/Unencrypted/Unencrypted181.txt,31839,4612,1076,14079,635,700,0
/root/Desktop/final Project/DATASET 600 files/Unencrypted/Unencrypted277.txt,16248,2359,561,7186,327,364,0
/root/Desktop/final Project/DATASET 600 files/Unencrypted/Unencrypted240.txt,24865,3429,936,10880,445,482,0
/root/Desktop/final Project/DATASET 600 files/Unencrypted/Unencrypted91.txt,19847,2760,688,8931,422,450,0
/root/Desktop/final Project/DATASET 600 files/Unencrypted/Unencrypted172.txt,31248,4691,1164,13613,529,588,0
/root/Desktop/final Project/DATASET 600 files/Unencrypted/Unencrypted15.txt,17517,2659,537,7815,367,404,0
/root/Desktop/final Project/DATASET 600 files/Unencrypted/Unencrypted104.txt,34844,5079,1250,15489,658,722,0
/root/Desktop/final Project/DATASET 600 files/Unencrypted/Unencrypted3.txt,25943,3637,882,11674,550,590,0
/root/Desktop/final Project/DATASET 600 files/Unencrypted/Unencrypted154.txt,34529,4962,1228,15380,673,738,0
/root/Desktop/final Project/DATASET 600 files/Unencrypted/Unencrypted291.txt,33468,4714,1167,15019,679,734,0
/root/Desktop/final Project/DATASET 600 files/Unencrypted/Unencrypted33.txt,36875,5416,1384,16113,644,714,0
/root/Desktop/final Project/DATASET 600 files/Unencrypted/Unencrypted132.txt,18940,2928,741,8165,298,334,0
/root/Desktop/final Project/DATASET 600 files/Unencrypted/Unencrypted102.txt,20579,2797,763,9215,426,466,0
/root/Desktop/final Project/DATASET 600 files/Unencrypted/Unencrypted66.txt,29128,4014,1102,12828,585,642,0
/root/Desktop/final Project/DATASET 600 files/Unencrypted/Unencrypted271.txt,37521,5415,1371,16672,693,756,0
/root/Desktop/final Project/DATASET 600 files/Unencrypted/Unencrypted115.txt,28366,4250,1057,12269,503,558,0
/root/Desktop/final Project/DATASET 600 files/Unencrypted/Unencrypted138.txt,33881,4989,1103,14980,687,764,0
/root/Desktop/final Project/DATASET 600 files/Unencrypted/Unencrypted88.txt,20927,3067,669,9357,455,496,0
/root/Desktop/final Project/DATASET 600 files/Unencrypted/Unencrypted139.txt,39179,5742,1476,17135,702,780,0
/root/Desktop/final Project/DATASET 600 files/Unencrypted/Unencrypted254.txt,19282,3027,731,8353,319,356,0
/root/Desktop/final Project/DATASET 600 files/Unencrypted/Unencrypted128.txt,37972,5528,1392,16713,685,750,0
/root/Desktop/final Project/DATASET 600 files/Unencrypted/Unencrypted200.txt,13286,1853,478,5950,271,298,0
/root/Desktop/final Project/DATASET 600 files/Unencrypted/Unencrypted130.txt,24395,3651,805,10752,500,558,0
/root/Desktop/final Project/DATASET 600 files/Unencrypted/Unencrypted233.txt,35078,5206,1304,15280,620,692,0
/root/Desktop/final Project/DATASET 600 files/Unencrypted/Unencrypted257.txt,25087,3464,917,11173,525,570,0
/root/Desktop/final Project/DATASET 600 files/Unencrypted/Unencrypted44.txt,14612,2118,515,6542,304,326,0
/root/Desktop/final Project/DATASET 600 files/Unencrypted/Unencrypted111.txt,37963,5602,1413,16597,671,746,0
/root/Desktop/final Project/DATASET 600 files/Unencrypted/Unencrypted84.txt,25555,3749,854,11466,536,584,0
/root/Desktop/final Project/DATASET 600 files/Unencrypted/Unencrypted56.txt,31548,4623,1129,13959,587,644,0
/root/Desktop/final Project/DATASET 600 files/Unencrypted/Unencrypted51.txt,29271,4125,1072,12813,542,594,0
/root/Desktop/final Project/DATASET 600 files/Unencrypted/Unencrypted171.txt,19314,2663,740,8606,411,452,0
/root/Desktop/final Project/DATASET 600 files/Unencrypted/Unencrypted30.txt,35582,5117,1277,15872,702,760,0
/root/Desktop/final Project/DATASET 600 files/Unencrypted/Unencrypted95.txt,20321,3112,759,8927,354,398,0
/root/Desktop/final Project/DATASET 600 files/Unencrypted/Unencrypted292.txt,22856,3441,700,10070,453,510,0
/root/Desktop/final Project/DATASET 600 files/Unencrypted/Unencrypted215.txt,23135,3192,801,10414,453,486,0
/root/Desktop/final Project/DATASET 600 files/Unencrypted/Unencrypted211.txt,25053,3603,841,11238,527,570,0
/root/Desktop/final Project/DATASET 600 files/Unencrypted/Unencrypted17.txt,14557,1952,520,6460,304,334,0
/root/Desktop/final Project/DATASET 600 files/Unencrypted/Unencrypted120.txt,21507,3093,759,9566,416,446,0
/root/Desktop/final Project/DATASET 600 files/Unencrypted/Unencrypted160.txt,23019,3143,841,10304,459,500,0
/root/Desktop/final Project/DATASET 600 files/Unencrypted/Unencrypted191.txt,26079,3978,1008,11341,424,478,0
/root/Desktop/final Project/DATASET 600 files/Unencrypted/Unencrypted282.txt,20475,3154,796,8800,334,376,0
/root/Desktop/final Project/DATASET 600 files/Unencrypted/Unencrypted187.txt,23668,3490,854,10513,442,490,0
/root/Desktop/final Project/DATASET 600 files/Unencrypted/Unencrypted73.txt,22652,3440,713,10034,479,530,0
/root/Desktop/final Project/DATASET 600 files/Unencrypted/Unencrypted101.txt,31053,4623,986,13776,635,696,0
/root/Desktop/final Project/DATASET 600 files/Unencrypted/Unencrypted256.txt,24990,3760,741,11035,501,554,0
/root/Desktop/final Project/DATASET 600 files/Unencrypted/Unencrypted264.txt,34024,5058,1106,15112,699,768,0
/root/Desktop/final Project/DATASET 600 files/Unencrypted/Unencrypted260.txt,20271,3057,614,8877,398,444,0
/root/Desktop/final Project/DATASET 600 files/Unencrypted/Unencrypted242.txt,24453,3739,752,10814,512,566,0
/root/Desktop/final Project/DATASET 600 files/Unencrypted/Unencrypted65.txt,28864,4328,899,12805,581,644,0
/root/Desktop/final Project/DATASET 600 files/Unencrypted/Unencrypted145.txt,23107,3162,855,10182,462,506,0
/root/Desktop/final Project/DATASET 600 files/Unencrypted/Unencrypted55.txt,21602,2900,815,9454,408,450,0
/root/Desktop/final Project/DATASET 600 files/Unencrypted/Unencrypted267.txt,27743,4104,1010,12262,506,560,0
/root/Desktop/final Project/DATASET 600 files/Unencrypted/Unencrypted126.txt,18113,2754,553,8072,379,420,0
/root/Desktop/final Project/DATASET 600 files/Unencrypted/Unencrypted134.txt,27293,4067,877,12099,568,622,0
/root/Desktop/final Project/DATASET 600 files/Unencrypted/Unencrypted5.txt,36329,5193,1356,15920,667,738,0
/root/Desktop/final Project/DATASET 600 files/Unencrypted/Unencrypted82.txt,30610,4519,1148,13295,555,612,0
/root/Desktop/final Project/DATASET 600 files/Unencrypted/Unencrypted85.txt,32831,4689,1115,14570,654,726,0
/root/Desktop/final Project/DATASET 600 files/Unencrypted/Unencrypted39.txt,16664,2559,485,7379,352,392,0
/root/Desktop/final Project/DATASET 600 files/Unencrypted/Unencrypted151.txt,25441,3817,763,11247,508,568,0
/root/Desktop/final Project/DATASET 600 files/Unencrypted/Unencrypted179.txt,38657,5630,1397,17144,712,778,0
/root/Desktop/final Project/DATASET 600 files/Unencrypted/Unencrypted86.txt,22619,3344,873,9747,385,428,0
/root/Desktop/final Project/DATASET 600 files/Unencrypted/Unencrypted278.txt,36422,5218,1365,15940,661,730,0
/root/Desktop/final Project/DATASET 600 files/Unencrypted/Unencrypted93.txt,22909,3127,836,10247,460,506,0
/root/Desktop/final Project/DATASET 600 files/Unencrypted/Unencrypted79.txt,28262,4124,1001,12564,538,592,0
/root/Desktop/final Project/DATASET 600 files/Unencrypted/Unencrypted258.txt,26622,4038,1024,11570,441,494,0
/root/Desktop/final Project/DATASET 600 files/Unencrypted/Unencrypted46.txt,15825,2193,602,7063,326,356,0
/root/Desktop/final Project/DATASET 600 files/Unencrypted/Unencrypted63.txt,26592,4007,1004,11518,449,498,0
/root/Desktop/final Project/DATASET 600 files/Unencrypted/Unencrypted161.txt,35750,5311,1335,15600,631,700,0
/root/Desktop/final Project/DATASET 600 files/Unencrypted/Unencrypted263.txt,17144,2477,617,7653,332,362,0
/root/Desktop/final Project/DATASET 600 files/Unencrypted/Unencrypted190.txt,19010,2591,676,8424,398,436,0
/root/Desktop/final Project/DATASET 600 files/Unencrypted/Unencrypted87.txt,24615,3551,865,10996,479,520,0
/root/Desktop/final Project/DATASET 600 files/Unencrypted/Unencrypted143.txt,26990,3730,947,12157,534,578,0
/root/Desktop/final Project/DATASET 600 files/Unencrypted/Unencrypted116.txt,19734,2759,686,8878,388,420,0
/root/Desktop/final Project/DATASET 600 files/Unencrypted/Unencrypted245.txt,34821,4923,1200,15645,707,766,0
/root/Desktop/final Project/DATASET 600 files/Unencrypted/Unencrypted137.txt,26246,3649,897,11825,554,596,0
/root/Desktop/final Project/DATASET 600 files/Unencrypted/Unencrypted136.txt,28795,4359,1089,12525,478,538,0
/root/Desktop/final Project/DATASET 600 files/Unencrypted/Unencrypted14.txt,27627,3842,975,12378,553,598,0
/root/Desktop/final Project/DATASET 600 files/Unencrypted/Unencrypted243.txt,23019,3143,841,10304,459,504,0
/root/Desktop/final Project/DATASET 600 files/Unencrypted/Unencrypted97.txt,14298,2216,430,6229,281,316,0
/root/Desktop/final Project/DATASET 600 files/Unencrypted/Unencrypted11.txt,18314,2525,629,8216,387,410,0
/root/Desktop/final Project/DATASET 600 files/Unencrypted/Unencrypted192.txt,23861,3301,839,10731,500,534,0
/root/Desktop/final Project/DATASET 600 files/Unencrypted/Unencrypted252.txt,17640,2564,623,7843,358,390,0
/root/Desktop/final Project/DATASET 600 files/Unencrypted/Unencrypted4.txt,23700,3535,756,10436,475,526,0
/root/Desktop/final Project/DATASET 600 files/Unencrypted/Unencrypted219.txt,20778,3116,770,9183,373,420,0
/root/Desktop/final Project/DATASET 600 files/Unencrypted/Unencrypted98.txt,16492,2272,603,7368,327,360,0
/root/Desktop/final Project/DATASET 600 files/Unencrypted/Unencrypted259.txt,28071,3924,954,12656,587,628,0
/root/Desktop/final Project/DATASET 600 files/Unencrypted/Unencrypted123.txt,18927,2564,653,8361,386,424,0
/root/Desktop/final Project/DATASET 600 files/Unencrypted/Unencrypted68.txt,23653,3592,746,10457,495,546,0
/root/Desktop/final Project/DATASET 600 files/Unencrypted/Unencrypted23.txt,21383,3028,718,9615,451,488,0
/root/Desktop/final Project/DATASET 600 files/Unencrypted/Unencrypted117.txt,14662,2083,502,6612,314,342,0
/root/Desktop/final Project/DATASET 600 files/Unencrypted/Unencrypted281.txt,32952,4602,1164,14633,674,736,0
/root/Desktop/final Project/DATASET 600 files/Unencrypted/Unencrypted32.txt,28271,3917,1002,12626,570,626,0
/root/Desktop/final Project/DATASET 600 files/Unencrypted/Unencrypted45.txt,23948,3598,737,10577,472,530,0
/root/Desktop/final Project/DATASET 600 files/Unencrypted/Unencrypted273.txt,32270,4694,1093,14268,639,706,0
/root/Desktop/final Project/DATASET 600 files/Unencrypted/Unencrypted166.txt,29553,4306,964,13198,625,680,0
/root/Desktop/final Project/DATASET 600 files/Unencrypted/Unencrypted13.txt,37505,5454,1384,16378,680,752,0
/root/Desktop/final Project/DATASET 600 files/Unencrypted/Unencrypted109.txt,27269,4082,879,12110,564,618,0
/root/Desktop/final Project/DATASET 600 files/Unencrypted/Unencrypted118.txt,26232,3894,874,11563,536,596,0
/root/Desktop/final Project/DATASET 600 files/Unencrypted/Unencrypted27.txt,17373,2526,598,7815,362,392,0
/root/Desktop/final Project/DATASET 600 files/Unencrypted/Unencrypted113.txt,13028,1934,410,5866,278,304,0
/root/Desktop/final Project/DATASET 600 files/Unencrypted/Unencrypted158.txt,18055,2585,628,8103,375,400,0
/root/Desktop/final Project/DATASET 600 files/Unencrypted/Unencrypted232.txt,26256,3711,940,11674,525,574,0
/root/Desktop/final Project/DATASET 600 files/Unencrypted/Unencrypted131.txt,14838,1954,531,6564,296,318,0
/root/Desktop/final Project/DATASET 600 files/Unencrypted/Unencrypted269.txt,20440,3157,619,8977,408,458,0
/root/Desktop/final Project/DATASET 600 files/Unencrypted/Unencrypted276.txt,26393,3921,869,11756,546,604,0
/root/Desktop/final Project/DATASET 600 files/Unencrypted/Unencrypted300.txt,25703,3686,897,11384,505,558,0
/root/Desktop/final Project/DATASET 600 files/Unencrypted/Unencrypted26.txt,30285,4389,1104,13434,565,618,0
/root/Desktop/final Project/DATASET 600 files/Unencrypted/Unencrypted148.txt,29867,4135,1074,13300,614,670,0
/root/Desktop/final Project/DATASET 600 files/Unencrypted/Unencrypted201.txt,14228,1927,503,6344,291,316,0
/root/Desktop/final Project/DATASET 600 files/Unencrypted/Unencrypted293.txt,15592,2201,583,6953,318,352,0
/root/Desktop/final Project/DATASET 600 files/Unencrypted/Unencrypted35.txt,29257,4342,976,12939,600,668,0
