name of file ,feature 1 , feature 2 , feature 3 , feature 4, result
/root/Desktop/final Project/type of ecrypted/Gronsfeld/Unencrypted/Unencrypted682.txt,441,87,23,136,0
/root/Desktop/final Project/type of ecrypted/Gronsfeld/Unencrypted/Unencrypted657.txt,558,89,27,181,0
/root/Desktop/final Project/type of ecrypted/Gronsfeld/Unencrypted/Unencrypted575.txt,366,67,19,129,0
/root/Desktop/final Project/type of ecrypted/Gronsfeld/Unencrypted/Unencrypted638.txt,741,141,39,255,0
/root/Desktop/final Project/type of ecrypted/Gronsfeld/Unencrypted/Unencrypted619.txt,485,136,22,148,0
/root/Desktop/final Project/type of ecrypted/Gronsfeld/Unencrypted/Unencrypted584.txt,257,43,12,80,0
/root/Desktop/final Project/type of ecrypted/Gronsfeld/Unencrypted/Unencrypted592.txt,445,80,20,144,0
/root/Desktop/final Project/type of ecrypted/Gronsfeld/Unencrypted/Unencrypted690.txt,342,62,19,108,0
/root/Desktop/final Project/type of ecrypted/Gronsfeld/Unencrypted/Unencrypted576.txt,315,52,17,115,0
/root/Desktop/final Project/type of ecrypted/Gronsfeld/Unencrypted/Unencrypted681.txt,189,34,9,59,0
/root/Desktop/final Project/type of ecrypted/Gronsfeld/Unencrypted/Unencrypted679.txt,353,66,9,107,0
/root/Desktop/final Project/type of ecrypted/Gronsfeld/Unencrypted/Unencrypted653.txt,408,87,20,126,0
/root/Desktop/final Project/type of ecrypted/Gronsfeld/Unencrypted/Unencrypted612.txt,632,122,34,228,0
/root/Desktop/final Project/type of ecrypted/Gronsfeld/Unencrypted/Unencrypted715.txt,317,57,34,99,0
/root/Desktop/final Project/type of ecrypted/Gronsfeld/Unencrypted/Unencrypted625.txt,718,121,39,237,0
/root/Desktop/final Project/type of ecrypted/Gronsfeld/Unencrypted/Unencrypted708.txt,89,15,6,31,0
/root/Desktop/final Project/type of ecrypted/Gronsfeld/Unencrypted/Unencrypted637.txt,1096,220,52,374,0
/root/Desktop/final Project/type of ecrypted/Gronsfeld/Unencrypted/Unencrypted627.txt,618,105,33,218,0
/root/Desktop/final Project/type of ecrypted/Gronsfeld/Unencrypted/Unencrypted639.txt,687,136,34,220,0
/root/Desktop/final Project/type of ecrypted/Gronsfeld/Unencrypted/Unencrypted566.txt,434,68,13,145,0
/root/Desktop/final Project/type of ecrypted/Gronsfeld/Unencrypted/Unencrypted578.txt,370,63,17,148,0
/root/Desktop/final Project/type of ecrypted/Gronsfeld/Unencrypted/Unencrypted655.txt,545,103,32,189,0
/root/Desktop/final Project/type of ecrypted/Gronsfeld/Unencrypted/Unencrypted663.txt,350,62,21,110,0
/root/Desktop/final Project/type of ecrypted/Gronsfeld/Unencrypted/Unencrypted668.txt,274,44,13,89,0
/root/Desktop/final Project/type of ecrypted/Gronsfeld/Unencrypted/Unencrypted581.txt,78,14,2,33,0
/root/Desktop/final Project/type of ecrypted/Gronsfeld/Unencrypted/Unencrypted583.txt,110,24,4,42,0
/root/Desktop/final Project/type of ecrypted/Gronsfeld/Unencrypted/Unencrypted622.txt,527,94,25,169,0
/root/Desktop/final Project/type of ecrypted/Gronsfeld/Unencrypted/Unencrypted633.txt,368,72,25,104,0
/root/Desktop/final Project/type of ecrypted/Gronsfeld/Unencrypted/Unencrypted726.txt,434,83,29,135,0
/root/Desktop/final Project/type of ecrypted/Gronsfeld/Unencrypted/Unencrypted573.txt,85,17,7,21,0
/root/Desktop/final Project/type of ecrypted/Gronsfeld/Unencrypted/Unencrypted678.txt,439,74,20,144,0
/root/Desktop/final Project/type of ecrypted/Gronsfeld/Unencrypted/Unencrypted694.txt,114,17,10,36,0
/root/Desktop/final Project/type of ecrypted/Gronsfeld/Unencrypted/Unencrypted649.txt,263,40,10,83,0
/root/Desktop/final Project/type of ecrypted/Gronsfeld/Unencrypted/Unencrypted629.txt,420,80,21,131,0
/root/Desktop/final Project/type of ecrypted/Gronsfeld/Unencrypted/Unencrypted587.txt,393,68,25,133,0
/root/Desktop/final Project/type of ecrypted/Gronsfeld/Unencrypted/Unencrypted689.txt,78,15,2,18,0
/root/Desktop/final Project/type of ecrypted/Gronsfeld/Unencrypted/Unencrypted571.txt,172,32,9,61,0
/root/Desktop/final Project/type of ecrypted/Gronsfeld/Unencrypted/Unencrypted614.txt,655,121,31,213,0
/root/Desktop/final Project/type of ecrypted/Gronsfeld/Unencrypted/Unencrypted598.txt,85,19,10,29,0
/root/Desktop/final Project/type of ecrypted/Gronsfeld/Unencrypted/Unencrypted702.txt,464,95,30,136,0
/root/Desktop/final Project/type of ecrypted/Gronsfeld/Unencrypted/Unencrypted692.txt,191,45,4,54,0
/root/Desktop/final Project/type of ecrypted/Gronsfeld/Unencrypted/Unencrypted725.txt,367,85,19,123,0
/root/Desktop/final Project/type of ecrypted/Gronsfeld/Unencrypted/Unencrypted624.txt,799,149,38,252,0
/root/Desktop/final Project/type of ecrypted/Gronsfeld/Unencrypted/Unencrypted718.txt,412,67,30,126,0
/root/Desktop/final Project/type of ecrypted/Gronsfeld/Unencrypted/Unencrypted645.txt,173,35,9,51,0
/root/Desktop/final Project/type of ecrypted/Gronsfeld/Unencrypted/Unencrypted709.txt,280,52,15,91,0
/root/Desktop/final Project/type of ecrypted/Gronsfeld/Unencrypted/Unencrypted651.txt,309,58,16,98,0
/root/Desktop/final Project/type of ecrypted/Gronsfeld/Unencrypted/Unencrypted641.txt,463,93,17,152,0
/root/Desktop/final Project/type of ecrypted/Gronsfeld/Unencrypted/Unencrypted589.txt,364,83,29,127,0
/root/Desktop/final Project/type of ecrypted/Gronsfeld/Unencrypted/Unencrypted712.txt,212,40,15,58,0
/root/Desktop/final Project/type of ecrypted/Gronsfeld/Unencrypted/Unencrypted597.txt,357,80,22,110,0
/root/Desktop/final Project/type of ecrypted/Gronsfeld/Unencrypted/Unencrypted723.txt,68,16,3,21,0
/root/Desktop/final Project/type of ecrypted/Gronsfeld/Unencrypted/Unencrypted676.txt,335,63,17,108,0
/root/Desktop/final Project/type of ecrypted/Gronsfeld/Unencrypted/Unencrypted567.txt,464,76,23,145,0
/root/Desktop/final Project/type of ecrypted/Gronsfeld/Unencrypted/Unencrypted664.txt,198,28,5,64,0
/root/Desktop/final Project/type of ecrypted/Gronsfeld/Unencrypted/Unencrypted680.txt,199,34,10,65,0
/root/Desktop/final Project/type of ecrypted/Gronsfeld/Unencrypted/Unencrypted585.txt,569,99,40,195,0
/root/Desktop/final Project/type of ecrypted/Gronsfeld/Unencrypted/Unencrypted720.txt,617,117,47,219,0
/root/Desktop/final Project/type of ecrypted/Gronsfeld/Unencrypted/Unencrypted615.txt,844,167,38,292,0
/root/Desktop/final Project/type of ecrypted/Gronsfeld/Unencrypted/Unencrypted675.txt,235,43,13,68,0
/root/Desktop/final Project/type of ecrypted/Gronsfeld/Unencrypted/Unencrypted685.txt,403,72,19,141,0
/root/Desktop/final Project/type of ecrypted/Gronsfeld/Unencrypted/Unencrypted617.txt,641,143,37,190,0
/root/Desktop/final Project/type of ecrypted/Gronsfeld/Unencrypted/Unencrypted631.txt,618,108,31,204,0
/root/Desktop/final Project/type of ecrypted/Gronsfeld/Unencrypted/Unencrypted672.txt,367,73,23,111,0
/root/Desktop/final Project/type of ecrypted/Gronsfeld/Unencrypted/Unencrypted603.txt,477,103,28,165,0
/root/Desktop/final Project/type of ecrypted/Gronsfeld/Unencrypted/Unencrypted714.txt,334,64,24,121,0
/root/Desktop/final Project/type of ecrypted/Gronsfeld/Unencrypted/Unencrypted642.txt,664,139,35,223,0
/root/Desktop/final Project/type of ecrypted/Gronsfeld/Unencrypted/Unencrypted596.txt,520,95,35,169,0
/root/Desktop/final Project/type of ecrypted/Gronsfeld/Unencrypted/Unencrypted684.txt,419,78,17,141,0
/root/Desktop/final Project/type of ecrypted/Gronsfeld/Unencrypted/Unencrypted722.txt,183,38,12,60,0
/root/Desktop/final Project/type of ecrypted/Gronsfeld/Unencrypted/Unencrypted608.txt,876,143,53,282,0
/root/Desktop/final Project/type of ecrypted/Gronsfeld/Unencrypted/Unencrypted640.txt,664,115,29,220,0
/root/Desktop/final Project/type of ecrypted/Gronsfeld/Unencrypted/Unencrypted656.txt,512,99,21,163,0
/root/Desktop/final Project/type of ecrypted/Gronsfeld/Unencrypted/Unencrypted671.txt,224,46,9,68,0
/root/Desktop/final Project/type of ecrypted/Gronsfeld/Unencrypted/Unencrypted719.txt,484,82,21,160,0
/root/Desktop/final Project/type of ecrypted/Gronsfeld/Unencrypted/Unencrypted574.txt,309,53,14,113,0
/root/Desktop/final Project/type of ecrypted/Gronsfeld/Unencrypted/Unencrypted660.txt,210,36,10,75,0
/root/Desktop/final Project/type of ecrypted/Gronsfeld/Unencrypted/Unencrypted683.txt,305,57,13,89,0
/root/Desktop/final Project/type of ecrypted/Gronsfeld/Unencrypted/Unencrypted693.txt,592,119,44,182,0
/root/Desktop/final Project/type of ecrypted/Gronsfeld/Unencrypted/Unencrypted579.txt,276,40,13,104,0
/root/Desktop/final Project/type of ecrypted/Gronsfeld/Unencrypted/Unencrypted613.txt,313,66,7,106,0
/root/Desktop/final Project/type of ecrypted/Gronsfeld/Unencrypted/Unencrypted654.txt,442,99,27,120,0
/root/Desktop/final Project/type of ecrypted/Gronsfeld/Unencrypted/Unencrypted611.txt,362,66,13,135,0
/root/Desktop/final Project/type of ecrypted/Gronsfeld/Unencrypted/Unencrypted632.txt,1045,188,62,331,0
/root/Desktop/final Project/type of ecrypted/Gronsfeld/Unencrypted/Unencrypted648.txt,387,72,26,123,0
/root/Desktop/final Project/type of ecrypted/Gronsfeld/Unencrypted/Unencrypted630.txt,960,166,50,334,0
/root/Desktop/final Project/type of ecrypted/Gronsfeld/Unencrypted/Unencrypted599.txt,396,76,22,148,0
/root/Desktop/final Project/type of ecrypted/Gronsfeld/Unencrypted/Unencrypted636.txt,699,122,27,251,0
/root/Desktop/final Project/type of ecrypted/Gronsfeld/Unencrypted/Unencrypted652.txt,261,47,11,77,0
/root/Desktop/final Project/type of ecrypted/Gronsfeld/Unencrypted/Unencrypted696.txt,560,112,38,184,0
/root/Desktop/final Project/type of ecrypted/Gronsfeld/Unencrypted/Unencrypted659.txt,481,87,24,165,0
/root/Desktop/final Project/type of ecrypted/Gronsfeld/Unencrypted/Unencrypted616.txt,396,91,19,119,0
/root/Desktop/final Project/type of ecrypted/Gronsfeld/Unencrypted/Unencrypted643.txt,552,111,35,188,0
/root/Desktop/final Project/type of ecrypted/Gronsfeld/Unencrypted/Unencrypted586.txt,380,71,17,114,0
/root/Desktop/final Project/type of ecrypted/Gronsfeld/Unencrypted/Unencrypted607.txt,703,111,43,219,0
/root/Desktop/final Project/type of ecrypted/Gronsfeld/Unencrypted/Unencrypted618.txt,542,96,21,180,0
/root/Desktop/final Project/type of ecrypted/Gronsfeld/Unencrypted/Unencrypted667.txt,420,79,29,125,0
/root/Desktop/final Project/type of ecrypted/Gronsfeld/Unencrypted/Unencrypted626.txt,926,156,60,320,0
/root/Desktop/final Project/type of ecrypted/Gronsfeld/Unencrypted/Unencrypted601.txt,374,71,21,130,0
/root/Desktop/final Project/type of ecrypted/Gronsfeld/Unencrypted/Unencrypted600.txt,106,24,3,37,0
/root/Desktop/final Project/type of ecrypted/Gronsfeld/Unencrypted/Unencrypted635.txt,557,107,31,173,0
/root/Desktop/final Project/type of ecrypted/Gronsfeld/Unencrypted/Unencrypted646.txt,566,105,19,187,0
/root/Desktop/final Project/type of ecrypted/Gronsfeld/Unencrypted/Unencrypted688.txt,486,92,19,159,0
/root/Desktop/final Project/type of ecrypted/Gronsfeld/Unencrypted/Unencrypted704.txt,160,31,8,58,0
/root/Desktop/final Project/type of ecrypted/Gronsfeld/Unencrypted/Unencrypted703.txt,64,15,5,16,0
/root/Desktop/final Project/type of ecrypted/Gronsfeld/Unencrypted/Unencrypted717.txt,390,65,30,120,0
/root/Desktop/final Project/type of ecrypted/Gronsfeld/Unencrypted/Unencrypted695.txt,607,119,42,207,0
/root/Desktop/final Project/type of ecrypted/Gronsfeld/Unencrypted/Unencrypted705.txt,117,19,4,35,0
/root/Desktop/final Project/type of ecrypted/Gronsfeld/Unencrypted/Unencrypted670.txt,546,84,17,194,0
/root/Desktop/final Project/type of ecrypted/Gronsfeld/Unencrypted/Unencrypted706.txt,282,58,13,89,0
/root/Desktop/final Project/type of ecrypted/Gronsfeld/Unencrypted/Unencrypted602.txt,593,122,27,200,0
/root/Desktop/final Project/type of ecrypted/Gronsfeld/Unencrypted/Unencrypted721.txt,464,104,18,143,0
/root/Desktop/final Project/type of ecrypted/Gronsfeld/Unencrypted/Unencrypted604.txt,646,152,38,221,0
/root/Desktop/final Project/type of ecrypted/Gronsfeld/Unencrypted/Unencrypted568.txt,230,37,7,74,0
/root/Desktop/final Project/type of ecrypted/Gronsfeld/Encrypted/Gronsfeld-1022-41%.txt,214,63,28,62,1
/root/Desktop/final Project/type of ecrypted/Gronsfeld/Encrypted/Gronsfeld-1046-83%.txt,92,42,32,16,1
/root/Desktop/final Project/type of ecrypted/Gronsfeld/Encrypted/Gronsfeld-991-30%.txt,104,20,11,25,1
/root/Desktop/final Project/type of ecrypted/Gronsfeld/Encrypted/Gronsfeld-1087-69%.txt,206,77,53,50,1
/root/Desktop/final Project/type of ecrypted/Gronsfeld/Encrypted/Gronsfeld-988-43%.txt,90,24,10,31,1
/root/Desktop/final Project/type of ecrypted/Gronsfeld/Encrypted/Gronsfeld-1017-61%.txt,216,64,43,56,1
/root/Desktop/final Project/type of ecrypted/Gronsfeld/Encrypted/Gronsfeld-995-41%.txt,111,32,18,32,1
/root/Desktop/final Project/type of ecrypted/Gronsfeld/Encrypted/Gronsfeld-1063-80%.txt,23,12,8,4,1
/root/Desktop/final Project/type of ecrypted/Gronsfeld/Encrypted/Gronsfeld-1110-78%.txt,103,44,35,21,1
/root/Desktop/final Project/type of ecrypted/Gronsfeld/Encrypted/Gronsfeld-1049-57%.txt,147,43,23,45,1
/root/Desktop/final Project/type of ecrypted/Gronsfeld/Encrypted/Gronsfeld-1061-64%.txt,118,38,20,32,1
/root/Desktop/final Project/type of ecrypted/Gronsfeld/Encrypted/Gronsfeld-1094-45%.txt,113,31,17,33,1
/root/Desktop/final Project/type of ecrypted/Gronsfeld/Encrypted/Gronsfeld-980-49%.txt,160,45,26,42,1
/root/Desktop/final Project/type of ecrypted/Gronsfeld/Encrypted/Gronsfeld-1043-35%.txt,392,93,39,116,1
/root/Desktop/final Project/type of ecrypted/Gronsfeld/Encrypted/Gronsfeld-986-65%.txt,114,39,27,35,1
/root/Desktop/final Project/type of ecrypted/Gronsfeld/Encrypted/Gronsfeld-1084-74%.txt,114,52,43,24,1
/root/Desktop/final Project/type of ecrypted/Gronsfeld/Encrypted/Gronsfeld-1038-97%.txt,54,49,48,2,1
/root/Desktop/final Project/type of ecrypted/Gronsfeld/Encrypted/Gronsfeld-987-61%.txt,214,68,49,53,1
/root/Desktop/final Project/type of ecrypted/Gronsfeld/Encrypted/Gronsfeld-1013-57%.txt,53,19,7,17,1
/root/Desktop/final Project/type of ecrypted/Gronsfeld/Encrypted/Gronsfeld-1000-53%.txt,251,72,42,70,1
/root/Desktop/final Project/type of ecrypted/Gronsfeld/Encrypted/Gronsfeld-1039-79%.txt,136,63,49,25,1
/root/Desktop/final Project/type of ecrypted/Gronsfeld/Encrypted/Gronsfeld-1044-46%.txt,233,59,29,81,1
/root/Desktop/final Project/type of ecrypted/Gronsfeld/Encrypted/Gronsfeld-1091-79%.txt,36,15,9,10,1
/root/Desktop/final Project/type of ecrypted/Gronsfeld/Encrypted/Gronsfeld-1105-48%.txt,66,17,10,17,1
/root/Desktop/final Project/type of ecrypted/Gronsfeld/Encrypted/Gronsfeld-1114-97%.txt,25,18,16,4,1
/root/Desktop/final Project/type of ecrypted/Gronsfeld/Encrypted/Gronsfeld-974-30%.txt,100,25,11,27,1
/root/Desktop/final Project/type of ecrypted/Gronsfeld/Encrypted/Gronsfeld-1004-49%.txt,42,11,6,13,1
/root/Desktop/final Project/type of ecrypted/Gronsfeld/Encrypted/Gronsfeld-1109-88%.txt,28,14,12,7,1
/root/Desktop/final Project/type of ecrypted/Gronsfeld/Encrypted/Gronsfeld-978-77%.txt,14,14,12,0,1
/root/Desktop/final Project/type of ecrypted/Gronsfeld/Encrypted/Gronsfeld-1096-31%.txt,103,30,8,23,1
/root/Desktop/final Project/type of ecrypted/Gronsfeld/Encrypted/Gronsfeld-1028-72%.txt,117,44,39,29,1
/root/Desktop/final Project/type of ecrypted/Gronsfeld/Encrypted/Gronsfeld-1085-67%.txt,177,62,41,45,1
/root/Desktop/final Project/type of ecrypted/Gronsfeld/Encrypted/Gronsfeld-1065-58%.txt,256,85,54,70,1
/root/Desktop/final Project/type of ecrypted/Gronsfeld/Encrypted/Gronsfeld-1053-66%.txt,93,29,24,27,1
/root/Desktop/final Project/type of ecrypted/Gronsfeld/Encrypted/Gronsfeld-1097-42%.txt,247,64,31,73,1
/root/Desktop/final Project/type of ecrypted/Gronsfeld/Encrypted/Gronsfeld-1120-53%.txt,252,74,42,77,1
/root/Desktop/final Project/type of ecrypted/Gronsfeld/Encrypted/Gronsfeld-1048-38%.txt,96,25,14,28,1
/root/Desktop/final Project/type of ecrypted/Gronsfeld/Encrypted/Gronsfeld-1077-100%.txt,12,12,12,0,1
/root/Desktop/final Project/type of ecrypted/Gronsfeld/Encrypted/Gronsfeld-1041-97%.txt,66,53,50,3,1
/root/Desktop/final Project/type of ecrypted/Gronsfeld/Encrypted/Gronsfeld-1019-36%.txt,307,75,33,85,1
/root/Desktop/final Project/type of ecrypted/Gronsfeld/Encrypted/Gronsfeld-981-52%.txt,243,66,44,73,1
/root/Desktop/final Project/type of ecrypted/Gronsfeld/Encrypted/Gronsfeld-1108-57%.txt,34,11,6,10,1
/root/Desktop/final Project/type of ecrypted/Gronsfeld/Encrypted/Gronsfeld-976-76%.txt,93,41,34,20,1
/root/Desktop/final Project/type of ecrypted/Gronsfeld/Encrypted/Gronsfeld-1122-52%.txt,132,37,22,40,1
/root/Desktop/final Project/type of ecrypted/Gronsfeld/Encrypted/Gronsfeld-1090-66%.txt,141,53,34,38,1
/root/Desktop/final Project/type of ecrypted/Gronsfeld/Encrypted/Gronsfeld-1098-84%.txt,163,87,78,29,1
/root/Desktop/final Project/type of ecrypted/Gronsfeld/Encrypted/Gronsfeld-1006-94%.txt,72,58,53,5,1
/root/Desktop/final Project/type of ecrypted/Gronsfeld/Encrypted/Gronsfeld-1032-61%.txt,115,39,23,25,1
/root/Desktop/final Project/type of ecrypted/Gronsfeld/Encrypted/Gronsfeld-1010-55%.txt,92,31,21,31,1
/root/Desktop/final Project/type of ecrypted/Gronsfeld/Encrypted/Gronsfeld-1020-98%.txt,52,49,47,1,1
/root/Desktop/final Project/type of ecrypted/Gronsfeld/Encrypted/Gronsfeld-1023-82%.txt,82,41,38,14,1
/root/Desktop/final Project/type of ecrypted/Gronsfeld/Encrypted/Gronsfeld-1076-80%.txt,103,51,37,23,1
/root/Desktop/final Project/type of ecrypted/Gronsfeld/Encrypted/Gronsfeld-1054-54%.txt,117,33,26,27,1
/root/Desktop/final Project/type of ecrypted/Gronsfeld/Encrypted/Gronsfeld-1008-40%.txt,151,43,25,45,1
/root/Desktop/final Project/type of ecrypted/Gronsfeld/Encrypted/Gronsfeld-996-40%.txt,59,14,6,15,1
/root/Desktop/final Project/type of ecrypted/Gronsfeld/Encrypted/Gronsfeld-1051-30%.txt,161,36,19,48,1
/root/Desktop/final Project/type of ecrypted/Gronsfeld/Encrypted/Gronsfeld-1009-58%.txt,148,50,32,41,1
/root/Desktop/final Project/type of ecrypted/Gronsfeld/Encrypted/Gronsfeld-1024-40%.txt,278,77,35,72,1
/root/Desktop/final Project/type of ecrypted/Gronsfeld/Encrypted/Gronsfeld-1011-78%.txt,35,15,11,9,1
/root/Desktop/final Project/type of ecrypted/Gronsfeld/Encrypted/Gronsfeld-1104-96%.txt,10,10,10,0,1
/root/Desktop/final Project/type of ecrypted/Gronsfeld/Encrypted/Gronsfeld-1093-64%.txt,134,42,30,37,1
/root/Desktop/final Project/type of ecrypted/Gronsfeld/Encrypted/Gronsfeld-1068-84%.txt,61,29,24,12,1
/root/Desktop/final Project/type of ecrypted/Gronsfeld/Encrypted/Gronsfeld-1002-73%.txt,111,45,36,31,1
/root/Desktop/final Project/type of ecrypted/Gronsfeld/Encrypted/Gronsfeld-1052-56%.txt,154,46,30,42,1
/root/Desktop/final Project/type of ecrypted/Gronsfeld/Encrypted/Gronsfeld-1067-59%.txt,198,50,33,65,1
/root/Desktop/final Project/type of ecrypted/Gronsfeld/Encrypted/Gronsfeld-1012-61%.txt,27,19,15,3,1
/root/Desktop/final Project/type of ecrypted/Gronsfeld/Encrypted/Gronsfeld-1101-61%.txt,82,26,20,19,1
/root/Desktop/final Project/type of ecrypted/Gronsfeld/Encrypted/Gronsfeld-1021-79%.txt,49,21,17,12,1
/root/Desktop/final Project/type of ecrypted/Gronsfeld/Encrypted/Gronsfeld-1128-88%.txt,41,23,19,7,1
/root/Desktop/final Project/type of ecrypted/Gronsfeld/Encrypted/Gronsfeld-1082-55%.txt,92,33,23,24,1
/root/Desktop/final Project/type of ecrypted/Gronsfeld/Encrypted/Gronsfeld-1106-83%.txt,118,57,51,24,1
/root/Desktop/final Project/type of ecrypted/Gronsfeld/Encrypted/Gronsfeld-977-80%.txt,69,28,23,16,1
/root/Desktop/final Project/type of ecrypted/Gronsfeld/Encrypted/Gronsfeld-979-49%.txt,185,50,28,57,1
/root/Desktop/final Project/type of ecrypted/Gronsfeld/Encrypted/Gronsfeld-1074-42%.txt,275,72,33,78,1
/root/Desktop/final Project/type of ecrypted/Gronsfeld/Encrypted/Gronsfeld-1124-74%.txt,38,14,11,13,1
/root/Desktop/final Project/type of ecrypted/Gronsfeld/Encrypted/Gronsfeld-1069-37%.txt,278,64,30,90,1
/root/Desktop/final Project/type of ecrypted/Gronsfeld/Encrypted/Gronsfeld-997-99%.txt,9,9,9,0,1
/root/Desktop/final Project/type of ecrypted/Gronsfeld/Encrypted/Gronsfeld-1073-94%.txt,25,20,20,1,1
/root/Desktop/final Project/type of ecrypted/Gronsfeld/Encrypted/Gronsfeld-990-45%.txt,237,64,34,67,1
/root/Desktop/final Project/type of ecrypted/Gronsfeld/Encrypted/Gronsfeld-1056-91%.txt,70,44,40,10,1
