name of file ,feature 1 , feature 2 , feature 3 , feature 4, result
/root/Desktop/final Project/type of ecrypted/Caesar/Unencrypted/Unencrypted560.txt,143,24,6,47,0
/root/Desktop/final Project/type of ecrypted/Caesar/Unencrypted/Unencrypted415.txt,255,54,11,84,0
/root/Desktop/final Project/type of ecrypted/Caesar/Unencrypted/Unencrypted517.txt,534,108,33,155,0
/root/Desktop/final Project/type of ecrypted/Caesar/Unencrypted/Unencrypted564.txt,597,117,34,217,0
/root/Desktop/final Project/type of ecrypted/Caesar/Unencrypted/Unencrypted394.txt,504,98,20,168,0
/root/Desktop/final Project/type of ecrypted/Caesar/Unencrypted/Unencrypted524.txt,457,81,22,149,0
/root/Desktop/final Project/type of ecrypted/Caesar/Unencrypted/Unencrypted444.txt,98,23,7,31,0
/root/Desktop/final Project/type of ecrypted/Caesar/Unencrypted/Unencrypted557.txt,217,33,10,85,0
/root/Desktop/final Project/type of ecrypted/Caesar/Unencrypted/Unencrypted399.txt,329,55,19,104,0
/root/Desktop/final Project/type of ecrypted/Caesar/Unencrypted/Unencrypted549.txt,239,44,15,82,0
/root/Desktop/final Project/type of ecrypted/Caesar/Unencrypted/Unencrypted463.txt,629,114,41,214,0
/root/Desktop/final Project/type of ecrypted/Caesar/Unencrypted/Unencrypted497.txt,159,32,6,49,0
/root/Desktop/final Project/type of ecrypted/Caesar/Unencrypted/Unencrypted410.txt,207,38,8,76,0
/root/Desktop/final Project/type of ecrypted/Caesar/Unencrypted/Unencrypted434.txt,124,22,3,46,0
/root/Desktop/final Project/type of ecrypted/Caesar/Unencrypted/Unencrypted528.txt,260,39,22,79,0
/root/Desktop/final Project/type of ecrypted/Caesar/Unencrypted/Unencrypted417.txt,275,44,12,97,0
/root/Desktop/final Project/type of ecrypted/Caesar/Unencrypted/Unencrypted529.txt,140,25,5,41,0
/root/Desktop/final Project/type of ecrypted/Caesar/Unencrypted/Unencrypted515.txt,404,73,21,136,0
/root/Desktop/final Project/type of ecrypted/Caesar/Unencrypted/Unencrypted520.txt,305,53,17,99,0
/root/Desktop/final Project/type of ecrypted/Caesar/Unencrypted/Unencrypted419.txt,84,18,4,32,0
/root/Desktop/final Project/type of ecrypted/Caesar/Unencrypted/Unencrypted432.txt,472,107,20,137,0
/root/Desktop/final Project/type of ecrypted/Caesar/Unencrypted/Unencrypted442.txt,572,101,33,200,0
/root/Desktop/final Project/type of ecrypted/Caesar/Unencrypted/Unencrypted530.txt,422,69,26,132,0
/root/Desktop/final Project/type of ecrypted/Caesar/Unencrypted/Unencrypted494.txt,79,16,2,30,0
/root/Desktop/final Project/type of ecrypted/Caesar/Unencrypted/Unencrypted428.txt,455,83,23,159,0
/root/Desktop/final Project/type of ecrypted/Caesar/Unencrypted/Unencrypted467.txt,471,87,18,149,0
/root/Desktop/final Project/type of ecrypted/Caesar/Unencrypted/Unencrypted461.txt,355,75,22,106,0
/root/Desktop/final Project/type of ecrypted/Caesar/Unencrypted/Unencrypted418.txt,479,93,20,179,0
/root/Desktop/final Project/type of ecrypted/Caesar/Unencrypted/Unencrypted490.txt,93,15,5,34,0
/root/Desktop/final Project/type of ecrypted/Caesar/Unencrypted/Unencrypted522.txt,329,59,19,95,0
/root/Desktop/final Project/type of ecrypted/Caesar/Unencrypted/Unencrypted546.txt,546,108,29,181,0
/root/Desktop/final Project/type of ecrypted/Caesar/Unencrypted/Unencrypted509.txt,233,44,20,80,0
/root/Desktop/final Project/type of ecrypted/Caesar/Unencrypted/Unencrypted562.txt,248,57,23,73,0
/root/Desktop/final Project/type of ecrypted/Caesar/Unencrypted/Unencrypted495.txt,532,97,20,161,0
/root/Desktop/final Project/type of ecrypted/Caesar/Unencrypted/Unencrypted426.txt,626,116,33,203,0
/root/Desktop/final Project/type of ecrypted/Caesar/Unencrypted/Unencrypted521.txt,585,121,24,168,0
/root/Desktop/final Project/type of ecrypted/Caesar/Unencrypted/Unencrypted504.txt,323,56,13,95,0
/root/Desktop/final Project/type of ecrypted/Caesar/Unencrypted/Unencrypted548.txt,430,87,28,152,0
/root/Desktop/final Project/type of ecrypted/Caesar/Unencrypted/Unencrypted424.txt,587,119,28,193,0
/root/Desktop/final Project/type of ecrypted/Caesar/Unencrypted/Unencrypted413.txt,490,106,30,174,0
/root/Desktop/final Project/type of ecrypted/Caesar/Unencrypted/Unencrypted526.txt,507,90,45,167,0
/root/Desktop/final Project/type of ecrypted/Caesar/Unencrypted/Unencrypted464.txt,372,62,13,114,0
/root/Desktop/final Project/type of ecrypted/Caesar/Unencrypted/Unencrypted380.txt,350,79,16,119,0
/root/Desktop/final Project/type of ecrypted/Caesar/Unencrypted/Unencrypted450.txt,455,94,29,137,0
/root/Desktop/final Project/type of ecrypted/Caesar/Unencrypted/Unencrypted407.txt,206,34,6,72,0
/root/Desktop/final Project/type of ecrypted/Caesar/Unencrypted/Unencrypted493.txt,328,54,18,103,0
/root/Desktop/final Project/type of ecrypted/Caesar/Unencrypted/Unencrypted401.txt,190,29,12,67,0
/root/Desktop/final Project/type of ecrypted/Caesar/Unencrypted/Unencrypted553.txt,406,72,19,136,0
/root/Desktop/final Project/type of ecrypted/Caesar/Unencrypted/Unencrypted385.txt,357,66,20,112,0
/root/Desktop/final Project/type of ecrypted/Caesar/Unencrypted/Unencrypted478.txt,531,105,29,166,0
/root/Desktop/final Project/type of ecrypted/Caesar/Unencrypted/Unencrypted436.txt,544,109,27,172,0
/root/Desktop/final Project/type of ecrypted/Caesar/Unencrypted/Unencrypted458.txt,624,118,28,186,0
/root/Desktop/final Project/type of ecrypted/Caesar/Unencrypted/Unencrypted545.txt,516,94,26,164,0
/root/Desktop/final Project/type of ecrypted/Caesar/Unencrypted/Unencrypted411.txt,423,83,18,162,0
/root/Desktop/final Project/type of ecrypted/Caesar/Unencrypted/Unencrypted532.txt,525,100,42,188,0
/root/Desktop/final Project/type of ecrypted/Caesar/Unencrypted/Unencrypted489.txt,525,95,26,154,0
/root/Desktop/final Project/type of ecrypted/Caesar/Unencrypted/Unencrypted559.txt,575,100,44,204,0
/root/Desktop/final Project/type of ecrypted/Caesar/Unencrypted/Unencrypted390.txt,86,16,4,26,0
/root/Desktop/final Project/type of ecrypted/Caesar/Unencrypted/Unencrypted456.txt,234,45,11,75,0
/root/Desktop/final Project/type of ecrypted/Caesar/Unencrypted/Unencrypted446.txt,239,45,21,81,0
/root/Desktop/final Project/type of ecrypted/Caesar/Unencrypted/Unencrypted507.txt,609,121,45,189,0
/root/Desktop/final Project/type of ecrypted/Caesar/Unencrypted/Unencrypted500.txt,314,57,13,106,0
/root/Desktop/final Project/type of ecrypted/Caesar/Unencrypted/Unencrypted448.txt,448,87,28,144,0
/root/Desktop/final Project/type of ecrypted/Caesar/Unencrypted/Unencrypted377.txt,312,56,16,120,0
/root/Desktop/final Project/type of ecrypted/Caesar/Unencrypted/Unencrypted433.txt,111,27,6,41,0
/root/Desktop/final Project/type of ecrypted/Caesar/Unencrypted/Unencrypted445.txt,100,17,6,30,0
/root/Desktop/final Project/type of ecrypted/Caesar/Unencrypted/Unencrypted378.txt,563,107,29,182,0
/root/Desktop/final Project/type of ecrypted/Caesar/Unencrypted/Unencrypted510.txt,322,65,14,112,0
/root/Desktop/final Project/type of ecrypted/Caesar/Unencrypted/Unencrypted454.txt,188,33,6,58,0
/root/Desktop/final Project/type of ecrypted/Caesar/Unencrypted/Unencrypted506.txt,190,44,4,53,0
/root/Desktop/final Project/type of ecrypted/Caesar/Unencrypted/Unencrypted523.txt,187,34,9,63,0
/root/Desktop/final Project/type of ecrypted/Caesar/Unencrypted/Unencrypted483.txt,602,101,20,215,0
/root/Desktop/final Project/type of ecrypted/Caesar/Unencrypted/Unencrypted542.txt,408,77,13,156,0
/root/Desktop/final Project/type of ecrypted/Caesar/Unencrypted/Unencrypted381.txt,565,120,31,201,0
/root/Desktop/final Project/type of ecrypted/Caesar/Unencrypted/Unencrypted499.txt,492,92,23,169,0
/root/Desktop/final Project/type of ecrypted/Caesar/Unencrypted/Unencrypted561.txt,90,22,6,27,0
/root/Desktop/final Project/type of ecrypted/Caesar/Unencrypted/Unencrypted435.txt,217,52,11,64,0
/root/Desktop/final Project/type of ecrypted/Caesar/Unencrypted/Unencrypted565.txt,165,30,10,56,0
/root/Desktop/final Project/type of ecrypted/Caesar/Unencrypted/Unencrypted481.txt,343,53,17,96,0
/root/Desktop/final Project/type of ecrypted/Caesar/Unencrypted/Unencrypted501.txt,299,48,13,98,0
/root/Desktop/final Project/type of ecrypted/Caesar/Unencrypted/Unencrypted476.txt,560,100,26,194,0
/root/Desktop/final Project/type of ecrypted/Caesar/Unencrypted/Unencrypted389.txt,580,108,38,196,0
/root/Desktop/final Project/type of ecrypted/Caesar/Unencrypted/Unencrypted485.txt,435,82,16,137,0
/root/Desktop/final Project/type of ecrypted/Caesar/Unencrypted/Unencrypted420.txt,308,61,25,104,0
/root/Desktop/final Project/type of ecrypted/Caesar/Unencrypted/Unencrypted534.txt,491,87,28,179,0
/root/Desktop/final Project/type of ecrypted/Caesar/Unencrypted/Unencrypted480.txt,266,51,6,85,0
/root/Desktop/final Project/type of ecrypted/Caesar/Unencrypted/Unencrypted482.txt,526,109,35,155,0
/root/Desktop/final Project/type of ecrypted/Caesar/Unencrypted/Unencrypted455.txt,156,29,6,52,0
/root/Desktop/final Project/type of ecrypted/Caesar/Unencrypted/Unencrypted400.txt,339,49,10,115,0
/root/Desktop/final Project/type of ecrypted/Caesar/Unencrypted/Unencrypted536.txt,306,70,14,103,0
/root/Desktop/final Project/type of ecrypted/Caesar/Unencrypted/Unencrypted527.txt,170,29,15,53,0
/root/Desktop/final Project/type of ecrypted/Caesar/Unencrypted/Unencrypted383.txt,172,40,13,64,0
/root/Desktop/final Project/type of ecrypted/Caesar/Unencrypted/Unencrypted498.txt,501,99,20,151,0
/root/Desktop/final Project/type of ecrypted/Caesar/Unencrypted/Unencrypted484.txt,208,30,12,69,0
/root/Desktop/final Project/type of ecrypted/Caesar/Unencrypted/Unencrypted537.txt,545,104,35,174,0
/root/Desktop/final Project/type of ecrypted/Caesar/Unencrypted/Unencrypted547.txt,551,103,41,175,0
/root/Desktop/final Project/type of ecrypted/Caesar/Unencrypted/Unencrypted449.txt,407,76,22,118,0
/root/Desktop/final Project/type of ecrypted/Caesar/Unencrypted/Unencrypted414.txt,150,28,10,59,0
/root/Desktop/final Project/type of ecrypted/Caesar/Unencrypted/Unencrypted387.txt,189,28,15,58,0
/root/Desktop/final Project/type of ecrypted/Caesar/Unencrypted/Unencrypted395.txt,406,75,19,135,0
/root/Desktop/final Project/type of ecrypted/Caesar/Unencrypted/Unencrypted421.txt,286,52,18,94,0
/root/Desktop/final Project/type of ecrypted/Caesar/Unencrypted/Unencrypted492.txt,621,108,37,192,0
/root/Desktop/final Project/type of ecrypted/Caesar/Unencrypted/Unencrypted551.txt,473,85,25,166,0
/root/Desktop/final Project/type of ecrypted/Caesar/Unencrypted/Unencrypted447.txt,267,49,12,92,0
/root/Desktop/final Project/type of ecrypted/Caesar/Unencrypted/Unencrypted405.txt,285,48,15,88,0
/root/Desktop/final Project/type of ecrypted/Caesar/Unencrypted/Unencrypted416.txt,512,107,25,170,0
/root/Desktop/final Project/type of ecrypted/Caesar/Unencrypted/Unencrypted514.txt,328,62,16,125,0
/root/Desktop/final Project/type of ecrypted/Caesar/Unencrypted/Unencrypted439.txt,612,128,28,194,0
/root/Desktop/final Project/type of ecrypted/Caesar/Unencrypted/Unencrypted392.txt,152,31,3,58,0
/root/Desktop/final Project/type of ecrypted/Caesar/Unencrypted/Unencrypted479.txt,251,45,12,86,0
/root/Desktop/final Project/type of ecrypted/Caesar/Unencrypted/Unencrypted535.txt,253,49,20,86,0
/root/Desktop/final Project/type of ecrypted/Caesar/Unencrypted/Unencrypted540.txt,564,128,33,187,0
/root/Desktop/final Project/type of ecrypted/Caesar/Unencrypted/Unencrypted406.txt,530,83,21,187,0
/root/Desktop/final Project/type of ecrypted/Caesar/Unencrypted/Unencrypted391.txt,406,80,15,145,0
/root/Desktop/final Project/type of ecrypted/Caesar/Unencrypted/Unencrypted441.txt,524,92,34,175,0
/root/Desktop/final Project/type of ecrypted/Caesar/Unencrypted/Unencrypted538.txt,536,111,30,176,0
/root/Desktop/final Project/type of ecrypted/Caesar/Unencrypted/Unencrypted443.txt,624,120,35,191,0
/root/Desktop/final Project/type of ecrypted/Caesar/Unencrypted/Unencrypted491.txt,121,30,3,37,0
/root/Desktop/final Project/type of ecrypted/Caesar/Unencrypted/Unencrypted518.txt,461,92,21,154,0
/root/Desktop/final Project/type of ecrypted/Caesar/Unencrypted/Unencrypted525.txt,186,38,16,60,0
/root/Desktop/final Project/type of ecrypted/Caesar/Unencrypted/Unencrypted513.txt,413,83,29,134,0
/root/Desktop/final Project/type of ecrypted/Caesar/Unencrypted/Unencrypted452.txt,113,20,7,34,0
/root/Desktop/final Project/type of ecrypted/Caesar/Unencrypted/Unencrypted486.txt,402,81,25,127,0
/root/Desktop/final Project/type of ecrypted/Caesar/Unencrypted/Unencrypted502.txt,558,97,21,185,0
/root/Desktop/final Project/type of ecrypted/Caesar/Unencrypted/Unencrypted423.txt,518,78,48,234,0
/root/Desktop/final Project/type of ecrypted/Caesar/Unencrypted/Unencrypted403.txt,185,31,9,60,0
/root/Desktop/final Project/type of ecrypted/Caesar/Unencrypted/Unencrypted453.txt,636,133,32,200,0
/root/Desktop/final Project/type of ecrypted/Caesar/Unencrypted/Unencrypted555.txt,189,45,15,57,0
/root/Desktop/final Project/type of ecrypted/Caesar/Unencrypted/Unencrypted425.txt,150,29,5,47,0
/root/Desktop/final Project/type of ecrypted/Caesar/Unencrypted/Unencrypted459.txt,363,89,24,122,0
/root/Desktop/final Project/type of ecrypted/Caesar/Unencrypted/Unencrypted386.txt,280,45,15,91,0
/root/Desktop/final Project/type of ecrypted/Caesar/Unencrypted/Unencrypted539.txt,121,35,7,48,0
/root/Desktop/final Project/type of ecrypted/Caesar/Unencrypted/Unencrypted466.txt,315,57,15,106,0
/root/Desktop/final Project/type of ecrypted/Caesar/Unencrypted/Unencrypted543.txt,354,58,19,121,0
/root/Desktop/final Project/type of ecrypted/Caesar/Unencrypted/Unencrypted511.txt,480,97,36,147,0
/root/Desktop/final Project/type of ecrypted/Caesar/Unencrypted/Unencrypted474.txt,131,21,4,40,0
/root/Desktop/final Project/type of ecrypted/Caesar/Unencrypted/Unencrypted496.txt,224,42,17,66,0
/root/Desktop/final Project/type of ecrypted/Caesar/Unencrypted/Unencrypted460.txt,113,21,4,40,0
/root/Desktop/final Project/type of ecrypted/Caesar/Encrypted/Caesar-964-36%.txt,220,128,62,43,1
/root/Desktop/final Project/type of ecrypted/Caesar/Encrypted/Caesar-923-37%.txt,147,74,45,23,1
/root/Desktop/final Project/type of ecrypted/Caesar/Encrypted/Caesar-1000-87%.txt,480,434,259,19,1
/root/Desktop/final Project/type of ecrypted/Caesar/Encrypted/Caesar-961-34%.txt,340,162,85,80,1
/root/Desktop/final Project/type of ecrypted/Caesar/Encrypted/Caesar-988-67%.txt,145,113,68,12,1
/root/Desktop/final Project/type of ecrypted/Caesar/Encrypted/Caesar-940-93%.txt,175,162,98,7,1
/root/Desktop/final Project/type of ecrypted/Caesar/Encrypted/Caesar-1007-84%.txt,232,201,130,10,1
/root/Desktop/final Project/type of ecrypted/Caesar/Encrypted/Caesar-934-77%.txt,329,268,169,21,1
/root/Desktop/final Project/type of ecrypted/Caesar/Encrypted/Caesar-1070-73%.txt,127,98,61,13,1
/root/Desktop/final Project/type of ecrypted/Caesar/Encrypted/Caesar-983-71%.txt,470,362,223,38,1
/root/Desktop/final Project/type of ecrypted/Caesar/Encrypted/Caesar-963-66%.txt,204,147,98,28,1
/root/Desktop/final Project/type of ecrypted/Caesar/Encrypted/Caesar-969-84%.txt,279,241,161,12,1
/root/Desktop/final Project/type of ecrypted/Caesar/Encrypted/Caesar-1026-38%.txt,310,163,88,60,1
/root/Desktop/final Project/type of ecrypted/Caesar/Encrypted/Caesar-1085-53%.txt,423,265,139,68,1
/root/Desktop/final Project/type of ecrypted/Caesar/Encrypted/Caesar-1057-90%.txt,362,333,214,7,1
/root/Desktop/final Project/type of ecrypted/Caesar/Encrypted/Caesar-1001-41%.txt,170,91,52,33,1
/root/Desktop/final Project/type of ecrypted/Caesar/Encrypted/Caesar-1079-89%.txt,380,347,212,14,1
/root/Desktop/final Project/type of ecrypted/Caesar/Encrypted/Caesar-968-71%.txt,436,330,205,46,1
/root/Desktop/final Project/type of ecrypted/Caesar/Encrypted/Caesar-1051-58%.txt,218,148,98,26,1
/root/Desktop/final Project/type of ecrypted/Caesar/Encrypted/Caesar-1008-65%.txt,244,181,107,25,1
/root/Desktop/final Project/type of ecrypted/Caesar/Encrypted/Caesar-1072-57%.txt,173,114,71,22,1
/root/Desktop/final Project/type of ecrypted/Caesar/Encrypted/Caesar-977-52%.txt,208,125,78,32,1
/root/Desktop/final Project/type of ecrypted/Caesar/Encrypted/Caesar-1090-76%.txt,322,262,156,29,1
/root/Desktop/final Project/type of ecrypted/Caesar/Encrypted/Caesar-932-49%.txt,493,287,156,79,1
/root/Desktop/final Project/type of ecrypted/Caesar/Encrypted/Caesar-1067-88%.txt,392,350,221,17,1
/root/Desktop/final Project/type of ecrypted/Caesar/Encrypted/Caesar-989-91%.txt,265,247,157,4,1
/root/Desktop/final Project/type of ecrypted/Caesar/Encrypted/Caesar-981-50%.txt,445,261,145,78,1
/root/Desktop/final Project/type of ecrypted/Caesar/Encrypted/Caesar-1032-49%.txt,247,146,87,33,1
/root/Desktop/final Project/type of ecrypted/Caesar/Encrypted/Caesar-947-98%.txt,359,351,227,4,1
/root/Desktop/final Project/type of ecrypted/Caesar/Encrypted/Caesar-980-93%.txt,288,269,162,8,1
/root/Desktop/final Project/type of ecrypted/Caesar/Encrypted/Caesar-910-31%.txt,178,74,36,36,1
/root/Desktop/final Project/type of ecrypted/Caesar/Encrypted/Caesar-1075-40%.txt,446,236,132,79,1
/root/Desktop/final Project/type of ecrypted/Caesar/Encrypted/Caesar-941-87%.txt,174,158,95,7,1
/root/Desktop/final Project/type of ecrypted/Caesar/Encrypted/Caesar-938-62%.txt,129,91,64,18,1
/root/Desktop/final Project/type of ecrypted/Caesar/Encrypted/Caesar-984-32%.txt,378,173,99,72,1
/root/Desktop/final Project/type of ecrypted/Caesar/Encrypted/Caesar-1027-78%.txt,186,157,107,9,1
/root/Desktop/final Project/type of ecrypted/Caesar/Encrypted/Caesar-1025-88%.txt,340,311,189,10,1
/root/Desktop/final Project/type of ecrypted/Caesar/Encrypted/Caesar-958-74%.txt,63,53,39,4,1
/root/Desktop/final Project/type of ecrypted/Caesar/Encrypted/Caesar-912-74%.txt,151,114,83,13,1
/root/Desktop/final Project/type of ecrypted/Caesar/Encrypted/Caesar-1046-81%.txt,298,248,162,16,1
/root/Desktop/final Project/type of ecrypted/Caesar/Encrypted/Caesar-1065-87%.txt,501,451,278,22,1
/root/Desktop/final Project/type of ecrypted/Caesar/Encrypted/Caesar-922-69%.txt,605,456,268,59,1
/root/Desktop/final Project/type of ecrypted/Caesar/Encrypted/Caesar-1010-79%.txt,177,152,93,12,1
/root/Desktop/final Project/type of ecrypted/Caesar/Encrypted/Caesar-939-98%.txt,400,395,230,2,1
/root/Desktop/final Project/type of ecrypted/Caesar/Encrypted/Caesar-1031-73%.txt,105,82,60,10,1
/root/Desktop/final Project/type of ecrypted/Caesar/Encrypted/Caesar-1044-78%.txt,395,322,187,35,1
/root/Desktop/final Project/type of ecrypted/Caesar/Encrypted/Caesar-1016-99%.txt,272,272,176,0,1
/root/Desktop/final Project/type of ecrypted/Caesar/Encrypted/Caesar-1023-38%.txt,297,165,92,49,1
/root/Desktop/final Project/type of ecrypted/Caesar/Encrypted/Caesar-957-80%.txt,181,143,88,16,1
/root/Desktop/final Project/type of ecrypted/Caesar/Encrypted/Caesar-918-64%.txt,237,159,93,30,1
/root/Desktop/final Project/type of ecrypted/Caesar/Encrypted/Caesar-1080-52%.txt,420,259,153,68,1
/root/Desktop/final Project/type of ecrypted/Caesar/Encrypted/Caesar-1018-69%.txt,373,280,146,36,1
/root/Desktop/final Project/type of ecrypted/Caesar/Encrypted/Caesar-916-89%.txt,520,476,276,18,1
/root/Desktop/final Project/type of ecrypted/Caesar/Encrypted/Caesar-1022-51%.txt,325,200,114,44,1
/root/Desktop/final Project/type of ecrypted/Caesar/Encrypted/Caesar-937-69%.txt,294,218,128,30,1
/root/Desktop/final Project/type of ecrypted/Caesar/Encrypted/Caesar-950-53%.txt,437,285,155,85,1
/root/Desktop/final Project/type of ecrypted/Caesar/Encrypted/Caesar-1042-84%.txt,300,262,161,13,1
/root/Desktop/final Project/type of ecrypted/Caesar/Encrypted/Caesar-985-90%.txt,415,373,232,16,1
/root/Desktop/final Project/type of ecrypted/Caesar/Encrypted/Caesar-1089-33%.txt,297,138,73,64,1
/root/Desktop/final Project/type of ecrypted/Caesar/Encrypted/Caesar-1004-94%.txt,64,58,36,2,1
/root/Desktop/final Project/type of ecrypted/Caesar/Encrypted/Caesar-1076-68%.txt,326,245,137,32,1
/root/Desktop/final Project/type of ecrypted/Caesar/Encrypted/Caesar-1017-47%.txt,458,248,136,82,1
/root/Desktop/final Project/type of ecrypted/Caesar/Encrypted/Caesar-914-87%.txt,215,189,104,9,1
/root/Desktop/final Project/type of ecrypted/Caesar/Encrypted/Caesar-949-38%.txt,91,48,25,15,1
/root/Desktop/final Project/type of ecrypted/Caesar/Encrypted/Caesar-1059-96%.txt,386,375,229,3,1
/root/Desktop/final Project/type of ecrypted/Caesar/Encrypted/Caesar-986-90%.txt,251,233,136,6,1
/root/Desktop/final Project/type of ecrypted/Caesar/Encrypted/Caesar-933-88%.txt,103,90,57,7,1
/root/Desktop/final Project/type of ecrypted/Caesar/Encrypted/Caesar-974-84%.txt,137,120,72,6,1
/root/Desktop/final Project/type of ecrypted/Caesar/Encrypted/Caesar-978-49%.txt,88,69,42,10,1
/root/Desktop/final Project/type of ecrypted/Caesar/Encrypted/Caesar-1052-92%.txt,305,284,184,11,1
/root/Desktop/final Project/type of ecrypted/Caesar/Encrypted/Caesar-1020-36%.txt,333,166,82,57,1
