name of file ,feature 1 , feature 2 , feature 3 , feature 4, result
/root/Desktop/final Project/type of ecrypted/Autokey/Unencrypted/Unencrypted288.txt,378,70,28,133,0
/root/Desktop/final Project/type of ecrypted/Autokey/Unencrypted/Unencrypted330.txt,334,67,25,114,0
/root/Desktop/final Project/type of ecrypted/Autokey/Unencrypted/Unencrypted332.txt,474,91,23,162,0
/root/Desktop/final Project/type of ecrypted/Autokey/Unencrypted/Unencrypted279.txt,233,45,11,75,0
/root/Desktop/final Project/type of ecrypted/Autokey/Unencrypted/Unencrypted229.txt,563,107,33,185,0
/root/Desktop/final Project/type of ecrypted/Autokey/Unencrypted/Unencrypted296.txt,441,86,27,135,0
/root/Desktop/final Project/type of ecrypted/Autokey/Unencrypted/Unencrypted249.txt,79,18,0,25,0
/root/Desktop/final Project/type of ecrypted/Autokey/Unencrypted/Unencrypted325.txt,326,60,13,121,0
/root/Desktop/final Project/type of ecrypted/Autokey/Unencrypted/Unencrypted239.txt,623,132,30,206,0
/root/Desktop/final Project/type of ecrypted/Autokey/Unencrypted/Unencrypted227.txt,223,38,18,69,0
/root/Desktop/final Project/type of ecrypted/Autokey/Unencrypted/Unencrypted307.txt,487,82,32,165,0
/root/Desktop/final Project/type of ecrypted/Autokey/Unencrypted/Unencrypted376.txt,284,68,20,97,0
/root/Desktop/final Project/type of ecrypted/Autokey/Unencrypted/Unencrypted333.txt,334,78,11,108,0
/root/Desktop/final Project/type of ecrypted/Autokey/Unencrypted/Unencrypted358.txt,406,75,17,143,0
/root/Desktop/final Project/type of ecrypted/Autokey/Unencrypted/Unencrypted216.txt,486,82,25,164,0
/root/Desktop/final Project/type of ecrypted/Autokey/Unencrypted/Unencrypted284.txt,150,29,9,44,0
/root/Desktop/final Project/type of ecrypted/Autokey/Unencrypted/Unencrypted316.txt,463,112,26,163,0
/root/Desktop/final Project/type of ecrypted/Autokey/Unencrypted/Unencrypted371.txt,240,51,10,79,0
/root/Desktop/final Project/type of ecrypted/Autokey/Unencrypted/Unencrypted357.txt,453,71,20,182,0
/root/Desktop/final Project/type of ecrypted/Autokey/Unencrypted/Unencrypted305.txt,397,63,30,116,0
/root/Desktop/final Project/type of ecrypted/Autokey/Unencrypted/Unencrypted286.txt,369,77,25,108,0
/root/Desktop/final Project/type of ecrypted/Autokey/Unencrypted/Unencrypted209.txt,566,116,31,202,0
/root/Desktop/final Project/type of ecrypted/Autokey/Unencrypted/Unencrypted246.txt,607,127,33,180,0
/root/Desktop/final Project/type of ecrypted/Autokey/Unencrypted/Unencrypted344.txt,479,81,18,158,0
/root/Desktop/final Project/type of ecrypted/Autokey/Unencrypted/Unencrypted335.txt,497,107,37,165,0
/root/Desktop/final Project/type of ecrypted/Autokey/Unencrypted/Unencrypted194.txt,255,51,15,87,0
/root/Desktop/final Project/type of ecrypted/Autokey/Unencrypted/Unencrypted324.txt,305,53,20,96,0
/root/Desktop/final Project/type of ecrypted/Autokey/Unencrypted/Unencrypted297.txt,538,107,20,175,0
/root/Desktop/final Project/type of ecrypted/Autokey/Unencrypted/Unencrypted302.txt,490,89,37,168,0
/root/Desktop/final Project/type of ecrypted/Autokey/Unencrypted/Unencrypted306.txt,568,94,32,184,0
/root/Desktop/final Project/type of ecrypted/Autokey/Unencrypted/Unencrypted210.txt,142,33,8,41,0
/root/Desktop/final Project/type of ecrypted/Autokey/Unencrypted/Unencrypted328.txt,121,26,10,39,0
/root/Desktop/final Project/type of ecrypted/Autokey/Unencrypted/Unencrypted327.txt,233,47,16,68,0
/root/Desktop/final Project/type of ecrypted/Autokey/Unencrypted/Unencrypted231.txt,377,65,19,113,0
/root/Desktop/final Project/type of ecrypted/Autokey/Unencrypted/Unencrypted337.txt,227,39,14,90,0
/root/Desktop/final Project/type of ecrypted/Autokey/Unencrypted/Unencrypted261.txt,326,49,13,112,0
/root/Desktop/final Project/type of ecrypted/Autokey/Unencrypted/Unencrypted247.txt,585,124,31,178,0
/root/Desktop/final Project/type of ecrypted/Autokey/Unencrypted/Unencrypted202.txt,266,29,17,141,0
/root/Desktop/final Project/type of ecrypted/Autokey/Unencrypted/Unencrypted345.txt,146,23,8,42,0
/root/Desktop/final Project/type of ecrypted/Autokey/Unencrypted/Unencrypted360.txt,102,17,3,33,0
/root/Desktop/final Project/type of ecrypted/Autokey/Unencrypted/Unencrypted277.txt,333,67,11,98,0
/root/Desktop/final Project/type of ecrypted/Autokey/Unencrypted/Unencrypted240.txt,489,100,28,158,0
/root/Desktop/final Project/type of ecrypted/Autokey/Unencrypted/Unencrypted340.txt,464,104,27,158,0
/root/Desktop/final Project/type of ecrypted/Autokey/Unencrypted/Unencrypted303.txt,398,73,35,134,0
/root/Desktop/final Project/type of ecrypted/Autokey/Unencrypted/Unencrypted291.txt,561,112,39,182,0
/root/Desktop/final Project/type of ecrypted/Autokey/Unencrypted/Unencrypted355.txt,186,36,12,62,0
/root/Desktop/final Project/type of ecrypted/Autokey/Unencrypted/Unencrypted271.txt,373,66,21,116,0
/root/Desktop/final Project/type of ecrypted/Autokey/Unencrypted/Unencrypted322.txt,369,54,12,118,0
/root/Desktop/final Project/type of ecrypted/Autokey/Unencrypted/Unencrypted334.txt,427,81,25,156,0
/root/Desktop/final Project/type of ecrypted/Autokey/Unencrypted/Unencrypted365.txt,647,115,33,206,0
/root/Desktop/final Project/type of ecrypted/Autokey/Unencrypted/Unencrypted254.txt,411,78,18,142,0
/root/Desktop/final Project/type of ecrypted/Autokey/Unencrypted/Unencrypted315.txt,355,68,19,117,0
/root/Desktop/final Project/type of ecrypted/Autokey/Unencrypted/Unencrypted368.txt,205,43,11,78,0
/root/Desktop/final Project/type of ecrypted/Autokey/Unencrypted/Unencrypted200.txt,296,55,23,94,0
/root/Desktop/final Project/type of ecrypted/Autokey/Unencrypted/Unencrypted318.txt,344,62,23,110,0
/root/Desktop/final Project/type of ecrypted/Autokey/Unencrypted/Unencrypted233.txt,526,98,20,169,0
/root/Desktop/final Project/type of ecrypted/Autokey/Unencrypted/Unencrypted257.txt,162,30,9,58,0
/root/Desktop/final Project/type of ecrypted/Autokey/Unencrypted/Unencrypted372.txt,549,98,30,174,0
/root/Desktop/final Project/type of ecrypted/Autokey/Unencrypted/Unencrypted304.txt,122,21,10,44,0
/root/Desktop/final Project/type of ecrypted/Autokey/Unencrypted/Unencrypted292.txt,560,109,38,192,0
/root/Desktop/final Project/type of ecrypted/Autokey/Unencrypted/Unencrypted215.txt,56,22,6,16,0
/root/Desktop/final Project/type of ecrypted/Autokey/Unencrypted/Unencrypted211.txt,368,91,14,105,0
/root/Desktop/final Project/type of ecrypted/Autokey/Unencrypted/Unencrypted373.txt,523,107,25,190,0
/root/Desktop/final Project/type of ecrypted/Autokey/Unencrypted/Unencrypted191.txt,489,107,27,169,0
/root/Desktop/final Project/type of ecrypted/Autokey/Unencrypted/Unencrypted282.txt,422,77,20,148,0
/root/Desktop/final Project/type of ecrypted/Autokey/Unencrypted/Unencrypted370.txt,392,77,17,130,0
/root/Desktop/final Project/type of ecrypted/Autokey/Unencrypted/Unencrypted256.txt,306,57,11,114,0
/root/Desktop/final Project/type of ecrypted/Autokey/Unencrypted/Unencrypted264.txt,559,90,39,173,0
/root/Desktop/final Project/type of ecrypted/Autokey/Unencrypted/Unencrypted260.txt,181,34,9,53,0
/root/Desktop/final Project/type of ecrypted/Autokey/Unencrypted/Unencrypted356.txt,586,97,28,212,0
/root/Desktop/final Project/type of ecrypted/Autokey/Unencrypted/Unencrypted242.txt,337,58,22,118,0
/root/Desktop/final Project/type of ecrypted/Autokey/Unencrypted/Unencrypted267.txt,256,55,15,82,0
/root/Desktop/final Project/type of ecrypted/Autokey/Unencrypted/Unencrypted354.txt,583,103,30,207,0
/root/Desktop/final Project/type of ecrypted/Autokey/Unencrypted/Unencrypted349.txt,80,12,6,20,0
/root/Desktop/final Project/type of ecrypted/Autokey/Unencrypted/Unencrypted323.txt,114,19,4,34,0
/root/Desktop/final Project/type of ecrypted/Autokey/Unencrypted/Unencrypted329.txt,454,82,28,159,0
/root/Desktop/final Project/type of ecrypted/Autokey/Unencrypted/Unencrypted339.txt,303,46,16,101,0
/root/Desktop/final Project/type of ecrypted/Autokey/Unencrypted/Unencrypted312.txt,322,69,23,108,0
/root/Desktop/final Project/type of ecrypted/Autokey/Unencrypted/Unencrypted278.txt,454,82,20,152,0
/root/Desktop/final Project/type of ecrypted/Autokey/Unencrypted/Unencrypted258.txt,580,111,25,195,0
/root/Desktop/final Project/type of ecrypted/Autokey/Unencrypted/Unencrypted263.txt,99,33,3,25,0
/root/Desktop/final Project/type of ecrypted/Autokey/Unencrypted/Unencrypted190.txt,351,72,11,122,0
/root/Desktop/final Project/type of ecrypted/Autokey/Unencrypted/Unencrypted245.txt,434,82,20,139,0
/root/Desktop/final Project/type of ecrypted/Autokey/Unencrypted/Unencrypted319.txt,306,56,9,110,0
/root/Desktop/final Project/type of ecrypted/Autokey/Unencrypted/Unencrypted243.txt,325,63,22,93,0
/root/Desktop/final Project/type of ecrypted/Autokey/Unencrypted/Unencrypted192.txt,240,46,14,90,0
/root/Desktop/final Project/type of ecrypted/Autokey/Unencrypted/Unencrypted252.txt,120,20,5,40,0
/root/Desktop/final Project/type of ecrypted/Autokey/Unencrypted/Unencrypted326.txt,388,80,18,120,0
/root/Desktop/final Project/type of ecrypted/Autokey/Unencrypted/Unencrypted361.txt,206,39,10,64,0
/root/Desktop/final Project/type of ecrypted/Autokey/Unencrypted/Unencrypted219.txt,251,51,8,74,0
/root/Desktop/final Project/type of ecrypted/Autokey/Unencrypted/Unencrypted259.txt,90,16,9,31,0
/root/Desktop/final Project/type of ecrypted/Autokey/Unencrypted/Unencrypted313.txt,78,15,7,26,0
/root/Desktop/final Project/type of ecrypted/Autokey/Unencrypted/Unencrypted281.txt,310,55,12,95,0
/root/Desktop/final Project/type of ecrypted/Autokey/Unencrypted/Unencrypted346.txt,160,23,5,53,0
/root/Desktop/final Project/type of ecrypted/Autokey/Unencrypted/Unencrypted341.txt,497,86,29,156,0
/root/Desktop/final Project/type of ecrypted/Autokey/Unencrypted/Unencrypted273.txt,546,96,36,164,0
/root/Desktop/final Project/type of ecrypted/Autokey/Unencrypted/Unencrypted375.txt,432,94,28,142,0
/root/Desktop/final Project/type of ecrypted/Autokey/Unencrypted/Unencrypted310.txt,119,24,7,42,0
/root/Desktop/final Project/type of ecrypted/Autokey/Unencrypted/Unencrypted320.txt,301,50,15,115,0
/root/Desktop/final Project/type of ecrypted/Autokey/Unencrypted/Unencrypted353.txt,591,108,29,203,0
/root/Desktop/final Project/type of ecrypted/Autokey/Unencrypted/Unencrypted347.txt,192,32,12,64,0
/root/Desktop/final Project/type of ecrypted/Autokey/Unencrypted/Unencrypted232.txt,424,87,25,130,0
/root/Desktop/final Project/type of ecrypted/Autokey/Unencrypted/Unencrypted269.txt,249,46,12,83,0
/root/Desktop/final Project/type of ecrypted/Autokey/Unencrypted/Unencrypted276.txt,500,93,32,157,0
/root/Desktop/final Project/type of ecrypted/Autokey/Unencrypted/Unencrypted300.txt,402,77,22,123,0
/root/Desktop/final Project/type of ecrypted/Autokey/Unencrypted/Unencrypted201.txt,38,16,6,8,0
/root/Desktop/final Project/type of ecrypted/Autokey/Unencrypted/Unencrypted293.txt,555,105,32,206,0
/root/Desktop/final Project/type of ecrypted/Autokey/Unencrypted/Unencrypted222.txt,419,80,20,143,0
/root/Desktop/final Project/type of ecrypted/Autokey/Unencrypted/Unencrypted363.txt,267,44,15,84,0
/root/Desktop/final Project/type of ecrypted/Autokey/Unencrypted/Unencrypted205.txt,233,47,12,72,0
/root/Desktop/final Project/type of ecrypted/Autokey/Unencrypted/Unencrypted225.txt,316,60,21,96,0
/root/Desktop/final Project/type of ecrypted/Autokey/Unencrypted/Unencrypted321.txt,228,36,12,78,0
/root/Desktop/final Project/type of ecrypted/Autokey/Unencrypted/Unencrypted367.txt,105,17,6,40,0
/root/Desktop/final Project/type of ecrypted/Autokey/Unencrypted/Unencrypted224.txt,118,22,6,47,0
/root/Desktop/final Project/type of ecrypted/Autokey/Unencrypted/Unencrypted206.txt,132,24,6,46,0
/root/Desktop/final Project/type of ecrypted/Autokey/Unencrypted/Unencrypted235.txt,80,14,2,19,0
/root/Desktop/final Project/type of ecrypted/Autokey/Unencrypted/Unencrypted236.txt,444,79,21,142,0
/root/Desktop/final Project/type of ecrypted/Autokey/Unencrypted/Unencrypted290.txt,367,72,22,127,0
/root/Desktop/final Project/type of ecrypted/Autokey/Unencrypted/Unencrypted251.txt,265,42,18,85,0
/root/Desktop/final Project/type of ecrypted/Autokey/Unencrypted/Unencrypted223.txt,175,30,15,55,0
/root/Desktop/final Project/type of ecrypted/Autokey/Unencrypted/Unencrypted298.txt,636,118,32,201,0
/root/Desktop/final Project/type of ecrypted/Autokey/Unencrypted/Unencrypted299.txt,412,84,17,113,0
/root/Desktop/final Project/type of ecrypted/Autokey/Unencrypted/Unencrypted214.txt,130,24,3,45,0
/root/Desktop/final Project/type of ecrypted/Autokey/Unencrypted/Unencrypted241.txt,571,111,22,188,0
/root/Desktop/final Project/type of ecrypted/Autokey/Unencrypted/Unencrypted289.txt,73,15,6,21,0
/root/Desktop/final Project/type of ecrypted/Autokey/Unencrypted/Unencrypted364.txt,540,95,37,184,0
/root/Desktop/final Project/type of ecrypted/Autokey/Unencrypted/Unencrypted309.txt,563,126,28,177,0
/root/Desktop/final Project/type of ecrypted/Autokey/Unencrypted/Unencrypted351.txt,278,42,14,88,0
/root/Desktop/final Project/type of ecrypted/Autokey/Unencrypted/Unencrypted285.txt,405,75,17,129,0
/root/Desktop/final Project/type of ecrypted/Autokey/Unencrypted/Unencrypted266.txt,511,92,20,161,0
/root/Desktop/final Project/type of ecrypted/Autokey/Unencrypted/Unencrypted295.txt,181,37,14,46,0
/root/Desktop/final Project/type of ecrypted/Autokey/Unencrypted/Unencrypted198.txt,546,87,36,169,0
/root/Desktop/final Project/type of ecrypted/Autokey/Unencrypted/Unencrypted287.txt,118,25,12,35,0
/root/Desktop/final Project/type of ecrypted/Autokey/Unencrypted/Unencrypted268.txt,443,78,18,140,0
/root/Desktop/final Project/type of ecrypted/Autokey/Unencrypted/Unencrypted350.txt,470,92,27,162,0
/root/Desktop/final Project/type of ecrypted/Autokey/Unencrypted/Unencrypted212.txt,283,66,14,92,0
/root/Desktop/final Project/type of ecrypted/Autokey/Unencrypted/Unencrypted255.txt,344,63,22,110,0
/root/Desktop/final Project/type of ecrypted/Autokey/Unencrypted/Unencrypted283.txt,378,68,11,115,0
/root/Desktop/final Project/type of ecrypted/Autokey/Unencrypted/Unencrypted189.txt,477,90,25,160,0
/root/Desktop/final Project/type of ecrypted/Autokey/Unencrypted/Unencrypted352.txt,107,17,2,36,0
/root/Desktop/final Project/type of ecrypted/Autokey/Unencrypted/Unencrypted250.txt,108,17,4,32,0
/root/Desktop/final Project/type of ecrypted/Autokey/Encrypted/Autokey-162-39%.txt,48,13,6,17,1
/root/Desktop/final Project/type of ecrypted/Autokey/Encrypted/Autokey-43-64%.txt,135,46,29,38,1
/root/Desktop/final Project/type of ecrypted/Autokey/Encrypted/Autokey-76-57%.txt,230,75,46,62,1
/root/Desktop/final Project/type of ecrypted/Autokey/Encrypted/Autokey-171-57%.txt,90,32,24,24,1
/root/Desktop/final Project/type of ecrypted/Autokey/Encrypted/Autokey-125-71%.txt,174,68,56,42,1
/root/Desktop/final Project/type of ecrypted/Autokey/Encrypted/Autokey-33-32%.txt,132,29,13,40,1
/root/Desktop/final Project/type of ecrypted/Autokey/Encrypted/Autokey-116-38%.txt,113,27,10,34,1
/root/Desktop/final Project/type of ecrypted/Autokey/Encrypted/Autokey-148-94%.txt,53,38,36,7,1
/root/Desktop/final Project/type of ecrypted/Autokey/Encrypted/Autokey-9-90%.txt,36,23,22,5,1
/root/Desktop/final Project/type of ecrypted/Autokey/Encrypted/Autokey-168-54%.txt,327,90,60,81,1
/root/Desktop/final Project/type of ecrypted/Autokey/Encrypted/Autokey-85-63%.txt,73,29,17,16,1
/root/Desktop/final Project/type of ecrypted/Autokey/Encrypted/Autokey-138-62%.txt,107,38,26,28,1
/root/Desktop/final Project/type of ecrypted/Autokey/Encrypted/Autokey-98-42%.txt,170,46,24,44,1
/root/Desktop/final Project/type of ecrypted/Autokey/Encrypted/Autokey-32-67%.txt,174,58,49,42,1
/root/Desktop/final Project/type of ecrypted/Autokey/Encrypted/Autokey-8-32%.txt,115,28,12,36,1
/root/Desktop/final Project/type of ecrypted/Autokey/Encrypted/Autokey-139-77%.txt,146,72,50,33,1
/root/Desktop/final Project/type of ecrypted/Autokey/Encrypted/Autokey-61-86%.txt,109,58,56,24,1
/root/Desktop/final Project/type of ecrypted/Autokey/Encrypted/Autokey-99-79%.txt,56,24,20,15,1
/root/Desktop/final Project/type of ecrypted/Autokey/Encrypted/Autokey-66-31%.txt,254,57,30,83,1
/root/Desktop/final Project/type of ecrypted/Autokey/Encrypted/Autokey-65-68%.txt,74,26,19,14,1
/root/Desktop/final Project/type of ecrypted/Autokey/Encrypted/Autokey-134-45%.txt,190,49,30,53,1
/root/Desktop/final Project/type of ecrypted/Autokey/Encrypted/Autokey-64-92%.txt,63,43,39,5,1
/root/Desktop/final Project/type of ecrypted/Autokey/Encrypted/Autokey-121-92%.txt,84,59,57,6,1
/root/Desktop/final Project/type of ecrypted/Autokey/Encrypted/Autokey-107-44%.txt,222,61,33,70,1
/root/Desktop/final Project/type of ecrypted/Autokey/Encrypted/Autokey-133-47%.txt,193,50,31,59,1
/root/Desktop/final Project/type of ecrypted/Autokey/Encrypted/Autokey-112-91%.txt,74,50,43,9,1
/root/Desktop/final Project/type of ecrypted/Autokey/Encrypted/Autokey-39-46%.txt,258,76,42,71,1
/root/Desktop/final Project/type of ecrypted/Autokey/Encrypted/Autokey-100-95%.txt,59,50,48,5,1
/root/Desktop/final Project/type of ecrypted/Autokey/Encrypted/Autokey-119-37%.txt,125,32,15,39,1
/root/Desktop/final Project/type of ecrypted/Autokey/Encrypted/Autokey-128-45%.txt,146,32,20,49,1
/root/Desktop/final Project/type of ecrypted/Autokey/Encrypted/Autokey-77-41%.txt,76,15,9,31,1
/root/Desktop/final Project/type of ecrypted/Autokey/Encrypted/Autokey-48-78%.txt,120,51,42,30,1
/root/Desktop/final Project/type of ecrypted/Autokey/Encrypted/Autokey-178-30%.txt,434,113,42,137,1
/root/Desktop/final Project/type of ecrypted/Autokey/Encrypted/Autokey-46-51%.txt,203,53,34,58,1
/root/Desktop/final Project/type of ecrypted/Autokey/Encrypted/Autokey-180-88%.txt,74,46,41,14,1
/root/Desktop/final Project/type of ecrypted/Autokey/Encrypted/Autokey-104-71%.txt,19,14,12,3,1
/root/Desktop/final Project/type of ecrypted/Autokey/Encrypted/Autokey-165-51%.txt,350,95,47,137,1
/root/Desktop/final Project/type of ecrypted/Autokey/Encrypted/Autokey-179-44%.txt,193,46,27,56,1
/root/Desktop/final Project/type of ecrypted/Autokey/Encrypted/Autokey-146-71%.txt,86,33,26,17,1
/root/Desktop/final Project/type of ecrypted/Autokey/Encrypted/Autokey-182-75%.txt,54,26,25,10,1
/root/Desktop/final Project/type of ecrypted/Autokey/Encrypted/Autokey-109-40%.txt,166,39,17,49,1
/root/Desktop/final Project/type of ecrypted/Autokey/Encrypted/Autokey-113-61%.txt,134,42,24,43,1
/root/Desktop/final Project/type of ecrypted/Autokey/Encrypted/Autokey-158-82%.txt,171,89,70,28,1
/root/Desktop/final Project/type of ecrypted/Autokey/Encrypted/Autokey-176-60%.txt,248,72,57,70,1
/root/Desktop/final Project/type of ecrypted/Autokey/Encrypted/Autokey-101-43%.txt,112,27,15,33,1
/root/Desktop/final Project/type of ecrypted/Autokey/Encrypted/Autokey-89-47%.txt,42,13,6,9,1
/root/Desktop/final Project/type of ecrypted/Autokey/Encrypted/Autokey-172-61%.txt,128,37,29,33,1
/root/Desktop/final Project/type of ecrypted/Autokey/Encrypted/Autokey-173-61%.txt,163,53,38,48,1
/root/Desktop/final Project/type of ecrypted/Autokey/Encrypted/Autokey-144-42%.txt,272,75,35,89,1
/root/Desktop/final Project/type of ecrypted/Autokey/Encrypted/Autokey-70-46%.txt,158,44,29,46,1
/root/Desktop/final Project/type of ecrypted/Autokey/Encrypted/Autokey-13-60%.txt,131,46,39,31,1
/root/Desktop/final Project/type of ecrypted/Autokey/Encrypted/Autokey-167-41%.txt,265,52,31,83,1
/root/Desktop/final Project/type of ecrypted/Autokey/Encrypted/Autokey-122-75%.txt,35,13,10,9,1
/root/Desktop/final Project/type of ecrypted/Autokey/Encrypted/Autokey-96-38%.txt,72,19,14,23,1
/root/Desktop/final Project/type of ecrypted/Autokey/Encrypted/Autokey-58-83%.txt,51,25,21,9,1
/root/Desktop/final Project/type of ecrypted/Autokey/Encrypted/Autokey-132-70%.txt,175,59,40,49,1
/root/Desktop/final Project/type of ecrypted/Autokey/Encrypted/Autokey-21-65%.txt,147,47,30,39,1
/root/Desktop/final Project/type of ecrypted/Autokey/Encrypted/Autokey-93-94%.txt,77,55,51,8,1
/root/Desktop/final Project/type of ecrypted/Autokey/Encrypted/Autokey-7-96%.txt,53,41,37,6,1
/root/Desktop/final Project/type of ecrypted/Autokey/Encrypted/Autokey-59-67%.txt,104,32,20,33,1
/root/Desktop/final Project/type of ecrypted/Autokey/Encrypted/Autokey-6-38%.txt,276,64,34,74,1
/root/Desktop/final Project/type of ecrypted/Autokey/Encrypted/Autokey-159-71%.txt,113,48,35,20,1
/root/Desktop/final Project/type of ecrypted/Autokey/Encrypted/Autokey-186-86%.txt,25,13,10,4,1
/root/Desktop/final Project/type of ecrypted/Autokey/Encrypted/Autokey-151-92%.txt,57,40,34,9,1
/root/Desktop/final Project/type of ecrypted/Autokey/Encrypted/Autokey-154-98%.txt,11,11,11,0,1
/root/Desktop/final Project/type of ecrypted/Autokey/Encrypted/Autokey-153-58%.txt,239,81,49,53,1
/root/Desktop/final Project/type of ecrypted/Autokey/Encrypted/Autokey-102-85%.txt,120,65,57,14,1
/root/Desktop/final Project/type of ecrypted/Autokey/Encrypted/Autokey-53-30%.txt,57,14,3,17,1
/root/Desktop/final Project/type of ecrypted/Autokey/Encrypted/Autokey-110-46%.txt,51,15,7,17,1
/root/Desktop/final Project/type of ecrypted/Autokey/Encrypted/Autokey-106-83%.txt,97,55,42,17,1
/root/Desktop/final Project/type of ecrypted/Autokey/Encrypted/Autokey-175-50%.txt,181,46,33,63,1
/root/Desktop/final Project/type of ecrypted/Autokey/Encrypted/Autokey-105-44%.txt,194,54,30,54,1
/root/Desktop/final Project/type of ecrypted/Autokey/Encrypted/Autokey-67-88%.txt,86,50,44,10,1
