name of file ,feature 1 , feature 2 , feature 3 , feature 4, result
/root/Desktop/final Project/type of ecrypted/Atbash/Unencrypted/Unencrypted100.txt,467,88,17,163,0
/root/Desktop/final Project/type of ecrypted/Atbash/Unencrypted/Unencrypted21.txt,514,89,30,176,0
/root/Desktop/final Project/type of ecrypted/Atbash/Unencrypted/Unencrypted121.txt,283,62,14,91,0
/root/Desktop/final Project/type of ecrypted/Atbash/Unencrypted/Unencrypted107.txt,494,96,16,139,0
/root/Desktop/final Project/type of ecrypted/Atbash/Unencrypted/Unencrypted41.txt,153,31,5,46,0
/root/Desktop/final Project/type of ecrypted/Atbash/Unencrypted/Unencrypted114.txt,523,88,33,178,0
/root/Desktop/final Project/type of ecrypted/Atbash/Unencrypted/Unencrypted188.txt,215,40,16,78,0
/root/Desktop/final Project/type of ecrypted/Atbash/Unencrypted/Unencrypted48.txt,398,87,24,113,0
/root/Desktop/final Project/type of ecrypted/Atbash/Unencrypted/Unencrypted147.txt,568,98,43,204,0
/root/Desktop/final Project/type of ecrypted/Atbash/Unencrypted/Unencrypted2.txt,554,97,36,224,0
/root/Desktop/final Project/type of ecrypted/Atbash/Unencrypted/Unencrypted168.txt,346,60,15,138,0
/root/Desktop/final Project/type of ecrypted/Atbash/Unencrypted/Unencrypted53.txt,313,62,9,102,0
/root/Desktop/final Project/type of ecrypted/Atbash/Unencrypted/Unencrypted38.txt,156,32,4,51,0
/root/Desktop/final Project/type of ecrypted/Atbash/Unencrypted/Unencrypted112.txt,458,74,26,147,0
/root/Desktop/final Project/type of ecrypted/Atbash/Unencrypted/Unencrypted37.txt,138,27,7,36,0
/root/Desktop/final Project/type of ecrypted/Atbash/Unencrypted/Unencrypted61.txt,238,44,12,76,0
/root/Desktop/final Project/type of ecrypted/Atbash/Unencrypted/Unencrypted164.txt,579,103,30,204,0
/root/Desktop/final Project/type of ecrypted/Atbash/Unencrypted/Unencrypted12.txt,175,31,11,51,0
/root/Desktop/final Project/type of ecrypted/Atbash/Unencrypted/Unencrypted57.txt,539,102,31,175,0
/root/Desktop/final Project/type of ecrypted/Atbash/Unencrypted/Unencrypted180.txt,623,133,45,208,0
/root/Desktop/final Project/type of ecrypted/Atbash/Unencrypted/Unencrypted62.txt,272,45,7,91,0
/root/Desktop/final Project/type of ecrypted/Atbash/Unencrypted/Unencrypted10.txt,133,30,9,46,0
/root/Desktop/final Project/type of ecrypted/Atbash/Unencrypted/Unencrypted54.txt,175,29,12,54,0
/root/Desktop/final Project/type of ecrypted/Atbash/Unencrypted/Unencrypted135.txt,271,47,16,94,0
/root/Desktop/final Project/type of ecrypted/Atbash/Unencrypted/Unencrypted103.txt,505,101,22,167,0
/root/Desktop/final Project/type of ecrypted/Atbash/Unencrypted/Unencrypted156.txt,102,16,8,31,0
/root/Desktop/final Project/type of ecrypted/Atbash/Unencrypted/Unencrypted108.txt,387,74,21,119,0
/root/Desktop/final Project/type of ecrypted/Atbash/Unencrypted/Unencrypted75.txt,173,34,6,46,0
/root/Desktop/final Project/type of ecrypted/Atbash/Unencrypted/Unencrypted47.txt,546,112,24,164,0
/root/Desktop/final Project/type of ecrypted/Atbash/Unencrypted/Unencrypted110.txt,558,100,50,185,0
/root/Desktop/final Project/type of ecrypted/Atbash/Unencrypted/Unencrypted105.txt,186,32,8,63,0
/root/Desktop/final Project/type of ecrypted/Atbash/Unencrypted/Unencrypted125.txt,112,27,6,33,0
/root/Desktop/final Project/type of ecrypted/Atbash/Unencrypted/Unencrypted20.txt,100,21,5,34,0
/root/Desktop/final Project/type of ecrypted/Atbash/Unencrypted/Unencrypted129.txt,604,106,25,234,0
/root/Desktop/final Project/type of ecrypted/Atbash/Unencrypted/Unencrypted19.txt,434,76,28,152,0
/root/Desktop/final Project/type of ecrypted/Atbash/Unencrypted/Unencrypted70.txt,160,29,4,59,0
/root/Desktop/final Project/type of ecrypted/Atbash/Unencrypted/Unencrypted99.txt,444,87,27,165,0
/root/Desktop/final Project/type of ecrypted/Atbash/Unencrypted/Unencrypted159.txt,163,27,8,56,0
/root/Desktop/final Project/type of ecrypted/Atbash/Unencrypted/Unencrypted96.txt,496,103,26,164,0
/root/Desktop/final Project/type of ecrypted/Atbash/Unencrypted/Unencrypted140.txt,587,127,26,192,0
/root/Desktop/final Project/type of ecrypted/Atbash/Unencrypted/Unencrypted146.txt,93,17,8,29,0
/root/Desktop/final Project/type of ecrypted/Atbash/Unencrypted/Unencrypted177.txt,133,22,6,42,0
/root/Desktop/final Project/type of ecrypted/Atbash/Unencrypted/Unencrypted40.txt,601,136,38,207,0
/root/Desktop/final Project/type of ecrypted/Atbash/Unencrypted/Unencrypted124.txt,373,97,21,133,0
/root/Desktop/final Project/type of ecrypted/Atbash/Unencrypted/Unencrypted49.txt,262,59,12,75,0
/root/Desktop/final Project/type of ecrypted/Atbash/Unencrypted/Unencrypted186.txt,284,62,20,98,0
/root/Desktop/final Project/type of ecrypted/Atbash/Unencrypted/Unencrypted133.txt,177,36,14,52,0
/root/Desktop/final Project/type of ecrypted/Atbash/Unencrypted/Unencrypted182.txt,288,63,14,92,0
/root/Desktop/final Project/type of ecrypted/Atbash/Unencrypted/Unencrypted36.txt,106,19,6,32,0
/root/Desktop/final Project/type of ecrypted/Atbash/Unencrypted/Unencrypted94.txt,501,94,39,172,0
/root/Desktop/final Project/type of ecrypted/Atbash/Unencrypted/Unencrypted170.txt,367,72,16,137,0
/root/Desktop/final Project/type of ecrypted/Atbash/Unencrypted/Unencrypted24.txt,344,67,24,107,0
/root/Desktop/final Project/type of ecrypted/Atbash/Unencrypted/Unencrypted67.txt,272,50,9,101,0
/root/Desktop/final Project/type of ecrypted/Atbash/Unencrypted/Unencrypted76.txt,600,113,31,187,0
/root/Desktop/final Project/type of ecrypted/Atbash/Unencrypted/Unencrypted58.txt,224,39,8,89,0
/root/Desktop/final Project/type of ecrypted/Atbash/Unencrypted/Unencrypted119.txt,87,13,5,37,0
/root/Desktop/final Project/type of ecrypted/Atbash/Unencrypted/Unencrypted1.txt,231,41,20,106,0
/root/Desktop/final Project/type of ecrypted/Atbash/Unencrypted/Unencrypted77.txt,377,68,31,109,0
/root/Desktop/final Project/type of ecrypted/Atbash/Unencrypted/Unencrypted152.txt,299,59,16,100,0
/root/Desktop/final Project/type of ecrypted/Atbash/Unencrypted/Unencrypted181.txt,259,51,11,89,0
/root/Desktop/final Project/type of ecrypted/Atbash/Unencrypted/Unencrypted91.txt,247,48,13,66,0
/root/Desktop/final Project/type of ecrypted/Atbash/Unencrypted/Unencrypted172.txt,532,102,28,167,0
/root/Desktop/final Project/type of ecrypted/Atbash/Unencrypted/Unencrypted15.txt,365,68,20,115,0
/root/Desktop/final Project/type of ecrypted/Atbash/Unencrypted/Unencrypted104.txt,171,31,7,51,0
/root/Desktop/final Project/type of ecrypted/Atbash/Unencrypted/Unencrypted3.txt,596,110,31,186,0
/root/Desktop/final Project/type of ecrypted/Atbash/Unencrypted/Unencrypted154.txt,606,89,26,184,0
/root/Desktop/final Project/type of ecrypted/Atbash/Unencrypted/Unencrypted33.txt,399,80,17,130,0
/root/Desktop/final Project/type of ecrypted/Atbash/Unencrypted/Unencrypted132.txt,590,117,30,192,0
/root/Desktop/final Project/type of ecrypted/Atbash/Unencrypted/Unencrypted102.txt,257,51,14,85,0
/root/Desktop/final Project/type of ecrypted/Atbash/Unencrypted/Unencrypted66.txt,67,12,3,24,0
/root/Desktop/final Project/type of ecrypted/Atbash/Unencrypted/Unencrypted115.txt,76,19,7,29,0
/root/Desktop/final Project/type of ecrypted/Atbash/Unencrypted/Unencrypted138.txt,332,54,18,119,0
/root/Desktop/final Project/type of ecrypted/Atbash/Unencrypted/Unencrypted88.txt,251,42,9,89,0
/root/Desktop/final Project/type of ecrypted/Atbash/Unencrypted/Unencrypted139.txt,530,95,29,183,0
/root/Desktop/final Project/type of ecrypted/Atbash/Unencrypted/Unencrypted128.txt,133,21,6,36,0
/root/Desktop/final Project/type of ecrypted/Atbash/Unencrypted/Unencrypted130.txt,410,59,15,130,0
/root/Desktop/final Project/type of ecrypted/Atbash/Unencrypted/Unencrypted44.txt,539,96,34,185,0
/root/Desktop/final Project/type of ecrypted/Atbash/Unencrypted/Unencrypted111.txt,458,75,39,142,0
/root/Desktop/final Project/type of ecrypted/Atbash/Unencrypted/Unencrypted84.txt,103,17,4,30,0
/root/Desktop/final Project/type of ecrypted/Atbash/Unencrypted/Unencrypted56.txt,300,57,14,97,0
/root/Desktop/final Project/type of ecrypted/Atbash/Unencrypted/Unencrypted51.txt,80,17,4,30,0
/root/Desktop/final Project/type of ecrypted/Atbash/Unencrypted/Unencrypted171.txt,243,39,14,96,0
/root/Desktop/final Project/type of ecrypted/Atbash/Unencrypted/Unencrypted30.txt,220,42,10,56,0
/root/Desktop/final Project/type of ecrypted/Atbash/Unencrypted/Unencrypted95.txt,326,64,21,117,0
/root/Desktop/final Project/type of ecrypted/Atbash/Unencrypted/Unencrypted17.txt,350,71,11,110,0
/root/Desktop/final Project/type of ecrypted/Atbash/Unencrypted/Unencrypted120.txt,587,114,40,204,0
/root/Desktop/final Project/type of ecrypted/Atbash/Unencrypted/Unencrypted160.txt,114,16,5,38,0
/root/Desktop/final Project/type of ecrypted/Atbash/Unencrypted/Unencrypted187.txt,487,105,26,165,0
/root/Desktop/final Project/type of ecrypted/Atbash/Unencrypted/Unencrypted73.txt,554,100,21,180,0
/root/Desktop/final Project/type of ecrypted/Atbash/Unencrypted/Unencrypted101.txt,412,83,26,117,0
/root/Desktop/final Project/type of ecrypted/Atbash/Unencrypted/Unencrypted65.txt,261,39,17,84,0
/root/Desktop/final Project/type of ecrypted/Atbash/Unencrypted/Unencrypted145.txt,588,97,27,231,0
/root/Desktop/final Project/type of ecrypted/Atbash/Unencrypted/Unencrypted55.txt,383,59,18,125,0
/root/Desktop/final Project/type of ecrypted/Atbash/Unencrypted/Unencrypted126.txt,71,14,4,25,0
/root/Desktop/final Project/type of ecrypted/Atbash/Unencrypted/Unencrypted134.txt,172,36,17,59,0
/root/Desktop/final Project/type of ecrypted/Atbash/Unencrypted/Unencrypted5.txt,555,101,29,190,0
/root/Desktop/final Project/type of ecrypted/Atbash/Unencrypted/Unencrypted82.txt,493,100,21,152,0
/root/Desktop/final Project/type of ecrypted/Atbash/Unencrypted/Unencrypted85.txt,278,60,14,97,0
/root/Desktop/final Project/type of ecrypted/Atbash/Unencrypted/Unencrypted39.txt,137,23,8,44,0
/root/Desktop/final Project/type of ecrypted/Atbash/Unencrypted/Unencrypted151.txt,161,27,9,49,0
/root/Desktop/final Project/type of ecrypted/Atbash/Unencrypted/Unencrypted179.txt,446,90,28,160,0
/root/Desktop/final Project/type of ecrypted/Atbash/Unencrypted/Unencrypted86.txt,310,47,10,112,0
/root/Desktop/final Project/type of ecrypted/Atbash/Unencrypted/Unencrypted93.txt,226,44,19,68,0
/root/Desktop/final Project/type of ecrypted/Atbash/Unencrypted/Unencrypted79.txt,653,118,23,210,0
/root/Desktop/final Project/type of ecrypted/Atbash/Unencrypted/Unencrypted46.txt,622,118,31,208,0
/root/Desktop/final Project/type of ecrypted/Atbash/Unencrypted/Unencrypted63.txt,327,57,13,92,0
/root/Desktop/final Project/type of ecrypted/Atbash/Unencrypted/Unencrypted161.txt,63,13,4,19,0
/root/Desktop/final Project/type of ecrypted/Atbash/Unencrypted/Unencrypted87.txt,478,85,24,144,0
/root/Desktop/final Project/type of ecrypted/Atbash/Unencrypted/Unencrypted143.txt,92,22,5,30,0
/root/Desktop/final Project/type of ecrypted/Atbash/Unencrypted/Unencrypted116.txt,290,61,15,103,0
/root/Desktop/final Project/type of ecrypted/Atbash/Unencrypted/Unencrypted137.txt,144,23,10,46,0
/root/Desktop/final Project/type of ecrypted/Atbash/Unencrypted/Unencrypted136.txt,344,71,27,120,0
/root/Desktop/final Project/type of ecrypted/Atbash/Unencrypted/Unencrypted14.txt,386,73,13,122,0
/root/Desktop/final Project/type of ecrypted/Atbash/Unencrypted/Unencrypted97.txt,621,120,48,206,0
/root/Desktop/final Project/type of ecrypted/Atbash/Unencrypted/Unencrypted11.txt,287,67,6,98,0
/root/Desktop/final Project/type of ecrypted/Atbash/Unencrypted/Unencrypted4.txt,528,98,29,168,0
/root/Desktop/final Project/type of ecrypted/Atbash/Unencrypted/Unencrypted98.txt,102,18,4,35,0
/root/Desktop/final Project/type of ecrypted/Atbash/Unencrypted/Unencrypted123.txt,308,65,22,94,0
/root/Desktop/final Project/type of ecrypted/Atbash/Unencrypted/Unencrypted68.txt,258,38,6,99,0
/root/Desktop/final Project/type of ecrypted/Atbash/Unencrypted/Unencrypted23.txt,331,61,21,100,0
/root/Desktop/final Project/type of ecrypted/Atbash/Unencrypted/Unencrypted117.txt,151,37,5,51,0
/root/Desktop/final Project/type of ecrypted/Atbash/Unencrypted/Unencrypted32.txt,621,119,35,188,0
/root/Desktop/final Project/type of ecrypted/Atbash/Unencrypted/Unencrypted45.txt,518,88,23,160,0
/root/Desktop/final Project/type of ecrypted/Atbash/Unencrypted/Unencrypted166.txt,67,13,4,21,0
/root/Desktop/final Project/type of ecrypted/Atbash/Unencrypted/Unencrypted13.txt,594,116,32,192,0
/root/Desktop/final Project/type of ecrypted/Atbash/Unencrypted/Unencrypted109.txt,482,88,29,157,0
/root/Desktop/final Project/type of ecrypted/Atbash/Unencrypted/Unencrypted118.txt,486,103,27,148,0
/root/Desktop/final Project/type of ecrypted/Atbash/Unencrypted/Unencrypted27.txt,96,16,4,31,0
/root/Desktop/final Project/type of ecrypted/Atbash/Unencrypted/Unencrypted113.txt,188,33,11,56,0
/root/Desktop/final Project/type of ecrypted/Atbash/Unencrypted/Unencrypted158.txt,206,40,11,65,0
/root/Desktop/final Project/type of ecrypted/Atbash/Unencrypted/Unencrypted131.txt,627,109,28,203,0
/root/Desktop/final Project/type of ecrypted/Atbash/Unencrypted/Unencrypted26.txt,201,39,9,68,0
/root/Desktop/final Project/type of ecrypted/Atbash/Unencrypted/Unencrypted148.txt,79,15,5,20,0
/root/Desktop/final Project/type of ecrypted/Atbash/Unencrypted/Unencrypted35.txt,583,102,24,186,0
/root/Desktop/final Project/type of ecrypted/Atbash/Unencrypted/Unencrypted78.txt,469,78,18,153,0
/root/Desktop/final Project/type of ecrypted/Atbash/Unencrypted/Unencrypted71.txt,241,46,14,69,0
/root/Desktop/final Project/type of ecrypted/Atbash/Unencrypted/Unencrypted155.txt,525,90,20,173,0
/root/Desktop/final Project/type of ecrypted/Atbash/Unencrypted/Unencrypted60.txt,339,60,22,106,0
/root/Desktop/final Project/type of ecrypted/Atbash/Unencrypted/Unencrypted50.txt,142,22,12,52,0
/root/Desktop/final Project/type of ecrypted/Atbash/Unencrypted/Unencrypted18.txt,580,108,29,197,0
/root/Desktop/final Project/type of ecrypted/Atbash/Unencrypted/Unencrypted173.txt,498,87,25,169,0
/root/Desktop/final Project/type of ecrypted/Atbash/Unencrypted/Unencrypted167.txt,439,74,21,159,0
/root/Desktop/final Project/type of ecrypted/Atbash/Unencrypted/Unencrypted59.txt,514,100,22,180,0
/root/Desktop/final Project/type of ecrypted/Atbash/Unencrypted/Unencrypted142.txt,307,66,21,103,0
/root/Desktop/final Project/type of ecrypted/Atbash/Unencrypted/Unencrypted80.txt,178,33,9,53,0
/root/Desktop/final Project/type of ecrypted/Atbash/Unencrypted/Unencrypted141.txt,309,54,17,110,0
/root/Desktop/final Project/type of ecrypted/Atbash/Unencrypted/Unencrypted72.txt,182,39,13,58,0
/root/Desktop/final Project/type of ecrypted/Atbash/Unencrypted/Unencrypted175.txt,69,9,4,25,0
/root/Desktop/final Project/type of ecrypted/Atbash/Unencrypted/Unencrypted169.txt,471,74,21,172,0
/root/Desktop/final Project/type of ecrypted/Atbash/Unencrypted/Unencrypted8.txt,164,48,7,52,0
/root/Desktop/final Project/type of ecrypted/Atbash/Unencrypted/Unencrypted162.txt,401,70,16,139,0
/root/Desktop/final Project/type of ecrypted/Atbash/Unencrypted/Unencrypted42.txt,264,53,10,80,0
/root/Desktop/final Project/type of ecrypted/Atbash/Unencrypted/Unencrypted28.txt,550,106,35,175,0
/root/Desktop/final Project/type of ecrypted/Atbash/Unencrypted/Unencrypted150.txt,316,67,26,93,0
/root/Desktop/final Project/type of ecrypted/Atbash/Unencrypted/Unencrypted184.txt,315,63,15,115,0
/root/Desktop/final Project/type of ecrypted/Atbash/Unencrypted/Unencrypted183.txt,559,101,31,179,0
/root/Desktop/final Project/type of ecrypted/Atbash/Unencrypted/Unencrypted122.txt,594,112,33,200,0
/root/Desktop/final Project/type of ecrypted/Atbash/Unencrypted/Unencrypted69.txt,159,25,8,49,0
/root/Desktop/final Project/type of ecrypted/Atbash/Unencrypted/Unencrypted43.txt,287,52,15,96,0
/root/Desktop/final Project/type of ecrypted/Atbash/Unencrypted/Unencrypted163.txt,300,56,17,101,0
/root/Desktop/final Project/type of ecrypted/Atbash/Unencrypted/Unencrypted31.txt,458,93,29,138,0
/root/Desktop/final Project/type of ecrypted/Atbash/Encrypted/Atbash-8-33%.txt,115,28,12,36,1
/root/Desktop/final Project/type of ecrypted/Atbash/Encrypted/Atbash-25-59%.txt,105,42,28,24,1
/root/Desktop/final Project/type of ecrypted/Atbash/Encrypted/Atbash-42-80%.txt,106,47,40,22,1
/root/Desktop/final Project/type of ecrypted/Atbash/Encrypted/Atbash-110-35%.txt,57,16,6,20,1
/root/Desktop/final Project/type of ecrypted/Atbash/Encrypted/Atbash-48-41%.txt,230,60,31,71,1
/root/Desktop/final Project/type of ecrypted/Atbash/Encrypted/Atbash-160-38%.txt,258,81,32,89,1
/root/Desktop/final Project/type of ecrypted/Atbash/Encrypted/Atbash-103-68%.txt,155,55,40,37,1
/root/Desktop/final Project/type of ecrypted/Atbash/Encrypted/Atbash-157-91%.txt,65,41,38,13,1
/root/Desktop/final Project/type of ecrypted/Atbash/Encrypted/Atbash-132-67%.txt,192,61,38,53,1
/root/Desktop/final Project/type of ecrypted/Atbash/Encrypted/Atbash-63-94%.txt,46,33,31,6,1
/root/Desktop/final Project/type of ecrypted/Atbash/Encrypted/Atbash-95-87%.txt,80,47,41,11,1
/root/Desktop/final Project/type of ecrypted/Atbash/Encrypted/Atbash-124-58%.txt,114,35,27,27,1
/root/Desktop/final Project/type of ecrypted/Atbash/Encrypted/Atbash-26-86%.txt,96,58,47,11,1
/root/Desktop/final Project/type of ecrypted/Atbash/Encrypted/Atbash-55-79%.txt,54,24,17,11,1
/root/Desktop/final Project/type of ecrypted/Atbash/Encrypted/Atbash-101-88%.txt,41,23,21,6,1
/root/Desktop/final Project/type of ecrypted/Atbash/Encrypted/Atbash-116-92%.txt,35,23,20,6,1
/root/Desktop/final Project/type of ecrypted/Atbash/Encrypted/Atbash-153-39%.txt,319,92,41,84,1
/root/Desktop/final Project/type of ecrypted/Atbash/Encrypted/Atbash-74-71%.txt,80,30,27,19,1
/root/Desktop/final Project/type of ecrypted/Atbash/Encrypted/Atbash-163-41%.txt,370,104,58,116,1
/root/Desktop/final Project/type of ecrypted/Atbash/Encrypted/Atbash-167-85%.txt,108,52,46,20,1
/root/Desktop/final Project/type of ecrypted/Atbash/Encrypted/Atbash-107-95%.txt,63,50,47,6,1
/root/Desktop/final Project/type of ecrypted/Atbash/Encrypted/Atbash-161-36%.txt,76,22,10,19,1
/root/Desktop/final Project/type of ecrypted/Atbash/Encrypted/Atbash-156-56%.txt,300,88,60,90,1
/root/Desktop/final Project/type of ecrypted/Atbash/Encrypted/Atbash-34-100%.txt,9,9,9,0,1
/root/Desktop/final Project/type of ecrypted/Atbash/Encrypted/Atbash-111-100%.txt,31,31,31,0,1
/root/Desktop/final Project/type of ecrypted/Atbash/Encrypted/Atbash-145-93%.txt,66,47,40,12,1
/root/Desktop/final Project/type of ecrypted/Atbash/Encrypted/Atbash-51-60%.txt,34,12,10,4,1
/root/Desktop/final Project/type of ecrypted/Atbash/Encrypted/Atbash-3-53%.txt,254,69,40,83,1
/root/Desktop/final Project/type of ecrypted/Atbash/Encrypted/Atbash-53-41%.txt,49,14,4,16,1
/root/Desktop/final Project/type of ecrypted/Atbash/Encrypted/Atbash-31-95%.txt,81,61,60,11,1
/root/Desktop/final Project/type of ecrypted/Atbash/Encrypted/Atbash-16-56%.txt,75,27,20,19,1
/root/Desktop/final Project/type of ecrypted/Atbash/Encrypted/Atbash-50-71%.txt,156,57,43,41,1
/root/Desktop/final Project/type of ecrypted/Atbash/Encrypted/Atbash-155-91%.txt,38,25,23,5,1
/root/Desktop/final Project/type of ecrypted/Atbash/Encrypted/Atbash-171-61%.txt,83,31,24,21,1
/root/Desktop/final Project/type of ecrypted/Atbash/Encrypted/Atbash-84-64%.txt,25,12,8,5,1
/root/Desktop/final Project/type of ecrypted/Atbash/Encrypted/Atbash-24-81%.txt,90,44,34,17,1
/root/Desktop/final Project/type of ecrypted/Atbash/Encrypted/Atbash-182-30%.txt,129,31,20,37,1
/root/Desktop/final Project/type of ecrypted/Atbash/Encrypted/Atbash-133-100%.txt,44,44,44,0,1
/root/Desktop/final Project/type of ecrypted/Atbash/Encrypted/Atbash-185-76%.txt,181,83,76,49,1
/root/Desktop/final Project/type of ecrypted/Atbash/Encrypted/Atbash-176-40%.txt,342,78,50,104,1
/root/Desktop/final Project/type of ecrypted/Atbash/Encrypted/Atbash-45-58%.txt,209,58,43,55,1
/root/Desktop/final Project/type of ecrypted/Atbash/Encrypted/Atbash-181-33%.txt,70,18,8,23,1
/root/Desktop/final Project/type of ecrypted/Atbash/Encrypted/Atbash-18-94%.txt,17,9,8,5,1
/root/Desktop/final Project/type of ecrypted/Atbash/Encrypted/Atbash-166-80%.txt,185,82,66,35,1
/root/Desktop/final Project/type of ecrypted/Atbash/Encrypted/Atbash-76-63%.txt,208,74,48,55,1
/root/Desktop/final Project/type of ecrypted/Atbash/Encrypted/Atbash-1-61%.txt,54,32,22,8,1
/root/Desktop/final Project/type of ecrypted/Atbash/Encrypted/Atbash-78-49%.txt,187,57,32,47,1
/root/Desktop/final Project/type of ecrypted/Atbash/Encrypted/Atbash-97-76%.txt,110,46,39,22,1
/root/Desktop/final Project/type of ecrypted/Atbash/Encrypted/Atbash-147-76%.txt,63,27,21,11,1
/root/Desktop/final Project/type of ecrypted/Atbash/Encrypted/Atbash-47-39%.txt,110,26,11,31,1
/root/Desktop/final Project/type of ecrypted/Atbash/Encrypted/Atbash-68-65%.txt,135,46,31,31,1
/root/Desktop/final Project/type of ecrypted/Atbash/Encrypted/Atbash-184-98%.txt,13,13,13,0,1
/root/Desktop/final Project/type of ecrypted/Atbash/Encrypted/Atbash-80-33%.txt,348,90,31,87,1
/root/Desktop/final Project/type of ecrypted/Atbash/Encrypted/Atbash-164-74%.txt,47,19,13,10,1
/root/Desktop/final Project/type of ecrypted/Atbash/Encrypted/Atbash-142-77%.txt,63,24,22,17,1
/root/Desktop/final Project/type of ecrypted/Atbash/Encrypted/Atbash-28-95%.txt,59,48,46,4,1
/root/Desktop/final Project/type of ecrypted/Atbash/Encrypted/Atbash-72-80%.txt,57,28,21,13,1
/root/Desktop/final Project/type of ecrypted/Atbash/Encrypted/Atbash-137-68%.txt,180,57,44,50,1
/root/Desktop/final Project/type of ecrypted/Atbash/Encrypted/Atbash-65-52%.txt,102,26,15,24,1
/root/Desktop/final Project/type of ecrypted/Atbash/Encrypted/Atbash-79-82%.txt,59,27,24,12,1
/root/Desktop/final Project/type of ecrypted/Atbash/Encrypted/Atbash-159-97%.txt,48,44,43,1,1
/root/Desktop/final Project/type of ecrypted/Atbash/Encrypted/Atbash-57-64%.txt,39,12,7,10,1
/root/Desktop/final Project/type of ecrypted/Atbash/Encrypted/Atbash-38-62%.txt,139,42,31,38,1
/root/Desktop/final Project/type of ecrypted/Atbash/Encrypted/Atbash-129-39%.txt,225,52,27,83,1
/root/Desktop/final Project/type of ecrypted/Atbash/Encrypted/Atbash-77-80%.txt,34,15,14,10,1
/root/Desktop/final Project/type of ecrypted/Atbash/Encrypted/Atbash-40-76%.txt,53,24,21,12,1
/root/Desktop/final Project/type of ecrypted/Atbash/Encrypted/Atbash-122-37%.txt,69,15,7,20,1
/root/Desktop/final Project/type of ecrypted/Atbash/Encrypted/Atbash-88-94%.txt,72,53,51,9,1
/root/Desktop/final Project/type of ecrypted/Atbash/Encrypted/Atbash-180-100%.txt,42,42,42,0,1
/root/Desktop/final Project/type of ecrypted/Atbash/Encrypted/Atbash-135-90%.txt,75,45,40,14,1
/root/Desktop/final Project/type of ecrypted/Atbash/Encrypted/Atbash-37-98%.txt,16,16,16,0,1
/root/Desktop/final Project/type of ecrypted/Atbash/Encrypted/Atbash-121-61%.txt,196,63,47,43,1
/root/Desktop/final Project/type of ecrypted/Atbash/Encrypted/Atbash-127-79%.txt,127,55,48,33,1
