name of file ,feature 1 , feature 2 , feature 3 , feature 4, result
/root/Desktop/final Project/type of ecrypted/Playfair/Unencrypted/Unencrypted914.txt,309,56,24,93,0
/root/Desktop/final Project/type of ecrypted/Playfair/Unencrypted/Unencrypted906.txt,329,50,18,111,0
/root/Desktop/final Project/type of ecrypted/Playfair/Unencrypted/Unencrypted860.txt,208,39,7,64,0
/root/Desktop/final Project/type of ecrypted/Playfair/Unencrypted/Unencrypted911.txt,399,73,16,146,0
/root/Desktop/final Project/type of ecrypted/Playfair/Unencrypted/Unencrypted873.txt,131,21,9,29,0
/root/Desktop/final Project/type of ecrypted/Playfair/Unencrypted/Unencrypted752.txt,447,92,24,155,0
/root/Desktop/final Project/type of ecrypted/Playfair/Unencrypted/Unencrypted761.txt,194,30,8,59,0
/root/Desktop/final Project/type of ecrypted/Playfair/Unencrypted/Unencrypted954.txt,462,86,29,159,0
/root/Desktop/final Project/type of ecrypted/Playfair/Unencrypted/Unencrypted828.txt,174,36,7,59,0
/root/Desktop/final Project/type of ecrypted/Playfair/Unencrypted/Unencrypted918.txt,379,62,29,114,0
/root/Desktop/final Project/type of ecrypted/Playfair/Unencrypted/Unencrypted898.txt,373,68,17,128,0
/root/Desktop/final Project/type of ecrypted/Playfair/Unencrypted/Unencrypted804.txt,259,56,12,90,0
/root/Desktop/final Project/type of ecrypted/Playfair/Unencrypted/Unencrypted910.txt,92,16,7,32,0
/root/Desktop/final Project/type of ecrypted/Playfair/Unencrypted/Unencrypted862.txt,334,61,13,129,0
/root/Desktop/final Project/type of ecrypted/Playfair/Unencrypted/Unencrypted900.txt,325,72,15,100,0
/root/Desktop/final Project/type of ecrypted/Playfair/Unencrypted/Unencrypted834.txt,361,70,22,118,0
/root/Desktop/final Project/type of ecrypted/Playfair/Unencrypted/Unencrypted937.txt,404,72,17,136,0
/root/Desktop/final Project/type of ecrypted/Playfair/Unencrypted/Unencrypted940.txt,315,63,16,108,0
/root/Desktop/final Project/type of ecrypted/Playfair/Unencrypted/Unencrypted775.txt,295,55,22,102,0
/root/Desktop/final Project/type of ecrypted/Playfair/Unencrypted/Unencrypted901.txt,297,69,22,83,0
/root/Desktop/final Project/type of ecrypted/Playfair/Unencrypted/Unencrypted852.txt,436,92,18,137,0
/root/Desktop/final Project/type of ecrypted/Playfair/Unencrypted/Unencrypted791.txt,71,12,5,24,0
/root/Desktop/final Project/type of ecrypted/Playfair/Unencrypted/Unencrypted784.txt,500,105,34,164,0
/root/Desktop/final Project/type of ecrypted/Playfair/Unencrypted/Unencrypted950.txt,90,13,6,31,0
/root/Desktop/final Project/type of ecrypted/Playfair/Unencrypted/Unencrypted888.txt,232,59,14,78,0
/root/Desktop/final Project/type of ecrypted/Playfair/Unencrypted/Unencrypted773.txt,410,82,22,137,0
/root/Desktop/final Project/type of ecrypted/Playfair/Unencrypted/Unencrypted751.txt,556,96,46,190,0
/root/Desktop/final Project/type of ecrypted/Playfair/Unencrypted/Unencrypted838.txt,321,72,9,116,0
/root/Desktop/final Project/type of ecrypted/Playfair/Unencrypted/Unencrypted760.txt,399,70,19,133,0
/root/Desktop/final Project/type of ecrypted/Playfair/Unencrypted/Unencrypted788.txt,167,32,5,60,0
/root/Desktop/final Project/type of ecrypted/Playfair/Unencrypted/Unencrypted843.txt,63,14,6,14,0
/root/Desktop/final Project/type of ecrypted/Playfair/Unencrypted/Unencrypted757.txt,97,14,2,29,0
/root/Desktop/final Project/type of ecrypted/Playfair/Unencrypted/Unencrypted749.txt,418,82,28,143,0
/root/Desktop/final Project/type of ecrypted/Playfair/Unencrypted/Unencrypted772.txt,319,61,13,95,0
/root/Desktop/final Project/type of ecrypted/Playfair/Unencrypted/Unencrypted956.txt,358,70,18,137,0
/root/Desktop/final Project/type of ecrypted/Playfair/Unencrypted/Unencrypted755.txt,233,50,14,80,0
/root/Desktop/final Project/type of ecrypted/Playfair/Unencrypted/Unencrypted781.txt,611,112,30,195,0
/root/Desktop/final Project/type of ecrypted/Playfair/Unencrypted/Unencrypted827.txt,175,33,11,63,0
/root/Desktop/final Project/type of ecrypted/Playfair/Unencrypted/Unencrypted944.txt,127,24,4,42,0
/root/Desktop/final Project/type of ecrypted/Playfair/Unencrypted/Unencrypted730.txt,199,47,8,60,0
/root/Desktop/final Project/type of ecrypted/Playfair/Unencrypted/Unencrypted924.txt,152,27,7,48,0
/root/Desktop/final Project/type of ecrypted/Playfair/Unencrypted/Unencrypted787.txt,514,100,26,170,0
/root/Desktop/final Project/type of ecrypted/Playfair/Unencrypted/Unencrypted747.txt,352,71,21,123,0
/root/Desktop/final Project/type of ecrypted/Playfair/Unencrypted/Unencrypted897.txt,458,74,22,151,0
/root/Desktop/final Project/type of ecrypted/Playfair/Unencrypted/Unencrypted731.txt,477,90,34,159,0
/root/Desktop/final Project/type of ecrypted/Playfair/Unencrypted/Unencrypted864.txt,445,81,25,152,0
/root/Desktop/final Project/type of ecrypted/Playfair/Unencrypted/Unencrypted753.txt,469,87,31,147,0
/root/Desktop/final Project/type of ecrypted/Playfair/Unencrypted/Unencrypted938.txt,75,13,3,20,0
/root/Desktop/final Project/type of ecrypted/Playfair/Unencrypted/Unencrypted785.txt,94,21,5,25,0
/root/Desktop/final Project/type of ecrypted/Playfair/Unencrypted/Unencrypted902.txt,424,81,23,137,0
/root/Desktop/final Project/type of ecrypted/Playfair/Unencrypted/Unencrypted874.txt,330,64,16,97,0
/root/Desktop/final Project/type of ecrypted/Playfair/Unencrypted/Unencrypted872.txt,389,74,20,132,0
/root/Desktop/final Project/type of ecrypted/Playfair/Unencrypted/Unencrypted793.txt,413,96,24,143,0
/root/Desktop/final Project/type of ecrypted/Playfair/Unencrypted/Unencrypted759.txt,215,30,9,68,0
/root/Desktop/final Project/type of ecrypted/Playfair/Unencrypted/Unencrypted727.txt,577,114,32,194,0
/root/Desktop/final Project/type of ecrypted/Playfair/Unencrypted/Unencrypted855.txt,95,16,3,31,0
/root/Desktop/final Project/type of ecrypted/Playfair/Unencrypted/Unencrypted739.txt,372,71,32,120,0
/root/Desktop/final Project/type of ecrypted/Playfair/Unencrypted/Unencrypted921.txt,309,51,12,103,0
/root/Desktop/final Project/type of ecrypted/Playfair/Unencrypted/Unencrypted776.txt,594,105,29,192,0
/root/Desktop/final Project/type of ecrypted/Playfair/Unencrypted/Unencrypted845.txt,280,55,15,94,0
/root/Desktop/final Project/type of ecrypted/Playfair/Unencrypted/Unencrypted871.txt,265,48,22,83,0
/root/Desktop/final Project/type of ecrypted/Playfair/Unencrypted/Unencrypted796.txt,583,102,32,187,0
/root/Desktop/final Project/type of ecrypted/Playfair/Unencrypted/Unencrypted769.txt,642,103,28,253,0
/root/Desktop/final Project/type of ecrypted/Playfair/Unencrypted/Unencrypted882.txt,170,33,7,57,0
/root/Desktop/final Project/type of ecrypted/Playfair/Unencrypted/Unencrypted820.txt,103,18,5,38,0
/root/Desktop/final Project/type of ecrypted/Playfair/Unencrypted/Unencrypted869.txt,251,48,18,85,0
/root/Desktop/final Project/type of ecrypted/Playfair/Unencrypted/Unencrypted799.txt,151,26,12,44,0
/root/Desktop/final Project/type of ecrypted/Playfair/Unencrypted/Unencrypted808.txt,114,21,4,41,0
/root/Desktop/final Project/type of ecrypted/Playfair/Unencrypted/Unencrypted802.txt,485,95,29,167,0
/root/Desktop/final Project/type of ecrypted/Playfair/Unencrypted/Unencrypted774.txt,523,86,33,173,0
/root/Desktop/final Project/type of ecrypted/Playfair/Unencrypted/Unencrypted794.txt,99,18,7,33,0
/root/Desktop/final Project/type of ecrypted/Playfair/Unencrypted/Unencrypted881.txt,480,87,19,152,0
/root/Desktop/final Project/type of ecrypted/Playfair/Unencrypted/Unencrypted870.txt,145,29,2,51,0
/root/Desktop/final Project/type of ecrypted/Playfair/Unencrypted/Unencrypted778.txt,608,131,44,221,0
/root/Desktop/final Project/type of ecrypted/Playfair/Unencrypted/Unencrypted925.txt,290,52,9,100,0
/root/Desktop/final Project/type of ecrypted/Playfair/Unencrypted/Unencrypted850.txt,211,43,9,56,0
/root/Desktop/final Project/type of ecrypted/Playfair/Unencrypted/Unencrypted868.txt,415,80,28,129,0
/root/Desktop/final Project/type of ecrypted/Playfair/Unencrypted/Unencrypted813.txt,317,50,14,97,0
/root/Desktop/final Project/type of ecrypted/Playfair/Unencrypted/Unencrypted809.txt,565,131,28,177,0
/root/Desktop/final Project/type of ecrypted/Playfair/Unencrypted/Unencrypted919.txt,300,49,13,99,0
/root/Desktop/final Project/type of ecrypted/Playfair/Unencrypted/Unencrypted797.txt,106,16,6,34,0
/root/Desktop/final Project/type of ecrypted/Playfair/Unencrypted/Unencrypted811.txt,147,25,11,39,0
/root/Desktop/final Project/type of ecrypted/Playfair/Unencrypted/Unencrypted912.txt,176,33,12,65,0
/root/Desktop/final Project/type of ecrypted/Playfair/Unencrypted/Unencrypted948.txt,431,91,21,126,0
/root/Desktop/final Project/type of ecrypted/Playfair/Unencrypted/Unencrypted847.txt,110,29,9,38,0
/root/Desktop/final Project/type of ecrypted/Playfair/Unencrypted/Unencrypted909.txt,105,17,6,32,0
/root/Desktop/final Project/type of ecrypted/Playfair/Unencrypted/Unencrypted762.txt,467,86,29,148,0
/root/Desktop/final Project/type of ecrypted/Playfair/Unencrypted/Unencrypted955.txt,183,38,16,57,0
/root/Desktop/final Project/type of ecrypted/Playfair/Unencrypted/Unencrypted816.txt,442,69,25,152,0
/root/Desktop/final Project/type of ecrypted/Playfair/Unencrypted/Unencrypted790.txt,356,80,20,123,0
/root/Desktop/final Project/type of ecrypted/Playfair/Unencrypted/Unencrypted865.txt,84,17,3,29,0
/root/Desktop/final Project/type of ecrypted/Playfair/Unencrypted/Unencrypted771.txt,630,115,30,237,0
/root/Desktop/final Project/type of ecrypted/Playfair/Unencrypted/Unencrypted844.txt,227,45,10,90,0
/root/Desktop/final Project/type of ecrypted/Playfair/Unencrypted/Unencrypted856.txt,445,87,19,141,0
/root/Desktop/final Project/type of ecrypted/Playfair/Unencrypted/Unencrypted927.txt,218,38,15,70,0
/root/Desktop/final Project/type of ecrypted/Playfair/Unencrypted/Unencrypted832.txt,156,34,6,62,0
/root/Desktop/final Project/type of ecrypted/Playfair/Unencrypted/Unencrypted830.txt,286,63,15,95,0
/root/Desktop/final Project/type of ecrypted/Playfair/Unencrypted/Unencrypted903.txt,340,69,20,113,0
/root/Desktop/final Project/type of ecrypted/Playfair/Unencrypted/Unencrypted821.txt,329,57,22,109,0
/root/Desktop/final Project/type of ecrypted/Playfair/Unencrypted/Unencrypted883.txt,331,56,15,116,0
/root/Desktop/final Project/type of ecrypted/Playfair/Unencrypted/Unencrypted837.txt,103,21,10,38,0
/root/Desktop/final Project/type of ecrypted/Playfair/Unencrypted/Unencrypted920.txt,395,63,11,153,0
/root/Desktop/final Project/type of ecrypted/Playfair/Unencrypted/Unencrypted786.txt,608,125,37,217,0
/root/Desktop/final Project/type of ecrypted/Playfair/Unencrypted/Unencrypted922.txt,298,58,15,84,0
/root/Desktop/final Project/type of ecrypted/Playfair/Unencrypted/Unencrypted936.txt,236,48,9,70,0
/root/Desktop/final Project/type of ecrypted/Playfair/Unencrypted/Unencrypted926.txt,443,83,20,130,0
/root/Desktop/final Project/type of ecrypted/Playfair/Unencrypted/Unencrypted848.txt,204,36,10,72,0
/root/Desktop/final Project/type of ecrypted/Playfair/Unencrypted/Unencrypted866.txt,470,80,29,158,0
/root/Desktop/final Project/type of ecrypted/Playfair/Unencrypted/Unencrypted899.txt,443,84,20,130,0
/root/Desktop/final Project/type of ecrypted/Playfair/Unencrypted/Unencrypted779.txt,158,35,9,48,0
/root/Desktop/final Project/type of ecrypted/Playfair/Unencrypted/Unencrypted764.txt,524,90,24,173,0
/root/Desktop/final Project/type of ecrypted/Playfair/Unencrypted/Unencrypted823.txt,208,38,12,75,0
/root/Desktop/final Project/type of ecrypted/Playfair/Unencrypted/Unencrypted895.txt,441,77,27,156,0
/root/Desktop/final Project/type of ecrypted/Playfair/Unencrypted/Unencrypted907.txt,380,67,18,124,0
/root/Desktop/final Project/type of ecrypted/Playfair/Unencrypted/Unencrypted890.txt,177,41,12,59,0
/root/Desktop/final Project/type of ecrypted/Playfair/Unencrypted/Unencrypted782.txt,550,108,30,193,0
/root/Desktop/final Project/type of ecrypted/Playfair/Unencrypted/Unencrypted935.txt,82,18,4,25,0
/root/Desktop/final Project/type of ecrypted/Playfair/Unencrypted/Unencrypted861.txt,88,21,4,26,0
/root/Desktop/final Project/type of ecrypted/Playfair/Unencrypted/Unencrypted767.txt,387,67,20,135,0
/root/Desktop/final Project/type of ecrypted/Playfair/Unencrypted/Unencrypted908.txt,262,54,13,82,0
/root/Desktop/final Project/type of ecrypted/Playfair/Unencrypted/Unencrypted849.txt,220,66,10,70,0
/root/Desktop/final Project/type of ecrypted/Playfair/Unencrypted/Unencrypted851.txt,254,59,12,83,0
/root/Desktop/final Project/type of ecrypted/Playfair/Unencrypted/Unencrypted763.txt,230,42,12,79,0
/root/Desktop/final Project/type of ecrypted/Playfair/Unencrypted/Unencrypted952.txt,380,69,22,133,0
/root/Desktop/final Project/type of ecrypted/Playfair/Unencrypted/Unencrypted875.txt,318,63,24,92,0
/root/Desktop/final Project/type of ecrypted/Playfair/Unencrypted/Unencrypted798.txt,100,14,6,35,0
/root/Desktop/final Project/type of ecrypted/Playfair/Unencrypted/Unencrypted789.txt,283,61,13,99,0
/root/Desktop/final Project/type of ecrypted/Playfair/Unencrypted/Unencrypted733.txt,103,20,0,39,0
/root/Desktop/final Project/type of ecrypted/Playfair/Unencrypted/Unencrypted744.txt,261,48,14,87,0
/root/Desktop/final Project/type of ecrypted/Playfair/Unencrypted/Unencrypted945.txt,270,49,10,82,0
/root/Desktop/final Project/type of ecrypted/Playfair/Unencrypted/Unencrypted831.txt,491,84,16,181,0
/root/Desktop/final Project/type of ecrypted/Playfair/Unencrypted/Unencrypted812.txt,564,97,36,185,0
/root/Desktop/final Project/type of ecrypted/Playfair/Unencrypted/Unencrypted829.txt,261,49,13,86,0
/root/Desktop/final Project/type of ecrypted/Playfair/Unencrypted/Unencrypted846.txt,340,70,17,117,0
/root/Desktop/final Project/type of ecrypted/Playfair/Unencrypted/Unencrypted917.txt,94,33,3,26,0
/root/Desktop/final Project/type of ecrypted/Playfair/Unencrypted/Unencrypted729.txt,170,45,12,57,0
/root/Desktop/final Project/type of ecrypted/Playfair/Unencrypted/Unencrypted923.txt,276,56,16,86,0
/root/Desktop/final Project/type of ecrypted/Playfair/Unencrypted/Unencrypted905.txt,186,32,10,54,0
/root/Desktop/final Project/type of ecrypted/Playfair/Unencrypted/Unencrypted748.txt,60,11,5,17,0
/root/Desktop/final Project/type of ecrypted/Playfair/Unencrypted/Unencrypted942.txt,228,42,9,68,0
/root/Desktop/final Project/type of ecrypted/Playfair/Unencrypted/Unencrypted801.txt,151,24,17,47,0
/root/Desktop/final Project/type of ecrypted/Playfair/Unencrypted/Unencrypted939.txt,66,17,2,21,0
/root/Desktop/final Project/type of ecrypted/Playfair/Unencrypted/Unencrypted896.txt,272,54,17,76,0
/root/Desktop/final Project/type of ecrypted/Playfair/Unencrypted/Unencrypted885.txt,64,12,5,20,0
/root/Desktop/final Project/type of ecrypted/Playfair/Unencrypted/Unencrypted754.txt,142,28,9,46,0
/root/Desktop/final Project/type of ecrypted/Playfair/Unencrypted/Unencrypted745.txt,380,91,15,124,0
/root/Desktop/final Project/type of ecrypted/Playfair/Unencrypted/Unencrypted889.txt,244,50,14,84,0
/root/Desktop/final Project/type of ecrypted/Playfair/Unencrypted/Unencrypted734.txt,137,27,4,65,0
/root/Desktop/final Project/type of ecrypted/Playfair/Unencrypted/Unencrypted768.txt,245,42,13,92,0
/root/Desktop/final Project/type of ecrypted/Playfair/Unencrypted/Unencrypted810.txt,605,109,19,211,0
/root/Desktop/final Project/type of ecrypted/Playfair/Unencrypted/Unencrypted933.txt,171,30,10,55,0
/root/Desktop/final Project/type of ecrypted/Playfair/Unencrypted/Unencrypted891.txt,102,17,5,28,0
/root/Desktop/final Project/type of ecrypted/Playfair/Unencrypted/Unencrypted840.txt,457,84,22,153,0
/root/Desktop/final Project/type of ecrypted/Playfair/Unencrypted/Unencrypted765.txt,378,68,23,126,0
/root/Desktop/final Project/type of ecrypted/Playfair/Unencrypted/Unencrypted930.txt,418,68,21,131,0
/root/Desktop/final Project/type of ecrypted/Playfair/Unencrypted/Unencrypted826.txt,400,90,21,148,0
/root/Desktop/final Project/type of ecrypted/Playfair/Unencrypted/Unencrypted795.txt,489,96,30,171,0
/root/Desktop/final Project/type of ecrypted/Playfair/Unencrypted/Unencrypted817.txt,590,92,30,204,0
/root/Desktop/final Project/type of ecrypted/Playfair/Unencrypted/Unencrypted756.txt,386,71,20,145,0
/root/Desktop/final Project/type of ecrypted/Playfair/Unencrypted/Unencrypted863.txt,288,52,18,92,0
/root/Desktop/final Project/type of ecrypted/Playfair/Unencrypted/Unencrypted949.txt,446,89,32,141,0
/root/Desktop/final Project/type of ecrypted/Playfair/Unencrypted/Unencrypted836.txt,437,65,40,203,0
/root/Desktop/final Project/type of ecrypted/Playfair/Unencrypted/Unencrypted867.txt,378,75,25,112,0
/root/Desktop/final Project/type of ecrypted/Playfair/Unencrypted/Unencrypted904.txt,310,65,11,100,0
/root/Desktop/final Project/type of ecrypted/Playfair/Unencrypted/Unencrypted736.txt,608,97,25,182,0
/root/Desktop/final Project/type of ecrypted/Playfair/Unencrypted/Unencrypted894.txt,239,46,13,79,0
/root/Desktop/final Project/type of ecrypted/Playfair/Unencrypted/Unencrypted738.txt,305,63,11,94,0
/root/Desktop/final Project/type of ecrypted/Playfair/Unencrypted/Unencrypted728.txt,136,40,8,52,0
/root/Desktop/final Project/type of ecrypted/Playfair/Encrypted/Playfair-1129-79%.txt,45,21,18,7,1
/root/Desktop/final Project/type of ecrypted/Playfair/Encrypted/Playfair-949-32%.txt,63,14,6,18,1
/root/Desktop/final Project/type of ecrypted/Playfair/Encrypted/Playfair-912-55%.txt,60,23,20,13,1
/root/Desktop/final Project/type of ecrypted/Playfair/Encrypted/Playfair-1043-69%.txt,220,79,58,57,1
/root/Desktop/final Project/type of ecrypted/Playfair/Encrypted/Playfair-1128-72%.txt,57,23,18,11,1
/root/Desktop/final Project/type of ecrypted/Playfair/Encrypted/Playfair-1080-63%.txt,195,68,47,55,1
/root/Desktop/final Project/type of ecrypted/Playfair/Encrypted/Playfair-973-36%.txt,92,17,10,31,1
/root/Desktop/final Project/type of ecrypted/Playfair/Encrypted/Playfair-920-76%.txt,193,83,65,46,1
/root/Desktop/final Project/type of ecrypted/Playfair/Encrypted/Playfair-962-57%.txt,53,21,12,15,1
/root/Desktop/final Project/type of ecrypted/Playfair/Encrypted/Playfair-1074-50%.txt,247,67,36,69,1
/root/Desktop/final Project/type of ecrypted/Playfair/Encrypted/Playfair-1057-44%.txt,218,55,27,58,1
/root/Desktop/final Project/type of ecrypted/Playfair/Encrypted/Playfair-943-76%.txt,121,59,49,22,1
/root/Desktop/final Project/type of ecrypted/Playfair/Encrypted/Playfair-1094-91%.txt,37,24,23,4,1
/root/Desktop/final Project/type of ecrypted/Playfair/Encrypted/Playfair-905-65%.txt,250,86,60,60,1
/root/Desktop/final Project/type of ecrypted/Playfair/Encrypted/Playfair-906-51%.txt,63,15,8,20,1
/root/Desktop/final Project/type of ecrypted/Playfair/Encrypted/Playfair-999-52%.txt,124,36,19,36,1
/root/Desktop/final Project/type of ecrypted/Playfair/Encrypted/Playfair-903-82%.txt,27,13,13,5,1
/root/Desktop/final Project/type of ecrypted/Playfair/Encrypted/Playfair-1102-42%.txt,184,50,27,59,1
/root/Desktop/final Project/type of ecrypted/Playfair/Encrypted/Playfair-1112-100%.txt,22,22,22,0,1
/root/Desktop/final Project/type of ecrypted/Playfair/Encrypted/Playfair-1026-78%.txt,95,47,37,18,1
/root/Desktop/final Project/type of ecrypted/Playfair/Encrypted/Playfair-1054-80%.txt,59,32,31,6,1
/root/Desktop/final Project/type of ecrypted/Playfair/Encrypted/Playfair-935-100%.txt,82,82,82,0,1
/root/Desktop/final Project/type of ecrypted/Playfair/Encrypted/Playfair-1051-60%.txt,104,34,23,26,1
/root/Desktop/final Project/type of ecrypted/Playfair/Encrypted/Playfair-958-86%.txt,14,9,10,1,1
/root/Desktop/final Project/type of ecrypted/Playfair/Encrypted/Playfair-902-37%.txt,285,81,32,93,1
/root/Desktop/final Project/type of ecrypted/Playfair/Encrypted/Playfair-964-59%.txt,107,47,22,27,1
/root/Desktop/final Project/type of ecrypted/Playfair/Encrypted/Playfair-915-61%.txt,120,42,28,36,1
/root/Desktop/final Project/type of ecrypted/Playfair/Encrypted/Playfair-936-51%.txt,115,33,20,33,1
/root/Desktop/final Project/type of ecrypted/Playfair/Encrypted/Playfair-1118-89%.txt,66,39,36,10,1
/root/Desktop/final Project/type of ecrypted/Playfair/Encrypted/Playfair-1015-79%.txt,134,60,48,30,1
/root/Desktop/final Project/type of ecrypted/Playfair/Encrypted/Playfair-1006-70%.txt,158,66,43,33,1
