name of file ,feature 1 , feature 2 , feature 3 , feature 4, result
/root/Desktop/final Project/DATASET 1800 files/Unencrypted/Unencrypted374.txt,14703,2012,508,6629,0
/root/Desktop/final Project/DATASET 1800 files/Unencrypted/Unencrypted244.txt,25883,3867,976,11189,0
/root/Desktop/final Project/DATASET 1800 files/Unencrypted/Unencrypted572.txt,17837,2746,664,7863,0
/root/Desktop/final Project/DATASET 1800 files/Unencrypted/Unencrypted431.txt,23075,3558,707,10196,0
/root/Desktop/final Project/DATASET 1800 files/Unencrypted/Unencrypted127.txt,34613,4862,1213,15346,0
/root/Desktop/final Project/DATASET 1800 files/Unencrypted/Unencrypted294.txt,33027,4855,1247,14389,0
/root/Desktop/final Project/DATASET 1800 files/Unencrypted/Unencrypted800.txt,22771,3097,833,10199,0
/root/Desktop/final Project/DATASET 1800 files/Unencrypted/Unencrypted343.txt,16253,2214,562,7346,0
/root/Desktop/final Project/DATASET 1800 files/Unencrypted/Unencrypted359.txt,34215,5117,1103,15160,0
/root/Desktop/final Project/DATASET 1800 files/Unencrypted/Unencrypted270.txt,36096,5028,1325,15925,0
/root/Desktop/final Project/DATASET 1800 files/Unencrypted/Unencrypted52.txt,20283,3027,752,8969,0
/root/Desktop/final Project/DATASET 1800 files/Unencrypted/Unencrypted713.txt,27569,3846,1018,12040,0
/root/Desktop/final Project/DATASET 1800 files/Unencrypted/Unencrypted382.txt,35122,5224,1164,15587,0
/root/Desktop/final Project/DATASET 1800 files/Unencrypted/Unencrypted397.txt,22498,3203,760,10110,0
/root/Desktop/final Project/DATASET 1800 files/Unencrypted/Unencrypted556.txt,25877,3713,863,11613,0
/root/Desktop/final Project/DATASET 1800 files/Unencrypted/Unencrypted669.txt,34254,5045,1296,14942,0
/root/Desktop/final Project/DATASET 1800 files/Unencrypted/Unencrypted429.txt,27854,4172,1059,12088,0
/root/Desktop/final Project/DATASET 1800 files/Unencrypted/Unencrypted89.txt,28174,4061,977,12465,0
/root/Desktop/final Project/DATASET 1800 files/Unencrypted/Unencrypted408.txt,25272,3757,795,11171,0
/root/Desktop/final Project/DATASET 1800 files/Unencrypted/Unencrypted362.txt,22510,3181,758,10133,0
/root/Desktop/final Project/DATASET 1800 files/Unencrypted/Unencrypted25.txt,27399,3851,999,12013,0
/root/Desktop/final Project/DATASET 1800 files/Unencrypted/Unencrypted208.txt,26760,3992,826,11823,0
/root/Desktop/final Project/DATASET 1800 files/Unencrypted/Unencrypted174.txt,22086,3294,738,9742,0
/root/Desktop/final Project/DATASET 1800 files/Unencrypted/Unencrypted29.txt,32658,4647,1218,14298,0
/root/Desktop/final Project/DATASET 1800 files/Unencrypted/Unencrypted854.txt,29978,4471,1149,12987,0
/root/Desktop/final Project/DATASET 1800 files/Unencrypted/Unencrypted197.txt,36245,5006,1337,16025,0
/root/Desktop/final Project/DATASET 1800 files/Unencrypted/Unencrypted144.txt,30104,4482,941,13337,0
/root/Desktop/final Project/DATASET 1800 files/Unencrypted/Unencrypted100.txt,17294,2430,587,7772,0
/root/Desktop/final Project/DATASET 1800 files/Unencrypted/Unencrypted741.txt,13831,2109,399,6149,0
/root/Desktop/final Project/DATASET 1800 files/Unencrypted/Unencrypted621.txt,28288,3957,1035,12400,0
/root/Desktop/final Project/DATASET 1800 files/Unencrypted/Unencrypted582.txt,30614,4575,962,13578,0
/root/Desktop/final Project/DATASET 1800 files/Unencrypted/Unencrypted21.txt,25639,3559,932,11244,0
/root/Desktop/final Project/DATASET 1800 files/Unencrypted/Unencrypted858.txt,40541,5974,1491,17846,0
/root/Desktop/final Project/DATASET 1800 files/Unencrypted/Unencrypted280.txt,15747,2422,455,6970,0
/root/Desktop/final Project/DATASET 1800 files/Unencrypted/Unencrypted121.txt,15584,2244,545,7002,0
/root/Desktop/final Project/DATASET 1800 files/Unencrypted/Unencrypted558.txt,27084,3699,975,12076,0
/root/Desktop/final Project/DATASET 1800 files/Unencrypted/Unencrypted107.txt,22092,3258,839,9524,0
/root/Desktop/final Project/DATASET 1800 files/Unencrypted/Unencrypted716.txt,32058,4377,1181,14166,0
/root/Desktop/final Project/DATASET 1800 files/Unencrypted/Unencrypted41.txt,13431,1815,487,6028,0
/root/Desktop/final Project/DATASET 1800 files/Unencrypted/Unencrypted114.txt,31587,4547,1085,13974,0
/root/Desktop/final Project/DATASET 1800 files/Unencrypted/Unencrypted563.txt,34185,5058,1276,14904,0
/root/Desktop/final Project/DATASET 1800 files/Unencrypted/Unencrypted188.txt,19629,2801,667,8812,0
/root/Desktop/final Project/DATASET 1800 files/Unencrypted/Unencrypted758.txt,18046,2476,669,8052,0
/root/Desktop/final Project/DATASET 1800 files/Unencrypted/Unencrypted777.txt,24510,3376,877,10944,0
/root/Desktop/final Project/DATASET 1800 files/Unencrypted/Unencrypted379.txt,23603,3524,726,10388,0
/root/Desktop/final Project/DATASET 1800 files/Unencrypted/Unencrypted807.txt,19515,3015,574,8597,0
/root/Desktop/final Project/DATASET 1800 files/Unencrypted/Unencrypted818.txt,29212,4349,947,12921,0
/root/Desktop/final Project/DATASET 1800 files/Unencrypted/Unencrypted470.txt,29982,4341,983,13414,0
/root/Desktop/final Project/DATASET 1800 files/Unencrypted/Unencrypted835.txt,31108,4638,1160,13684,0
/root/Desktop/final Project/DATASET 1800 files/Unencrypted/Unencrypted402.txt,29148,4017,1043,13006,0
/root/Desktop/final Project/DATASET 1800 files/Unencrypted/Unencrypted628.txt,33497,4888,1127,14799,0
/root/Desktop/final Project/DATASET 1800 files/Unencrypted/Unencrypted48.txt,19090,2665,661,8564,0
/root/Desktop/final Project/DATASET 1800 files/Unencrypted/Unencrypted396.txt,20131,2965,733,8933,0
/root/Desktop/final Project/DATASET 1800 files/Unencrypted/Unencrypted647.txt,33601,4801,1239,14675,0
/root/Desktop/final Project/DATASET 1800 files/Unencrypted/Unencrypted469.txt,32434,4817,1226,14212,0
/root/Desktop/final Project/DATASET 1800 files/Unencrypted/Unencrypted147.txt,32765,4881,1060,14551,0
/root/Desktop/final Project/DATASET 1800 files/Unencrypted/Unencrypted803.txt,32916,4883,1080,14610,0
/root/Desktop/final Project/DATASET 1800 files/Unencrypted/Unencrypted2.txt,22169,3364,834,9766,0
/root/Desktop/final Project/DATASET 1800 files/Unencrypted/Unencrypted248.txt,19750,2648,719,8660,0
/root/Desktop/final Project/DATASET 1800 files/Unencrypted/Unencrypted487.txt,32899,4917,1239,14299,0
/root/Desktop/final Project/DATASET 1800 files/Unencrypted/Unencrypted462.txt,22549,3173,756,10167,0
/root/Desktop/final Project/DATASET 1800 files/Unencrypted/Unencrypted839.txt,19483,2988,757,8394,0
/root/Desktop/final Project/DATASET 1800 files/Unencrypted/Unencrypted317.txt,31518,4699,1200,13766,0
/root/Desktop/final Project/DATASET 1800 files/Unencrypted/Unencrypted204.txt,33726,5013,1098,14988,0
/root/Desktop/final Project/DATASET 1800 files/Unencrypted/Unencrypted644.txt,29710,4313,1058,13236,0
/root/Desktop/final Project/DATASET 1800 files/Unencrypted/Unencrypted427.txt,27534,4101,904,12252,0
/root/Desktop/final Project/DATASET 1800 files/Unencrypted/Unencrypted168.txt,31167,4641,1174,13531,0
/root/Desktop/final Project/DATASET 1800 files/Unencrypted/Unencrypted519.txt,22707,3211,799,10183,0
/root/Desktop/final Project/DATASET 1800 files/Unencrypted/Unencrypted53.txt,28720,4103,958,12905,0
/root/Desktop/final Project/DATASET 1800 files/Unencrypted/Unencrypted38.txt,26454,3667,927,11916,0
/root/Desktop/final Project/DATASET 1800 files/Unencrypted/Unencrypted805.txt,32138,4781,1217,14034,0
/root/Desktop/final Project/DATASET 1800 files/Unencrypted/Unencrypted112.txt,17342,2371,599,7781,0
/root/Desktop/final Project/DATASET 1800 files/Unencrypted/Unencrypted37.txt,25714,3886,982,11109,0
/root/Desktop/final Project/DATASET 1800 files/Unencrypted/Unencrypted336.txt,32595,4821,1027,14434,0
/root/Desktop/final Project/DATASET 1800 files/Unencrypted/Unencrypted220.txt,22279,3152,742,10029,0
/root/Desktop/final Project/DATASET 1800 files/Unencrypted/Unencrypted859.txt,34755,5098,1117,15430,0
/root/Desktop/final Project/DATASET 1800 files/Unencrypted/Unencrypted61.txt,22073,3424,667,9743,0
/root/Desktop/final Project/DATASET 1800 files/Unencrypted/Unencrypted606.txt,26421,3949,990,11422,0
/root/Desktop/final Project/DATASET 1800 files/Unencrypted/Unencrypted422.txt,13724,1918,487,6128,0
/root/Desktop/final Project/DATASET 1800 files/Unencrypted/Unencrypted253.txt,19345,2603,698,8489,0
/root/Desktop/final Project/DATASET 1800 files/Unencrypted/Unencrypted438.txt,16054,2173,558,7230,0
/root/Desktop/final Project/DATASET 1800 files/Unencrypted/Unencrypted833.txt,22841,3397,702,10037,0
/root/Desktop/final Project/DATASET 1800 files/Unencrypted/Unencrypted770.txt,20993,2793,791,9191,0
/root/Desktop/final Project/DATASET 1800 files/Unencrypted/Unencrypted732.txt,36685,5304,1313,16313,0
/root/Desktop/final Project/DATASET 1800 files/Unencrypted/Unencrypted164.txt,20517,2794,738,9020,0
/root/Desktop/final Project/DATASET 1800 files/Unencrypted/Unencrypted12.txt,32864,4876,1077,14586,0
/root/Desktop/final Project/DATASET 1800 files/Unencrypted/Unencrypted595.txt,25375,3815,758,11203,0
/root/Desktop/final Project/DATASET 1800 files/Unencrypted/Unencrypted221.txt,35740,5233,1192,15813,0
/root/Desktop/final Project/DATASET 1800 files/Unencrypted/Unencrypted665.txt,25485,3518,957,11136,0
/root/Desktop/final Project/DATASET 1800 files/Unencrypted/Unencrypted505.txt,18793,2561,660,8327,0
/root/Desktop/final Project/DATASET 1800 files/Unencrypted/Unencrypted57.txt,26841,3995,880,11950,0
/root/Desktop/final Project/DATASET 1800 files/Unencrypted/Unencrypted180.txt,13945,2074,452,6274,0
/root/Desktop/final Project/DATASET 1800 files/Unencrypted/Unencrypted508.txt,15262,2398,453,6651,0
/root/Desktop/final Project/DATASET 1800 files/Unencrypted/Unencrypted686.txt,23037,3131,859,10077,0
/root/Desktop/final Project/DATASET 1800 files/Unencrypted/Unencrypted234.txt,25359,3505,863,11425,0
/root/Desktop/final Project/DATASET 1800 files/Unencrypted/Unencrypted488.txt,18499,2503,646,8314,0
/root/Desktop/final Project/DATASET 1800 files/Unencrypted/Unencrypted886.txt,21622,3066,815,9422,0
/root/Desktop/final Project/DATASET 1800 files/Unencrypted/Unencrypted314.txt,31341,4667,1166,13786,0
/root/Desktop/final Project/DATASET 1800 files/Unencrypted/Unencrypted620.txt,26310,3929,849,11625,0
/root/Desktop/final Project/DATASET 1800 files/Unencrypted/Unencrypted272.txt,12439,1869,394,5583,0
/root/Desktop/final Project/DATASET 1800 files/Unencrypted/Unencrypted750.txt,17882,2653,566,7864,0
/root/Desktop/final Project/DATASET 1800 files/Unencrypted/Unencrypted554.txt,30646,4295,1154,13380,0
/root/Desktop/final Project/DATASET 1800 files/Unencrypted/Unencrypted430.txt,21400,2946,736,9617,0
/root/Desktop/final Project/DATASET 1800 files/Unencrypted/Unencrypted552.txt,32757,4873,1069,14553,0
/root/Desktop/final Project/DATASET 1800 files/Unencrypted/Unencrypted661.txt,29023,4102,1100,12659,0
/root/Desktop/final Project/DATASET 1800 files/Unencrypted/Unencrypted544.txt,29758,4141,1041,13390,0
/root/Desktop/final Project/DATASET 1800 files/Unencrypted/Unencrypted533.txt,19840,2903,705,8839,0
/root/Desktop/final Project/DATASET 1800 files/Unencrypted/Unencrypted594.txt,37448,5417,1351,16680,0
/root/Desktop/final Project/DATASET 1800 files/Unencrypted/Unencrypted196.txt,24593,3780,753,10862,0
/root/Desktop/final Project/DATASET 1800 files/Unencrypted/Unencrypted366.txt,24022,3456,836,10702,0
/root/Desktop/final Project/DATASET 1800 files/Unencrypted/Unencrypted822.txt,16970,2641,512,7444,0
/root/Desktop/final Project/DATASET 1800 files/Unencrypted/Unencrypted195.txt,27614,3939,975,12348,0
/root/Desktop/final Project/DATASET 1800 files/Unencrypted/Unencrypted62.txt,26678,3642,977,11906,0
/root/Desktop/final Project/DATASET 1800 files/Unencrypted/Unencrypted780.txt,23432,3607,718,10352,0
/root/Desktop/final Project/DATASET 1800 files/Unencrypted/Unencrypted226.txt,39669,5758,1449,17439,0
/root/Desktop/final Project/DATASET 1800 files/Unencrypted/Unencrypted541.txt,30459,4282,1026,13714,0
/root/Desktop/final Project/DATASET 1800 files/Unencrypted/Unencrypted691.txt,33140,4895,1260,14411,0
/root/Desktop/final Project/DATASET 1800 files/Unencrypted/Unencrypted398.txt,29668,4430,973,13103,0
/root/Desktop/final Project/DATASET 1800 files/Unencrypted/Unencrypted512.txt,29255,4145,982,13152,0
/root/Desktop/final Project/DATASET 1800 files/Unencrypted/Unencrypted737.txt,31895,4728,1036,14107,0
/root/Desktop/final Project/DATASET 1800 files/Unencrypted/Unencrypted815.txt,25002,3708,833,11058,0
/root/Desktop/final Project/DATASET 1800 files/Unencrypted/Unencrypted388.txt,17708,2489,626,7935,0
/root/Desktop/final Project/DATASET 1800 files/Unencrypted/Unencrypted301.txt,35688,5168,1340,15535,0
/root/Desktop/final Project/DATASET 1800 files/Unencrypted/Unencrypted10.txt,16707,2519,611,7385,0
/root/Desktop/final Project/DATASET 1800 files/Unencrypted/Unencrypted577.txt,27262,3916,915,12225,0
/root/Desktop/final Project/DATASET 1800 files/Unencrypted/Unencrypted412.txt,35052,4976,1226,15525,0
/root/Desktop/final Project/DATASET 1800 files/Unencrypted/Unencrypted623.txt,28945,4377,938,12847,0
/root/Desktop/final Project/DATASET 1800 files/Unencrypted/Unencrypted673.txt,36101,5342,1364,15744,0
/root/Desktop/final Project/DATASET 1800 files/Unencrypted/Unencrypted711.txt,26989,3729,947,12157,0
/root/Desktop/final Project/DATASET 1800 files/Unencrypted/Unencrypted238.txt,32015,4795,1027,14211,0
/root/Desktop/final Project/DATASET 1800 files/Unencrypted/Unencrypted878.txt,17821,2505,651,7753,0
/root/Desktop/final Project/DATASET 1800 files/Unencrypted/Unencrypted610.txt,19530,2903,736,8430,0
/root/Desktop/final Project/DATASET 1800 files/Unencrypted/Unencrypted342.txt,36648,5280,1373,15964,0
/root/Desktop/final Project/DATASET 1800 files/Unencrypted/Unencrypted824.txt,33404,4922,1273,14532,0
/root/Desktop/final Project/DATASET 1800 files/Unencrypted/Unencrypted218.txt,34782,4893,1308,15294,0
/root/Desktop/final Project/DATASET 1800 files/Unencrypted/Unencrypted531.txt,20814,3101,673,9158,0
/root/Desktop/final Project/DATASET 1800 files/Unencrypted/Unencrypted54.txt,23831,3580,779,10522,0
/root/Desktop/final Project/DATASET 1800 files/Unencrypted/Unencrypted560.txt,20313,2814,701,9165,0
/root/Desktop/final Project/DATASET 1800 files/Unencrypted/Unencrypted415.txt,18355,2667,637,8179,0
/root/Desktop/final Project/DATASET 1800 files/Unencrypted/Unencrypted634.txt,30289,4240,1085,13586,0
/root/Desktop/final Project/DATASET 1800 files/Unencrypted/Unencrypted135.txt,29938,4126,1066,13366,0
/root/Desktop/final Project/DATASET 1800 files/Unencrypted/Unencrypted103.txt,16775,2404,631,7254,0
/root/Desktop/final Project/DATASET 1800 files/Unencrypted/Unencrypted156.txt,32559,4566,1206,14333,0
/root/Desktop/final Project/DATASET 1800 files/Unencrypted/Unencrypted517.txt,21560,3194,731,9517,0
/root/Desktop/final Project/DATASET 1800 files/Unencrypted/Unencrypted237.txt,38589,5680,1415,17001,0
/root/Desktop/final Project/DATASET 1800 files/Unencrypted/Unencrypted108.txt,24712,3563,867,11029,0
/root/Desktop/final Project/DATASET 1800 files/Unencrypted/Unencrypted564.txt,17941,2461,618,8063,0
/root/Desktop/final Project/DATASET 1800 files/Unencrypted/Unencrypted697.txt,26448,3944,880,11686,0
/root/Desktop/final Project/DATASET 1800 files/Unencrypted/Unencrypted75.txt,38453,5654,1431,16806,0
/root/Desktop/final Project/DATASET 1800 files/Unencrypted/Unencrypted288.txt,20193,3105,617,8960,0
/root/Desktop/final Project/DATASET 1800 files/Unencrypted/Unencrypted47.txt,26095,3839,981,11310,0
/root/Desktop/final Project/DATASET 1800 files/Unencrypted/Unencrypted698.txt,35104,5038,1306,15320,0
/root/Desktop/final Project/DATASET 1800 files/Unencrypted/Unencrypted892.txt,36655,5283,1306,16347,0
/root/Desktop/final Project/DATASET 1800 files/Unencrypted/Unencrypted330.txt,33133,4670,1224,14580,0
/root/Desktop/final Project/DATASET 1800 files/Unencrypted/Unencrypted593.txt,24966,3485,952,10895,0
/root/Desktop/final Project/DATASET 1800 files/Unencrypted/Unencrypted332.txt,25265,3710,843,11334,0
/root/Desktop/final Project/DATASET 1800 files/Unencrypted/Unencrypted279.txt,32423,4622,1155,14508,0
/root/Desktop/final Project/DATASET 1800 files/Unencrypted/Unencrypted110.txt,25272,3491,903,11272,0
/root/Desktop/final Project/DATASET 1800 files/Unencrypted/Unencrypted105.txt,26530,4021,818,11757,0
/root/Desktop/final Project/DATASET 1800 files/Unencrypted/Unencrypted658.txt,35180,5068,1319,15333,0
/root/Desktop/final Project/DATASET 1800 files/Unencrypted/Unencrypted735.txt,29261,4386,1098,12673,0
/root/Desktop/final Project/DATASET 1800 files/Unencrypted/Unencrypted746.txt,30966,4419,1072,13747,0
/root/Desktop/final Project/DATASET 1800 files/Unencrypted/Unencrypted394.txt,27386,3859,973,12185,0
/root/Desktop/final Project/DATASET 1800 files/Unencrypted/Unencrypted229.txt,23202,3425,886,10006,0
/root/Desktop/final Project/DATASET 1800 files/Unencrypted/Unencrypted724.txt,39520,5764,1465,17297,0
/root/Desktop/final Project/DATASET 1800 files/Unencrypted/Unencrypted524.txt,30794,4618,1008,13631,0
/root/Desktop/final Project/DATASET 1800 files/Unencrypted/Unencrypted444.txt,25530,3647,898,11313,0
/root/Desktop/final Project/DATASET 1800 files/Unencrypted/Unencrypted296.txt,17851,2750,537,7916,0
/root/Desktop/final Project/DATASET 1800 files/Unencrypted/Unencrypted249.txt,18902,2966,734,8193,0
/root/Desktop/final Project/DATASET 1800 files/Unencrypted/Unencrypted880.txt,22046,3229,731,9880,0
/root/Desktop/final Project/DATASET 1800 files/Unencrypted/Unencrypted557.txt,13923,2165,413,6073,0
/root/Desktop/final Project/DATASET 1800 files/Unencrypted/Unencrypted125.txt,24292,3334,836,10935,0
/root/Desktop/final Project/DATASET 1800 files/Unencrypted/Unencrypted20.txt,32864,4876,1077,14586,0
/root/Desktop/final Project/DATASET 1800 files/Unencrypted/Unencrypted129.txt,23128,3380,789,10362,0
/root/Desktop/final Project/DATASET 1800 files/Unencrypted/Unencrypted325.txt,28577,4021,962,12865,0
/root/Desktop/final Project/DATASET 1800 files/Unencrypted/Unencrypted239.txt,13292,1889,487,5930,0
/root/Desktop/final Project/DATASET 1800 files/Unencrypted/Unencrypted227.txt,31817,4791,1031,14091,0
/root/Desktop/final Project/DATASET 1800 files/Unencrypted/Unencrypted307.txt,14512,2071,533,6506,0
/root/Desktop/final Project/DATASET 1800 files/Unencrypted/Unencrypted580.txt,15233,2405,590,6599,0
/root/Desktop/final Project/DATASET 1800 files/Unencrypted/Unencrypted376.txt,16602,2288,628,7419,0
/root/Desktop/final Project/DATASET 1800 files/Unencrypted/Unencrypted19.txt,29380,4103,1037,13187,0
/root/Desktop/final Project/DATASET 1800 files/Unencrypted/Unencrypted399.txt,20999,2830,787,9211,0
/root/Desktop/final Project/DATASET 1800 files/Unencrypted/Unencrypted853.txt,17806,2460,671,7981,0
/root/Desktop/final Project/DATASET 1800 files/Unencrypted/Unencrypted549.txt,20319,3047,653,8942,0
/root/Desktop/final Project/DATASET 1800 files/Unencrypted/Unencrypted463.txt,26775,4001,869,11824,0
/root/Desktop/final Project/DATASET 1800 files/Unencrypted/Unencrypted70.txt,19493,2583,729,8539,0
/root/Desktop/final Project/DATASET 1800 files/Unencrypted/Unencrypted333.txt,19790,2909,661,8711,0
/root/Desktop/final Project/DATASET 1800 files/Unencrypted/Unencrypted358.txt,28421,3939,991,12801,0
