name of file ,feature 1 , feature 2 , feature 3 , feature 4, result
all ASCII\Unencrypted1055.txt,2639,468,202,1097,0
all ASCII\Unencrypted1056.txt,7430,1344,494,3251,0
all ASCII\Unencrypted1057.txt,1548,338,122,722,0
all ASCII\Unencrypted1058.txt,1507,304,106,639,0
all ASCII\Unencrypted1059.txt,7862,1206,1524,3000,0
all ASCII\Unencrypted106.txt,2657,1391,587,390,0
all ASCII\Unencrypted1060.txt,3826,312,645,1650,0
all ASCII\Unencrypted1061.txt,2032,261,242,885,0
all ASCII\Unencrypted1062.txt,5720,733,903,2387,0
all ASCII\Unencrypted1063.txt,11496,1211,1931,4609,0
all ASCII\Unencrypted1064.txt,8201,869,1454,3198,0
all ASCII\Unencrypted1065.txt,4220,424,642,1781,0
all ASCII\Unencrypted1066.txt,8811,807,1268,4012,0
all ASCII\Unencrypted1067.txt,7462,1446,1402,2788,0
all ASCII\Unencrypted1068.txt,1843,241,397,646,0
all ASCII\Unencrypted1069.txt,3249,1682,651,735,0
all ASCII\Unencrypted107.txt,4661,2292,887,584,0
all ASCII\Unencrypted1070.txt,9513,1853,502,3093,0
all ASCII\Unencrypted1071.txt,9492,1821,480,3012,0
all ASCII\Unencrypted1072.txt,7804,1420,376,2496,0
all ASCII\Unencrypted1073.txt,7236,1381,387,2370,0
all ASCII\Unencrypted1074.txt,6866,1292,408,2219,0
all ASCII\Unencrypted1075.txt,3242,643,180,1098,0
all ASCII\Unencrypted1076.txt,7281,1362,426,2457,0
all ASCII\Unencrypted1077.txt,2100,364,102,695,0
all ASCII\Unencrypted1078.txt,10805,2019,587,3710,0
all ASCII\Unencrypted1079.txt,10973,1992,559,3683,0
all ASCII\Unencrypted108.txt,5006,2021,894,887,0
all ASCII\Unencrypted1080.txt,7728,1873,793,2467,0
all ASCII\Unencrypted1081.txt,1668,701,315,272,0
all ASCII\Unencrypted1082.txt,7176,3055,1286,1161,0
all ASCII\Unencrypted1083.txt,3579,1670,691,541,0
all ASCII\Unencrypted1084.txt,6031,2787,1179,939,0
all ASCII\Unencrypted1085.txt,6281,3062,1225,798,0
all ASCII\Unencrypted1086.txt,3180,1430,615,489,0
all ASCII\Unencrypted1087.txt,5620,2629,1063,772,0
all ASCII\Unencrypted1088.txt,2191,967,433,319,0
all ASCII\Unencrypted1089.txt,6157,2867,1197,889,0
all ASCII\Unencrypted109.txt,3882,1613,686,713,0
all ASCII\Unencrypted1090.txt,7510,3442,1547,1088,0
all ASCII\Unencrypted1091.txt,5580,2571,1062,749,0
all ASCII\Unencrypted1092.txt,6228,3004,1235,849,0
all ASCII\Unencrypted1093.txt,3760,1687,701,562,0
all ASCII\Unencrypted1094.txt,2218,1096,468,290,0
all ASCII\Unencrypted1095.txt,8007,3869,1532,1192,0
all ASCII\Unencrypted1096.txt,5933,2813,1142,784,0
all ASCII\Unencrypted1097.txt,7163,3347,1466,1029,0
all ASCII\Unencrypted1098.txt,4865,2480,951,654,0
all ASCII\Unencrypted1099.txt,5059,2418,964,714,0
all ASCII\Unencrypted11.txt,3231,598,215,1408,0
all ASCII\Unencrypted110.txt,3530,1751,685,452,0
all ASCII\Unencrypted1100.txt,7017,3087,1276,1104,0
all ASCII\Unencrypted1101.txt,3881,1764,757,546,0
all ASCII\Unencrypted1102.txt,4104,1933,820,633,0
all ASCII\Unencrypted1103.txt,5152,2402,973,677,0
all ASCII\Unencrypted1104.txt,2036,1033,443,317,0
all ASCII\Unencrypted1105.txt,7903,3674,1550,1202,0
all ASCII\Unencrypted1106.txt,7250,3266,1302,1113,0
all ASCII\Unencrypted1107.txt,877,379,142,189,0
all ASCII\Unencrypted1108.txt,1269,585,229,206,0
all ASCII\Unencrypted1109.txt,2163,1064,414,265,0
all ASCII\Unencrypted111.txt,1287,784,204,156,0
all ASCII\Unencrypted1110.txt,4420,2124,803,626,0
all ASCII\Unencrypted1111.txt,2870,1216,542,495,0
all ASCII\Unencrypted1112.txt,4466,1967,898,668,0
all ASCII\Unencrypted1113.txt,5685,2581,1113,810,0
all ASCII\Unencrypted1114.txt,2541,1121,484,425,0
all ASCII\Unencrypted1115.txt,4868,2050,917,812,0
all ASCII\Unencrypted1116.txt,4000,1818,866,547,0
all ASCII\Unencrypted1117.txt,6548,3057,1343,931,0
all ASCII\Unencrypted1118.txt,3605,1696,739,502,0
all ASCII\Unencrypted1119.txt,949,382,162,178,0
all ASCII\Unencrypted112.txt,1539,479,245,453,0
all ASCII\Unencrypted1120.txt,4408,2131,902,591,0
all ASCII\Unencrypted1121.txt,3126,1548,653,433,0
all ASCII\Unencrypted1122.txt,7129,3286,1422,1052,0
all ASCII\Unencrypted1123.txt,7239,3418,1415,1044,0
all ASCII\Unencrypted1124.txt,3862,2081,849,505,0
all ASCII\Unencrypted1125.txt,1580,773,340,197,0
all ASCII\Unencrypted1126.txt,4312,1896,801,652,0
all ASCII\Unencrypted1127.txt,3776,1707,725,607,0
all ASCII\Unencrypted1128.txt,5222,2417,972,829,0
all ASCII\Unencrypted1129.txt,646,300,114,63,0
all ASCII\Unencrypted113.txt,5968,3435,1371,1130,0
all ASCII\Unencrypted1130.txt,7438,3653,1438,1109,0
all ASCII\Unencrypted1131.txt,5454,2566,1025,760,0
all ASCII\Unencrypted1132.txt,2027,940,371,314,0
all ASCII\Unencrypted1133.txt,4165,1717,854,689,0
all ASCII\Unencrypted1134.txt,4238,2091,837,524,0
all ASCII\Unencrypted1135.txt,2323,1059,423,376,0
all ASCII\Unencrypted1136.txt,6376,2908,1220,881,0
all ASCII\Unencrypted1137.txt,2328,950,429,364,0
all ASCII\Unencrypted1138.txt,4386,2022,794,701,0
all ASCII\Unencrypted1139.txt,5586,2637,1059,788,0
all ASCII\Unencrypted114.txt,4475,3268,880,474,0
all ASCII\Unencrypted1140.txt,2487,1143,511,392,0
all ASCII\Unencrypted1141.txt,8038,3770,1571,1100,0
all ASCII\Unencrypted1142.txt,4867,2286,938,648,0
all ASCII\Unencrypted1143.txt,4257,2054,789,542,0
all ASCII\Unencrypted1144.txt,5443,2575,1058,690,0
all ASCII\Unencrypted1145.txt,6477,3169,1305,968,0
all ASCII\Unencrypted1146.txt,2350,1128,500,318,0
all ASCII\Unencrypted1147.txt,1263,607,216,171,0
all ASCII\Unencrypted1148.txt,3129,1480,571,411,0
all ASCII\Unencrypted1149.txt,3110,1314,571,586,0
all ASCII\Unencrypted115.txt,1445,1116,299,121,0
all ASCII\Unencrypted1150.txt,7192,3136,1296,1190,0
all ASCII\Unencrypted1151.txt,4515,1914,773,925,0
all ASCII\Unencrypted1152.txt,4710,2885,1131,829,0
all ASCII\Unencrypted1153.txt,1998,1305,427,293,0
all ASCII\Unencrypted1154.txt,4962,3757,986,448,0
all ASCII\Unencrypted1155.txt,2061,1315,463,271,0
all ASCII\Unencrypted1156.txt,612,391,146,89,0
all ASCII\Unencrypted1157.txt,2877,2047,382,190,0
all ASCII\Unencrypted1158.txt,1291,1217,163,52,0
all ASCII\Unencrypted1159.txt,8363,3169,529,2954,0
all ASCII\Unencrypted116.txt,1698,1066,397,214,0
all ASCII\Unencrypted1160.txt,2969,362,79,1408,0
all ASCII\Unencrypted1161.txt,8175,1088,291,3996,0
all ASCII\Unencrypted1162.txt,3843,484,132,1892,0
all ASCII\Unencrypted1163.txt,1644,291,54,777,0
all ASCII\Unencrypted1164.txt,7616,1175,439,3603,0
all ASCII\Unencrypted1165.txt,880,175,95,392,0
all ASCII\Unencrypted1166.txt,955,209,78,378,0
all ASCII\Unencrypted1167.txt,7125,1431,467,2817,0
all ASCII\Unencrypted1168.txt,7249,1272,488,3236,0
all ASCII\Unencrypted1169.txt,6087,1389,656,2492,0
all ASCII\Unencrypted117.txt,5313,3981,801,412,0
all ASCII\Unencrypted1170.txt,7980,905,1551,3127,0
all ASCII\Unencrypted1171.txt,4661,495,645,2044,0
all ASCII\Unencrypted1172.txt,10629,1199,1765,4392,0
all ASCII\Unencrypted1173.txt,9888,1081,1662,3870,0
all ASCII\Unencrypted1174.txt,3049,301,564,1210,0
all ASCII\Unencrypted1175.txt,10411,1008,1519,4501,0
all ASCII\Unencrypted1176.txt,1911,185,279,841,0
all ASCII\Unencrypted1177.txt,10624,1773,1925,4154,0
all ASCII\Unencrypted1178.txt,2650,1337,688,540,0
all ASCII\Unencrypted1179.txt,1703,536,159,536,0
all ASCII\Unencrypted118.txt,2158,2018,273,82,0
all ASCII\Unencrypted1180.txt,6914,1359,346,2274,0
all ASCII\Unencrypted1181.txt,4710,898,258,1484,0
all ASCII\Unencrypted1182.txt,7494,1439,383,2403,0
all ASCII\Unencrypted1183.txt,10670,1954,492,3400,0
all ASCII\Unencrypted1184.txt,5207,1015,313,1715,0
all ASCII\Unencrypted1185.txt,9456,1785,544,3109,0
all ASCII\Unencrypted1186.txt,5545,1045,339,1904,0
all ASCII\Unencrypted1187.txt,6094,1072,309,2085,0
all ASCII\Unencrypted1188.txt,5665,1080,310,1926,0
all ASCII\Unencrypted1189.txt,3292,670,188,1122,0
all ASCII\Unencrypted119.txt,6955,1371,309,3140,0
all ASCII\Unencrypted1190.txt,3693,674,207,1237,0
all ASCII\Unencrypted1191.txt,7743,1367,378,2603,0
all ASCII\Unencrypted1192.txt,7752,2308,1034,2135,0
all ASCII\Unencrypted1193.txt,1253,597,233,174,0
all ASCII\Unencrypted1194.txt,5426,2273,970,914,0
all ASCII\Unencrypted1195.txt,6395,2794,1186,1065,0
all ASCII\Unencrypted1196.txt,1081,572,264,133,0
all ASCII\Unencrypted1197.txt,3050,1386,605,445,0
all ASCII\Unencrypted1198.txt,2159,1063,396,263,0
all ASCII\Unencrypted1199.txt,4573,2172,876,621,0
all ASCII\Unencrypted12.txt,7656,1570,997,3100,0
all ASCII\Unencrypted120.txt,9461,1215,312,4629,0
all ASCII\Unencrypted1200.txt,1756,876,373,224,0
all ASCII\Unencrypted1201.txt,1943,974,397,262,0
all ASCII\Unencrypted1202.txt,908,436,159,131,0
all ASCII\Unencrypted1203.txt,595,274,100,72,0
all ASCII\Unencrypted1204.txt,4612,2028,893,680,0
all ASCII\Unencrypted1205.txt,5416,2546,1063,815,0
all ASCII\Unencrypted1206.txt,3163,1481,618,402,0
all ASCII\Unencrypted1207.txt,7074,3231,1405,993,0
all ASCII\Unencrypted1208.txt,3788,1743,745,534,0
all ASCII\Unencrypted1209.txt,2751,1275,536,413,0
all ASCII\Unencrypted121.txt,7476,1096,283,3595,0
all ASCII\Unencrypted1210.txt,1174,591,227,126,0
all ASCII\Unencrypted1211.txt,3849,1801,736,555,0
all ASCII\Unencrypted1212.txt,7845,3654,1528,1203,0
all ASCII\Unencrypted1213.txt,5336,2630,1040,691,0
all ASCII\Unencrypted1214.txt,4621,2249,912,643,0
all ASCII\Unencrypted1215.txt,7247,3385,1480,1025,0
all ASCII\Unencrypted1216.txt,5564,2743,1064,791,0
all ASCII\Unencrypted1217.txt,3499,1697,655,464,0
all ASCII\Unencrypted1218.txt,7709,3477,1447,1203,0
all ASCII\Unencrypted1219.txt,6855,3116,1324,969,0
all ASCII\Unencrypted122.txt,2120,281,68,1083,0
all ASCII\Unencrypted1220.txt,6617,3129,1273,916,0
all ASCII\Unencrypted1221.txt,5632,2637,1113,881,0
all ASCII\Unencrypted1222.txt,2666,1275,583,388,0
all ASCII\Unencrypted1223.txt,1648,812,300,259,0
all ASCII\Unencrypted1224.txt,3437,1583,613,497,0
all ASCII\Unencrypted1225.txt,4439,1950,787,723,0
all ASCII\Unencrypted1226.txt,2315,1081,426,372,0
all ASCII\Unencrypted1227.txt,6705,3175,1228,948,0
all ASCII\Unencrypted1228.txt,526,234,100,93,0
all ASCII\Unencrypted1229.txt,5401,2368,1064,852,0
all ASCII\Unencrypted123.txt,4763,747,326,2187,0
all ASCII\Unencrypted1230.txt,2977,1353,565,397,0
all ASCII\Unencrypted1231.txt,5168,2311,1016,751,0
all ASCII\Unencrypted1232.txt,2495,997,485,507,0
all ASCII\Unencrypted1233.txt,6996,3144,1433,1011,0
all ASCII\Unencrypted1234.txt,5795,2736,1199,832,0
all ASCII\Unencrypted1235.txt,6055,2697,1194,904,0
all ASCII\Unencrypted1236.txt,1014,463,192,157,0
all ASCII\Unencrypted1237.txt,3259,1676,687,387,0
all ASCII\Unencrypted1238.txt,5650,2652,1093,848,0
all ASCII\Unencrypted1239.txt,2945,1402,646,428,0
all ASCII\Unencrypted124.txt,5049,1063,377,2080,0
all ASCII\Unencrypted1240.txt,3732,1695,699,502,0
all ASCII\Unencrypted1241.txt,3750,1769,747,543,0
all ASCII\Unencrypted1242.txt,6703,3502,1435,883,0
all ASCII\Unencrypted1243.txt,1411,596,265,243,0
all ASCII\Unencrypted1244.txt,2739,1217,513,388,0
all ASCII\Unencrypted1245.txt,1429,672,300,217,0
all ASCII\Unencrypted1246.txt,6834,3036,1249,1132,0
all ASCII\Unencrypted1247.txt,4333,2054,810,689,0
all ASCII\Unencrypted1248.txt,2542,1286,455,285,0
all ASCII\Unencrypted1249.txt,5528,2714,1118,772,0
all ASCII\Unencrypted125.txt,5547,994,383,2284,0
all ASCII\Unencrypted1250.txt,7206,3151,1416,1159,0
all ASCII\Unencrypted1251.txt,719,324,132,104,0
all ASCII\Unencrypted1252.txt,6386,3046,1224,876,0
all ASCII\Unencrypted1253.txt,821,399,151,105,0
all ASCII\Unencrypted1254.txt,660,323,124,88,0
all ASCII\Unencrypted1255.txt,1597,742,301,235,0
all ASCII\Unencrypted1256.txt,6887,3033,1309,978,0
all ASCII\Unencrypted1257.txt,3515,1606,636,593,0
all ASCII\Unencrypted1258.txt,4698,2227,911,706,0
all ASCII\Unencrypted1259.txt,1906,931,373,209,0
all ASCII\Unencrypted126.txt,5093,937,338,2235,0
all ASCII\Unencrypted1260.txt,4756,2209,969,678,0
all ASCII\Unencrypted1261.txt,4683,2157,875,667,0
all ASCII\Unencrypted1262.txt,5478,2548,1068,732,0
all ASCII\Unencrypted1263.txt,837,401,146,99,0
all ASCII\Unencrypted1264.txt,4459,2260,835,544,0
all ASCII\Unencrypted1265.txt,5760,2591,1163,820,0
all ASCII\Unencrypted1266.txt,2671,1302,479,405,0
all ASCII\Unencrypted1267.txt,3721,1952,810,485,0
all ASCII\Unencrypted1268.txt,6744,3069,1244,990,0
all ASCII\Unencrypted1269.txt,1358,518,236,284,0
all ASCII\Unencrypted127.txt,3184,681,237,1374,0
all ASCII\Unencrypted1270.txt,7685,3367,1379,1233,0
all ASCII\Unencrypted1271.txt,6757,3394,1360,1432,0
all ASCII\Unencrypted1272.txt,2034,1321,475,265,0
all ASCII\Unencrypted1273.txt,800,523,166,144,0
all ASCII\Unencrypted1274.txt,1438,849,300,224,0
all ASCII\Unencrypted1275.txt,1574,1203,311,137,0
all ASCII\Unencrypted1276.txt,1869,1560,376,125,0
all ASCII\Unencrypted1277.txt,2287,1558,490,250,0
all ASCII\Unencrypted1278.txt,4699,3328,760,408,0
all ASCII\Unencrypted1279.txt,883,825,107,37,0
all ASCII\Unencrypted128.txt,11183,1673,1984,4366,0
all ASCII\Unencrypted1280.txt,2700,2521,352,104,0
all ASCII\Unencrypted1281.txt,1976,164,65,1014,0
all ASCII\Unencrypted1282.txt,11276,1361,380,5562,0
all ASCII\Unencrypted1283.txt,7776,1124,252,3752,0
all ASCII\Unencrypted1284.txt,2109,370,91,986,0
all ASCII\Unencrypted1285.txt,3797,544,148,1894,0
all ASCII\Unencrypted1286.txt,2031,313,163,914,0
all ASCII\Unencrypted1287.txt,7399,1519,545,3047,0
all ASCII\Unencrypted1288.txt,6538,1146,452,2762,0
all ASCII\Unencrypted1289.txt,7821,1590,562,3404,0
all ASCII\Unencrypted129.txt,9679,1134,1427,4151,0
all ASCII\Unencrypted1290.txt,1897,448,390,642,0
all ASCII\Unencrypted1291.txt,6062,666,1219,2376,0
all ASCII\Unencrypted1292.txt,9225,1051,1326,4003,0
all ASCII\Unencrypted1293.txt,2095,262,386,828,0
all ASCII\Unencrypted1294.txt,2093,217,346,886,0
all ASCII\Unencrypted1295.txt,6556,664,1133,2599,0
all ASCII\Unencrypted1296.txt,12187,1310,2049,4760,0
all ASCII\Unencrypted1297.txt,5257,520,782,2316,0
all ASCII\Unencrypted1298.txt,7862,709,1196,3604,0
all ASCII\Unencrypted1299.txt,4694,1159,854,1660,0
all ASCII\Unencrypted13.txt,1950,280,354,770,0
all ASCII\Unencrypted130.txt,8464,870,1461,3430,0
all ASCII\Unencrypted1300.txt,2827,330,595,1008,0
all ASCII\Unencrypted1301.txt,4094,1838,771,996,0
all ASCII\Unencrypted1302.txt,4216,852,210,1376,0
all ASCII\Unencrypted1303.txt,9195,1771,481,2940,0
all ASCII\Unencrypted1304.txt,10897,2016,540,3511,0
all ASCII\Unencrypted1305.txt,7726,1447,404,2478,0
all ASCII\Unencrypted1306.txt,5989,1119,348,1914,0
all ASCII\Unencrypted1307.txt,8631,1664,494,2902,0
all ASCII\Unencrypted1308.txt,7256,1328,399,2456,0
all ASCII\Unencrypted1309.txt,9634,1803,528,3327,0
all ASCII\Unencrypted131.txt,1529,169,245,590,0
all ASCII\Unencrypted1310.txt,9344,1744,487,3109,0
all ASCII\Unencrypted1311.txt,7540,1438,470,2588,0
all ASCII\Unencrypted1312.txt,6807,2848,1269,1230,0
all ASCII\Unencrypted1313.txt,4968,2068,916,871,0
all ASCII\Unencrypted1314.txt,5555,2449,1036,905,0
all ASCII\Unencrypted1315.txt,2086,1041,457,291,0
all ASCII\Unencrypted1316.txt,2281,1069,442,316,0
all ASCII\Unencrypted1317.txt,4751,2330,904,586,0
all ASCII\Unencrypted1318.txt,1248,497,219,215,0
all ASCII\Unencrypted1319.txt,2680,1305,536,345,0
all ASCII\Unencrypted132.txt,3442,365,526,1353,0
all ASCII\Unencrypted1320.txt,2541,1255,498,340,0
all ASCII\Unencrypted1321.txt,1871,838,358,311,0
all ASCII\Unencrypted1322.txt,2033,845,395,281,0
all ASCII\Unencrypted1323.txt,3183,1528,598,465,0
all ASCII\Unencrypted1324.txt,2254,1052,434,307,0
all ASCII\Unencrypted1325.txt,3595,1698,746,518,0
all ASCII\Unencrypted1326.txt,6756,3097,1360,942,0
all ASCII\Unencrypted1327.txt,1707,742,302,211,0
all ASCII\Unencrypted1328.txt,2402,1114,494,359,0
all ASCII\Unencrypted1329.txt,5327,2530,1038,716,0
all ASCII\Unencrypted133.txt,7482,798,1318,2890,0
all ASCII\Unencrypted1330.txt,2837,1314,530,428,0
all ASCII\Unencrypted1331.txt,2003,918,395,282,0
all ASCII\Unencrypted1332.txt,3246,1541,647,427,0
all ASCII\Unencrypted1333.txt,2808,1313,527,506,0
all ASCII\Unencrypted1334.txt,2937,1545,608,406,0
all ASCII\Unencrypted1335.txt,5235,2483,1005,673,0
all ASCII\Unencrypted1336.txt,4875,2412,1058,640,0
all ASCII\Unencrypted1337.txt,3439,1551,639,513,0
all ASCII\Unencrypted1338.txt,5361,2524,1002,777,0
all ASCII\Unencrypted1339.txt,6132,3058,1205,829,0
all ASCII\Unencrypted134.txt,13443,1264,2031,6072,0
all ASCII\Unencrypted1340.txt,7545,3273,1363,1202,0
all ASCII\Unencrypted1341.txt,5368,2434,1056,799,0
all ASCII\Unencrypted1342.txt,2115,1062,422,260,0
all ASCII\Unencrypted1343.txt,7547,3631,1512,1096,0
all ASCII\Unencrypted1344.txt,7739,3514,1434,1195,0
all ASCII\Unencrypted1345.txt,7927,3636,1470,1267,0
all ASCII\Unencrypted1346.txt,2237,1053,420,282,0
all ASCII\Unencrypted1347.txt,5401,2580,975,761,0
all ASCII\Unencrypted1348.txt,3848,1597,765,641,0
all ASCII\Unencrypted1349.txt,1375,633,250,211,0
all ASCII\Unencrypted135.txt,6480,1377,1236,2291,0
all ASCII\Unencrypted1350.txt,4039,1849,778,572,0
all ASCII\Unencrypted1351.txt,2267,1016,453,323,0
all ASCII\Unencrypted1352.txt,1738,828,368,229,0
all ASCII\Unencrypted1353.txt,7964,3373,1524,1324,0
all ASCII\Unencrypted1354.txt,957,426,227,164,0
all ASCII\Unencrypted1355.txt,6281,2861,1315,878,0
all ASCII\Unencrypted1356.txt,6491,3034,1268,941,0
all ASCII\Unencrypted1357.txt,6692,3271,1395,906,0
all ASCII\Unencrypted1358.txt,4543,2101,882,693,0
all ASCII\Unencrypted1359.txt,6180,2850,1220,874,0
all ASCII\Unencrypted136.txt,7162,2342,1083,2048,0
all ASCII\Unencrypted1360.txt,5730,2780,1144,803,0
all ASCII\Unencrypted1361.txt,857,566,213,86,0
all ASCII\Unencrypted1362.txt,7087,3344,1421,988,0
all ASCII\Unencrypted1363.txt,6039,2620,1101,1075,0
all ASCII\Unencrypted1364.txt,4162,2022,832,536,0
all ASCII\Unencrypted1365.txt,6344,2974,1145,964,0
all ASCII\Unencrypted1366.txt,1987,1083,430,253,0
all ASCII\Unencrypted1367.txt,2683,1302,532,379,0
all ASCII\Unencrypted1368.txt,3274,1526,618,525,0
all ASCII\Unencrypted1369.txt,2395,954,470,393,0
all ASCII\Unencrypted137.txt,3041,633,139,960,0
all ASCII\Unencrypted1370.txt,1088,496,249,177,0
all ASCII\Unencrypted1371.txt,2666,1259,494,321,0
all ASCII\Unencrypted1372.txt,4495,2091,884,681,0
all ASCII\Unencrypted1373.txt,4535,2023,822,651,0
all ASCII\Unencrypted1374.txt,3693,1733,736,465,0
all ASCII\Unencrypted1375.txt,7440,3366,1368,1207,0
all ASCII\Unencrypted1376.txt,730,312,111,96,0
all ASCII\Unencrypted1377.txt,759,477,180,104,0
all ASCII\Unencrypted1378.txt,3991,1789,749,560,0
all ASCII\Unencrypted1379.txt,2035,1036,465,252,0
all ASCII\Unencrypted138.txt,3729,700,216,1229,0
all ASCII\Unencrypted1380.txt,8084,3644,1541,1178,0
all ASCII\Unencrypted1381.txt,4813,2280,920,620,0
all ASCII\Unencrypted1382.txt,3096,1535,563,383,0
all ASCII\Unencrypted1383.txt,847,486,173,126,0
all ASCII\Unencrypted1384.txt,6569,2987,1306,883,0
all ASCII\Unencrypted1385.txt,8104,3998,1599,1138,0
all ASCII\Unencrypted1386.txt,2966,1422,547,386,0
all ASCII\Unencrypted1387.txt,5100,2191,938,868,0
all ASCII\Unencrypted1388.txt,7364,3378,1333,1147,0
all ASCII\Unencrypted1389.txt,4411,1838,849,1175,0
all ASCII\Unencrypted139.txt,2540,483,125,779,0
all ASCII\Unencrypted1390.txt,5097,3361,1153,711,0
all ASCII\Unencrypted1391.txt,2430,1862,472,211,0
all ASCII\Unencrypted1392.txt,5491,3856,1200,600,0
all ASCII\Unencrypted1393.txt,689,519,122,79,0
all ASCII\Unencrypted1394.txt,5915,4931,674,347,0
all ASCII\Unencrypted1395.txt,6756,764,194,3352,0
all ASCII\Unencrypted1396.txt,3786,475,153,1858,0
all ASCII\Unencrypted1397.txt,2649,286,84,1333,0
all ASCII\Unencrypted1398.txt,8240,1191,264,3965,0
all ASCII\Unencrypted1399.txt,2658,415,115,1310,0
all ASCII\Unencrypted14.txt,3339,299,734,1280,0
all ASCII\Unencrypted140.txt,9824,1877,493,3145,0
all ASCII\Unencrypted1400.txt,7283,1223,507,3311,0
all ASCII\Unencrypted1401.txt,3699,790,245,1507,0
all ASCII\Unencrypted1402.txt,856,171,45,338,0
all ASCII\Unencrypted1403.txt,2635,485,184,994,0
all ASCII\Unencrypted1404.txt,5118,873,355,2307,0
all ASCII\Unencrypted1405.txt,5104,1049,364,2214,0
all ASCII\Unencrypted1406.txt,4395,927,677,1670,0
all ASCII\Unencrypted1407.txt,12169,1320,2069,5059,0
all ASCII\Unencrypted1408.txt,13186,1441,2197,5369,0
all ASCII\Unencrypted1409.txt,9487,1017,1652,3728,0
all ASCII\Unencrypted141.txt,7747,1400,359,2486,0
all ASCII\Unencrypted1410.txt,5894,628,906,2440,0
all ASCII\Unencrypted1411.txt,5236,444,725,2370,0
all ASCII\Unencrypted1412.txt,10465,1746,1844,4197,0
