name of file ,feature 1 , feature 2 , feature 3 , feature 4, feature 5, feature 6, result
/root/Desktop/final Project/DATASET 600 files/Unencrypted/Unencrypted208.txt,26760,3992,826,11823,141,596,0
/root/Desktop/final Project/DATASET 600 files/Unencrypted/Unencrypted62.txt,26678,3642,977,11906,141,602,0
/root/Desktop/final Project/DATASET 600 files/Unencrypted/Unencrypted274.txt,19641,2762,741,8534,94,388,0
/root/Desktop/final Project/DATASET 600 files/Unencrypted/Unencrypted168.txt,31167,4641,1174,13531,149,618,0
/root/Desktop/final Project/DATASET 600 files/Unencrypted/Unencrypted159.txt,16806,2630,505,7357,92,386,0
/root/Desktop/final Project/DATASET 600 files/Unencrypted/Unencrypted9.txt,17417,2556,661,7530,72,310,0
/root/Desktop/final Project/DATASET 600 files/Unencrypted/Unencrypted261.txt,20131,2782,742,9034,111,464,0
/root/Desktop/final Project/DATASET 600 files/Unencrypted/Unencrypted105.txt,26530,4021,818,11757,145,612,0
/root/Desktop/final Project/DATASET 600 files/Unencrypted/Unencrypted112.txt,17342,2371,599,7781,94,396,0
/root/Desktop/final Project/DATASET 600 files/Unencrypted/Unencrypted281.txt,32952,4602,1164,14633,176,736,0
/root/Desktop/final Project/DATASET 600 files/Unencrypted/Unencrypted95.txt,20321,3112,759,8927,95,398,0
/root/Desktop/final Project/DATASET 600 files/Unencrypted/Unencrypted199.txt,27681,4132,895,12271,152,630,0
/root/Desktop/final Project/DATASET 600 files/Unencrypted/Unencrypted233.txt,35078,5206,1304,15280,168,692,0
/root/Desktop/final Project/DATASET 600 files/Unencrypted/Unencrypted259.txt,28071,3924,954,12656,151,628,0
/root/Desktop/final Project/DATASET 600 files/Unencrypted/Unencrypted79.txt,28262,4124,1001,12564,144,592,0
/root/Desktop/final Project/DATASET 600 files/Unencrypted/Unencrypted142.txt,39042,5677,1465,17016,183,784,0
/root/Desktop/final Project/DATASET 600 files/Unencrypted/Unencrypted270.txt,36096,5028,1325,15925,184,770,0
/root/Desktop/final Project/DATASET 600 files/Unencrypted/Unencrypted211.txt,25053,3603,841,11238,132,570,0
/root/Desktop/final Project/DATASET 600 files/Unencrypted/Unencrypted59.txt,34951,5146,1298,15333,162,680,0
/root/Desktop/final Project/DATASET 600 files/Unencrypted/Unencrypted85.txt,32831,4689,1115,14570,173,726,0
/root/Desktop/final Project/DATASET 600 files/Unencrypted/Unencrypted65.txt,28864,4328,899,12805,155,644,0
/root/Desktop/final Project/DATASET 600 files/Unencrypted/Unencrypted289.txt,25048,3513,888,11153,128,544,0
/root/Desktop/final Project/DATASET 600 files/Unencrypted/Unencrypted77.txt,32134,4771,1030,14255,175,732,0
/root/Desktop/final Project/DATASET 600 files/Unencrypted/Unencrypted116.txt,19734,2759,686,8878,103,420,0
/root/Desktop/final Project/DATASET 600 files/Unencrypted/Unencrypted278.txt,36422,5218,1365,15940,174,730,0
/root/Desktop/final Project/DATASET 600 files/Unencrypted/Unencrypted145.txt,23107,3162,855,10182,122,506,0
/root/Desktop/final Project/DATASET 600 files/Unencrypted/Unencrypted226.txt,39669,5758,1449,17439,189,774,0
/root/Desktop/final Project/DATASET 600 files/Unencrypted/Unencrypted207.txt,20105,2790,697,9039,110,454,0
/root/Desktop/final Project/DATASET 600 files/Unencrypted/Unencrypted163.txt,19099,2787,659,8435,99,414,0
/root/Desktop/final Project/DATASET 600 files/Unencrypted/Unencrypted271.txt,37521,5415,1371,16672,182,756,0
/root/Desktop/final Project/DATASET 600 files/Unencrypted/Unencrypted114.txt,31587,4547,1085,13974,166,690,0
/root/Desktop/final Project/DATASET 600 files/Unencrypted/Unencrypted96.txt,28310,4000,948,12734,159,648,0
/root/Desktop/final Project/DATASET 600 files/Unencrypted/Unencrypted138.txt,33881,4989,1103,14980,182,764,0
/root/Desktop/final Project/DATASET 600 files/Unencrypted/Unencrypted146.txt,31488,4675,1156,13891,148,618,0
/root/Desktop/final Project/DATASET 600 files/Unencrypted/Unencrypted279.txt,32423,4622,1155,14508,168,706,0
/root/Desktop/final Project/DATASET 600 files/Unencrypted/Unencrypted210.txt,29431,4399,1091,12975,137,556,0
/root/Desktop/final Project/DATASET 600 files/Unencrypted/Unencrypted196.txt,24593,3780,753,10862,138,582,0
/root/Desktop/final Project/DATASET 600 files/Unencrypted/Unencrypted234.txt,25359,3505,863,11425,139,566,0
/root/Desktop/final Project/DATASET 600 files/Unencrypted/Unencrypted25.txt,27399,3851,999,12013,136,566,0
/root/Desktop/final Project/DATASET 600 files/Unencrypted/Unencrypted222.txt,22713,3259,857,9888,110,458,0
/root/Desktop/final Project/DATASET 600 files/Unencrypted/Unencrypted15.txt,17517,2659,537,7815,94,404,0
/root/Desktop/final Project/DATASET 600 files/Unencrypted/Unencrypted205.txt,14219,1922,512,6306,76,324,0
/root/Desktop/final Project/DATASET 600 files/Unencrypted/Unencrypted204.txt,33726,5013,1098,14988,182,770,0
/root/Desktop/final Project/DATASET 600 files/Unencrypted/Unencrypted169.txt,25680,3568,891,11546,131,564,0
/root/Desktop/final Project/DATASET 600 files/Unencrypted/Unencrypted91.txt,19847,2760,688,8931,110,450,0
/root/Desktop/final Project/DATASET 600 files/Unencrypted/Unencrypted297.txt,30642,4285,1097,13612,167,694,0
/root/Desktop/final Project/DATASET 600 files/Unencrypted/Unencrypted42.txt,18709,2728,711,8049,86,358,0
/root/Desktop/final Project/DATASET 600 files/Unencrypted/Unencrypted275.txt,27220,3954,961,12112,141,570,0
/root/Desktop/final Project/DATASET 600 files/Unencrypted/Unencrypted179.txt,38657,5630,1397,17144,190,778,0
/root/Desktop/final Project/DATASET 600 files/Unencrypted/Unencrypted170.txt,26651,3979,800,11800,145,600,0
/root/Desktop/final Project/DATASET 600 files/Unencrypted/Unencrypted191.txt,26079,3978,1008,11341,112,478,0
/root/Desktop/final Project/DATASET 600 files/Unencrypted/Unencrypted149.txt,20767,3072,791,8971,88,370,0
/root/Desktop/final Project/DATASET 600 files/Unencrypted/Unencrypted291.txt,33468,4714,1167,15019,176,734,0
/root/Desktop/final Project/DATASET 600 files/Unencrypted/Unencrypted209.txt,25791,3560,955,11381,139,574,0
/root/Desktop/final Project/DATASET 600 files/Unencrypted/Unencrypted185.txt,21288,3160,675,9374,112,474,0
/root/Desktop/final Project/DATASET 600 files/Unencrypted/Unencrypted118.txt,26232,3894,874,11563,143,596,0
/root/Desktop/final Project/DATASET 600 files/Unencrypted/Unencrypted232.txt,26256,3711,940,11674,136,574,0
/root/Desktop/final Project/DATASET 600 files/Unencrypted/Unencrypted198.txt,33429,4930,1204,14788,165,686,0
/root/Desktop/final Project/DATASET 600 files/Unencrypted/Unencrypted213.txt,22107,2997,816,9726,113,482,0
/root/Desktop/final Project/DATASET 600 files/Unencrypted/Unencrypted46.txt,15825,2193,602,7063,85,356,0
/root/Desktop/final Project/DATASET 600 files/Unencrypted/Unencrypted128.txt,37972,5528,1392,16713,181,750,0
/root/Desktop/final Project/DATASET 600 files/Unencrypted/Unencrypted73.txt,22652,3440,713,10034,128,530,0
/root/Desktop/final Project/DATASET 600 files/Unencrypted/Unencrypted37.txt,25714,3886,982,11109,116,484,0
/root/Desktop/final Project/DATASET 600 files/Unencrypted/Unencrypted45.txt,23948,3598,737,10577,127,530,0
/root/Desktop/final Project/DATASET 600 files/Unencrypted/Unencrypted203.txt,26660,3693,919,11990,139,576,0
/root/Desktop/final Project/DATASET 600 files/Unencrypted/Unencrypted120.txt,21507,3093,759,9566,108,446,0
/root/Desktop/final Project/DATASET 600 files/Unencrypted/Unencrypted245.txt,34821,4923,1200,15645,185,766,0
/root/Desktop/final Project/DATASET 600 files/Unencrypted/Unencrypted48.txt,19090,2665,661,8564,100,414,0
/root/Desktop/final Project/DATASET 600 files/Unencrypted/Unencrypted148.txt,29867,4135,1074,13300,157,670,0
/root/Desktop/final Project/DATASET 600 files/Unencrypted/Unencrypted97.txt,14298,2216,430,6229,77,316,0
/root/Desktop/final Project/DATASET 600 files/Unencrypted/Unencrypted176.txt,26660,3693,919,11990,138,572,0
/root/Desktop/final Project/DATASET 600 files/Unencrypted/Unencrypted174.txt,22086,3294,738,9742,116,492,0
/root/Desktop/final Project/DATASET 600 files/Unencrypted/Unencrypted22.txt,24729,3689,922,10913,113,480,0
/root/Desktop/final Project/DATASET 600 files/Unencrypted/Unencrypted102.txt,20579,2797,763,9215,112,466,0
/root/Desktop/final Project/DATASET 600 files/Unencrypted/Unencrypted277.txt,16248,2359,561,7186,85,364,0
/root/Desktop/final Project/DATASET 600 files/Unencrypted/Unencrypted299.txt,33825,4878,1096,15126,189,776,0
/root/Desktop/final Project/DATASET 600 files/Unencrypted/Unencrypted221.txt,35740,5233,1192,15813,188,796,0
/root/Desktop/final Project/DATASET 600 files/Unencrypted/Unencrypted1.txt,23526,3211,872,10284,118,482,0
/root/Desktop/final Project/DATASET 600 files/Unencrypted/Unencrypted182.txt,26397,3881,989,11447,124,514,0
/root/Desktop/final Project/DATASET 600 files/Unencrypted/Unencrypted86.txt,22619,3344,873,9747,100,428,0
/root/Desktop/final Project/DATASET 600 files/Unencrypted/Unencrypted273.txt,32270,4694,1093,14268,168,706,0
/root/Desktop/final Project/DATASET 600 files/Unencrypted/Unencrypted88.txt,20927,3067,669,9357,120,496,0
/root/Desktop/final Project/DATASET 600 files/Unencrypted/Unencrypted56.txt,31548,4623,1129,13959,155,644,0
/root/Desktop/final Project/DATASET 600 files/Unencrypted/Unencrypted300.txt,25703,3686,897,11384,133,558,0
/root/Desktop/final Project/DATASET 600 files/Unencrypted/Unencrypted78.txt,30675,4321,1142,13451,149,628,0
/root/Desktop/final Project/DATASET 600 files/Unencrypted/Unencrypted188.txt,19629,2801,667,8812,107,440,0
/root/Desktop/final Project/DATASET 600 files/Unencrypted/Unencrypted98.txt,16492,2272,603,7368,82,360,0
/root/Desktop/final Project/DATASET 600 files/Unencrypted/Unencrypted7.txt,30041,4489,932,13336,158,668,0
/root/Desktop/final Project/DATASET 600 files/Unencrypted/Unencrypted246.txt,15760,2476,475,6884,85,360,0
/root/Desktop/final Project/DATASET 600 files/Unencrypted/Unencrypted286.txt,20073,2757,763,8756,100,410,0
/root/Desktop/final Project/DATASET 600 files/Unencrypted/Unencrypted201.txt,14228,1927,503,6344,77,316,0
/root/Desktop/final Project/DATASET 600 files/Unencrypted/Unencrypted284.txt,14577,2083,500,6573,77,328,0
/root/Desktop/final Project/DATASET 600 files/Unencrypted/Unencrypted54.txt,23831,3580,779,10522,124,530,0
/root/Desktop/final Project/DATASET 600 files/Unencrypted/Unencrypted296.txt,17851,2750,537,7916,97,414,0
/root/Desktop/final Project/DATASET 600 files/Unencrypted/Unencrypted268.txt,17307,2468,609,7757,92,384,0
/root/Desktop/final Project/DATASET 600 files/Unencrypted/Unencrypted55.txt,21602,2900,815,9454,107,450,0
/root/Desktop/final Project/DATASET 600 files/Unencrypted/Unencrypted160.txt,23019,3143,841,10304,118,500,0
/root/Desktop/final Project/DATASET 600 files/Unencrypted/Unencrypted129.txt,23128,3380,789,10362,129,526,0
/root/Desktop/final Project/DATASET 600 files/Unencrypted/Unencrypted90.txt,39923,5821,1492,17495,194,796,0
/root/Desktop/final Project/DATASET 600 files/Unencrypted/Unencrypted115.txt,28366,4250,1057,12269,133,558,0
/root/Desktop/final Project/DATASET 600 files/Unencrypted/Unencrypted39.txt,16664,2559,485,7379,93,392,0
/root/Desktop/final Project/DATASET 600 files/Unencrypted/Unencrypted237.txt,38589,5680,1415,17001,179,760,0
/root/Desktop/final Project/DATASET 600 files/Unencrypted/Unencrypted126.txt,18113,2754,553,8072,97,420,0
/root/Desktop/final Project/DATASET 600 files/Unencrypted/Unencrypted49.txt,20663,3043,699,9260,113,460,0
/root/Desktop/final Project/DATASET 600 files/Unencrypted/Unencrypted61.txt,22073,3424,667,9743,120,504,0
/root/Desktop/final Project/DATASET 600 files/Unencrypted/Unencrypted200.txt,13286,1853,478,5950,73,298,0
/root/Desktop/final Project/DATASET 600 files/Unencrypted/Unencrypted173.txt,32714,4613,1103,14701,178,744,0
/root/Desktop/final Project/DATASET 600 files/Unencrypted/Unencrypted171.txt,19314,2663,740,8606,108,452,0
/root/Desktop/final Project/DATASET 600 files/Unencrypted/Unencrypted123.txt,18927,2564,653,8361,98,424,0
/root/Desktop/final Project/DATASET 600 files/Unencrypted/Unencrypted240.txt,24865,3429,936,10880,115,482,0
/root/Desktop/final Project/DATASET 600 files/Unencrypted/Unencrypted28.txt,25235,3752,824,11122,134,566,0
/root/Desktop/final Project/DATASET 600 files/Unencrypted/Unencrypted113.txt,13028,1934,410,5866,74,304,0
/root/Desktop/final Project/DATASET 600 files/Unencrypted/Unencrypted180.txt,13945,2074,452,6274,83,338,0
/root/Desktop/final Project/DATASET 600 files/Unencrypted/Unencrypted26.txt,30285,4389,1104,13434,152,618,0
/root/Desktop/final Project/DATASET 600 files/Unencrypted/Unencrypted16.txt,18517,2708,650,8211,97,410,0
/root/Desktop/final Project/DATASET 600 files/Unencrypted/Unencrypted202.txt,26121,3961,1002,11275,121,500,0
/root/Desktop/final Project/DATASET 600 files/Unencrypted/Unencrypted60.txt,13899,1935,494,6203,73,308,0
/root/Desktop/final Project/DATASET 600 files/Unencrypted/Unencrypted27.txt,17373,2526,598,7815,95,392,0
/root/Desktop/final Project/DATASET 600 files/Unencrypted/Unencrypted23.txt,21383,3028,718,9615,116,488,0
/root/Desktop/final Project/DATASET 600 files/Unencrypted/Unencrypted40.txt,14014,2013,476,6232,69,308,0
/root/Desktop/final Project/DATASET 600 files/Unencrypted/Unencrypted14.txt,27627,3842,975,12378,141,598,0
/root/Desktop/final Project/DATASET 600 files/Unencrypted/Unencrypted109.txt,27269,4082,879,12110,147,618,0
/root/Desktop/final Project/DATASET 600 files/Unencrypted/Unencrypted224.txt,19078,2945,584,8448,105,440,0
/root/Desktop/final Project/DATASET 600 files/Unencrypted/Unencrypted107.txt,22092,3258,839,9524,105,422,0
/root/Desktop/final Project/DATASET 600 files/Unencrypted/Unencrypted34.txt,21226,3005,715,9533,115,480,0
/root/Desktop/final Project/DATASET 600 files/Unencrypted/Unencrypted8.txt,19265,2655,738,8588,108,444,0
/root/Desktop/final Project/DATASET 600 files/Unencrypted/Unencrypted260.txt,20271,3057,614,8877,107,444,0
/root/Desktop/final Project/DATASET 600 files/Unencrypted/Unencrypted10.txt,16707,2519,611,7385,78,336,0
/root/Desktop/final Project/DATASET 600 files/Unencrypted/Unencrypted298.txt,33739,5006,1262,14746,153,632,0
/root/Desktop/final Project/DATASET 600 files/Unencrypted/Unencrypted136.txt,28795,4359,1089,12525,128,538,0
/root/Desktop/final Project/DATASET 600 files/Unencrypted/Unencrypted294.txt,33027,4855,1247,14389,160,664,0
/root/Desktop/final Project/DATASET 600 files/Unencrypted/Unencrypted276.txt,26393,3921,869,11756,144,604,0
/root/Desktop/final Project/DATASET 600 files/Unencrypted/Unencrypted156.txt,32559,4566,1206,14333,166,700,0
/root/Desktop/final Project/DATASET 600 files/Unencrypted/Unencrypted20.txt,32864,4876,1077,14586,181,748,0
/root/Desktop/final Project/DATASET 600 files/Unencrypted/Unencrypted132.txt,18940,2928,741,8165,80,334,0
/root/Desktop/final Project/DATASET 600 files/Unencrypted/Unencrypted110.txt,25272,3491,903,11272,131,550,0
/root/Desktop/final Project/DATASET 600 files/Unencrypted/Unencrypted223.txt,34249,4902,1218,15245,173,736,0
/root/Desktop/final Project/DATASET 600 files/Unencrypted/Unencrypted72.txt,21715,3006,741,9791,109,448,0
/root/Desktop/final Project/DATASET 600 files/Unencrypted/Unencrypted18.txt,21945,3340,830,9447,94,392,0
/root/Desktop/final Project/DATASET 600 files/Unencrypted/Unencrypted153.txt,16886,2496,642,7284,76,312,0
/root/Desktop/final Project/DATASET 600 files/Unencrypted/Unencrypted215.txt,23135,3192,801,10414,119,486,0
/root/Desktop/final Project/DATASET 600 files/Unencrypted/Unencrypted124.txt,21278,3312,837,9202,90,392,0
/root/Desktop/final Project/DATASET 600 files/Unencrypted/Unencrypted158.txt,18055,2585,628,8103,95,400,0
/root/Desktop/final Project/DATASET 600 files/Unencrypted/Unencrypted24.txt,27317,4062,892,12056,144,614,0
/root/Desktop/final Project/DATASET 600 files/Unencrypted/Unencrypted5.txt,36329,5193,1356,15920,179,738,0
/root/Desktop/final Project/DATASET 600 files/Unencrypted/Unencrypted111.txt,37963,5602,1413,16597,180,746,0
/root/Desktop/final Project/DATASET 600 files/Unencrypted/Unencrypted172.txt,31248,4691,1164,13613,141,588,0
/root/Desktop/final Project/DATASET 600 files/Unencrypted/Unencrypted41.txt,13431,1815,487,6028,72,298,0
/root/Desktop/final Project/DATASET 600 files/Unencrypted/Unencrypted13.txt,37505,5454,1384,16378,180,752,0
/root/Desktop/final Project/DATASET 600 files/Unencrypted/Unencrypted119.txt,32231,4577,1189,14095,156,650,0
/root/Desktop/final Project/DATASET 600 files/Unencrypted/Unencrypted75.txt,38453,5654,1431,16806,183,758,0
/root/Desktop/final Project/DATASET 600 files/Unencrypted/Unencrypted229.txt,23202,3425,886,10006,105,438,0
/root/Desktop/final Project/DATASET 600 files/Unencrypted/Unencrypted99.txt,34642,5076,1313,15114,168,702,0
/root/Desktop/final Project/DATASET 600 files/Unencrypted/Unencrypted242.txt,24453,3739,752,10814,135,566,0
/root/Desktop/final Project/DATASET 600 files/Unencrypted/Unencrypted144.txt,30104,4482,941,13337,163,678,0
/root/Desktop/final Project/DATASET 600 files/Unencrypted/Unencrypted50.txt,23909,3525,799,10545,129,542,0
/root/Desktop/final Project/DATASET 600 files/Unencrypted/Unencrypted220.txt,22279,3152,742,10029,123,508,0
/root/Desktop/final Project/DATASET 600 files/Unencrypted/Unencrypted251.txt,18648,2832,575,8292,108,442,0
/root/Desktop/final Project/DATASET 600 files/Unencrypted/Unencrypted127.txt,34613,4862,1213,15346,182,772,0
/root/Desktop/final Project/DATASET 600 files/Unencrypted/Unencrypted152.txt,20371,2795,761,9093,112,472,0
/root/Desktop/final Project/DATASET 600 files/Unencrypted/Unencrypted3.txt,25943,3637,882,11674,142,590,0
/root/Desktop/final Project/DATASET 600 files/Unencrypted/Unencrypted218.txt,34782,4893,1308,15294,176,736,0
/root/Desktop/final Project/DATASET 600 files/Unencrypted/Unencrypted36.txt,14313,1936,513,6349,80,332,0
/root/Desktop/final Project/DATASET 600 files/Unencrypted/Unencrypted125.txt,24292,3334,836,10935,126,516,0
/root/Desktop/final Project/DATASET 600 files/Unencrypted/Unencrypted92.txt,18726,2924,549,8233,103,422,0
/root/Desktop/final Project/DATASET 600 files/Unencrypted/Unencrypted21.txt,25639,3559,932,11244,129,538,0
/root/Desktop/final Project/DATASET 600 files/Unencrypted/Unencrypted178.txt,30433,4226,1149,13407,157,662,0
/root/Desktop/final Project/DATASET 600 files/Unencrypted/Unencrypted206.txt,33626,4988,1258,14692,154,632,0
/root/Desktop/final Project/DATASET 600 files/Unencrypted/Unencrypted190.txt,19010,2591,676,8424,103,436,0
/root/Desktop/final Project/DATASET 600 files/Unencrypted/Unencrypted154.txt,34529,4962,1228,15380,176,738,0
/root/Desktop/final Project/DATASET 600 files/Unencrypted/Unencrypted133.txt,21918,3104,767,9820,111,462,0
/root/Desktop/final Project/DATASET 600 files/Unencrypted/Unencrypted282.txt,20475,3154,796,8800,88,376,0
/root/Desktop/final Project/DATASET 600 files/Unencrypted/Unencrypted290.txt,27082,3994,1022,11745,125,520,0
/root/Desktop/final Project/DATASET 600 files/Unencrypted/Unencrypted197.txt,36245,5006,1337,16025,185,770,0
/root/Desktop/final Project/DATASET 600 files/Unencrypted/Unencrypted29.txt,32658,4647,1218,14298,155,662,0
/root/Desktop/final Project/DATASET 600 files/Unencrypted/Unencrypted131.txt,14838,1954,531,6564,77,318,0
/root/Desktop/final Project/DATASET 600 files/Unencrypted/Unencrypted19.txt,29380,4103,1037,13187,153,632,0
/root/Desktop/final Project/DATASET 600 files/Unencrypted/Unencrypted219.txt,20778,3116,770,9183,99,420,0
/root/Desktop/final Project/DATASET 600 files/Unencrypted/Unencrypted241.txt,35155,5111,1265,15627,175,730,0
/root/Desktop/final Project/DATASET 600 files/Unencrypted/Unencrypted71.txt,18217,2879,702,7902,84,348,0
/root/Desktop/final Project/DATASET 600 files/Unencrypted/Unencrypted151.txt,25441,3817,763,11247,133,568,0
/root/Desktop/final Project/DATASET 600 files/Unencrypted/Unencrypted94.txt,16480,2364,605,7129,79,328,0
/root/Desktop/final Project/DATASET 600 files/Unencrypted/Unencrypted250.txt,24335,3347,838,10951,121,510,0
/root/Desktop/final Project/DATASET 600 files/Unencrypted/Unencrypted257.txt,25087,3464,917,11173,137,570,0
/root/Desktop/final Project/DATASET 600 files/Unencrypted/Unencrypted256.txt,24990,3760,741,11035,135,554,0
/root/Desktop/final Project/DATASET 600 files/Unencrypted/Unencrypted130.txt,24395,3651,805,10752,134,558,0
/root/Desktop/final Project/DATASET 600 files/Unencrypted/Unencrypted254.txt,19282,3027,731,8353,85,356,0
/root/Desktop/final Project/DATASET 600 files/Unencrypted/Unencrypted82.txt,30610,4519,1148,13295,149,612,0
/root/Desktop/final Project/DATASET 600 files/Unencrypted/Unencrypted69.txt,16471,2357,574,7361,94,394,0
/root/Desktop/final Project/DATASET 600 files/Unencrypted/Unencrypted101.txt,31053,4623,986,13776,167,696,0
/root/Desktop/final Project/DATASET 600 files/Unencrypted/Unencrypted121.txt,15584,2244,545,7002,84,346,0
/root/Desktop/final Project/DATASET 600 files/Unencrypted/Unencrypted117.txt,14662,2083,502,6612,80,342,0
/root/Desktop/final Project/DATASET 600 files/Unencrypted/Unencrypted186.txt,26449,3654,993,11540,122,520,0
/root/Desktop/final Project/DATASET 600 files/Unencrypted/Unencrypted255.txt,28254,3915,1012,12704,147,608,0
/root/Desktop/final Project/DATASET 600 files/Unencrypted/Unencrypted225.txt,30891,4276,1105,13748,164,696,0
/root/Desktop/final Project/DATASET 600 files/Unencrypted/Unencrypted52.txt,20283,3027,752,8969,97,402,0
/root/Desktop/final Project/DATASET 600 files/Unencrypted/Unencrypted262.txt,21506,3178,817,9268,97,400,0
/root/Desktop/final Project/DATASET 600 files/Unencrypted/Unencrypted248.txt,19750,2648,719,8660,100,424,0
/root/Desktop/final Project/DATASET 600 files/Unencrypted/Unencrypted58.txt,34007,4785,1202,15076,178,762,0
/root/Desktop/final Project/DATASET 600 files/Unencrypted/Unencrypted64.txt,23661,3257,820,10634,124,502,0
/root/Desktop/final Project/DATASET 600 files/Unencrypted/Unencrypted239.txt,13292,1889,487,5930,74,320,0
/root/Desktop/final Project/DATASET 600 files/Unencrypted/Unencrypted165.txt,31001,4616,1144,13660,147,602,0
/root/Desktop/final Project/DATASET 600 files/Unencrypted/Unencrypted74.txt,25272,3491,903,11272,127,550,0
/root/Desktop/final Project/DATASET 600 files/Unencrypted/Unencrypted269.txt,20440,3157,619,8977,109,458,0
/root/Desktop/final Project/DATASET 600 files/Unencrypted/Unencrypted68.txt,23653,3592,746,10457,129,546,0
/root/Desktop/final Project/DATASET 600 files/Unencrypted/Unencrypted89.txt,28174,4061,977,12465,139,604,0
/root/Desktop/final Project/DATASET 600 files/Unencrypted/Unencrypted80.txt,34257,5029,1101,15203,187,764,0
/root/Desktop/final Project/DATASET 600 files/Unencrypted/Unencrypted30.txt,35582,5117,1277,15872,182,760,0
/root/Desktop/final Project/DATASET 600 files/Unencrypted/Unencrypted181.txt,31839,4612,1076,14079,167,700,0
/root/Desktop/final Project/DATASET 600 files/Unencrypted/Unencrypted17.txt,14557,1952,520,6460,80,334,0
/root/Desktop/final Project/DATASET 600 files/Unencrypted/Unencrypted175.txt,39363,5729,1473,17165,192,792,0
/root/Desktop/final Project/DATASET 600 files/Unencrypted/Unencrypted267.txt,27743,4104,1010,12262,136,560,0
/root/Desktop/final Project/DATASET 600 files/Unencrypted/Unencrypted184.txt,12737,1852,413,5745,71,302,0
/root/Desktop/final Project/DATASET 600 files/Unencrypted/Unencrypted67.txt,39442,5798,1412,17478,194,792,0
