name of file ,feature 1 , feature 2 , feature 3 , feature 4, result
/root/Desktop/final Project/DATASET 2260 files/Unencrypted/Unencrypted16.txt,171,39,9,59,0
/root/Desktop/final Project/DATASET 2260 files/Unencrypted/Unencrypted1035.txt,347,51,18,107,0
/root/Desktop/final Project/DATASET 2260 files/Unencrypted/Unencrypted471.txt,599,115,41,199,0
/root/Desktop/final Project/DATASET 2260 files/Unencrypted/Unencrypted1068.txt,328,67,21,98,0
/root/Desktop/final Project/DATASET 2260 files/Unencrypted/Unencrypted876.txt,246,44,8,76,0
/root/Desktop/final Project/DATASET 2260 files/Unencrypted/Unencrypted308.txt,359,79,22,129,0
/root/Desktop/final Project/DATASET 2260 files/Unencrypted/Unencrypted106.txt,281,56,17,88,0
/root/Desktop/final Project/DATASET 2260 files/Unencrypted/Unencrypted178.txt,423,74,24,142,0
/root/Desktop/final Project/DATASET 2260 files/Unencrypted/Unencrypted262.txt,507,98,24,142,0
/root/Desktop/final Project/DATASET 2260 files/Unencrypted/Unencrypted451.txt,221,36,10,69,0
/root/Desktop/final Project/DATASET 2260 files/Unencrypted/Unencrypted609.txt,579,108,36,190,0
/root/Desktop/final Project/DATASET 2260 files/Unencrypted/Unencrypted590.txt,229,46,17,80,0
/root/Desktop/final Project/DATASET 2260 files/Unencrypted/Unencrypted1121.txt,229,49,16,80,0
/root/Desktop/final Project/DATASET 2260 files/Unencrypted/Unencrypted374.txt,462,84,33,137,0
/root/Desktop/final Project/DATASET 2260 files/Unencrypted/Unencrypted244.txt,644,108,29,216,0
/root/Desktop/final Project/DATASET 2260 files/Unencrypted/Unencrypted572.txt,200,36,9,75,0
/root/Desktop/final Project/DATASET 2260 files/Unencrypted/Unencrypted431.txt,249,60,11,78,0
/root/Desktop/final Project/DATASET 2260 files/Unencrypted/Unencrypted127.txt,575,112,40,186,0
/root/Desktop/final Project/DATASET 2260 files/Unencrypted/Unencrypted294.txt,489,97,17,171,0
/root/Desktop/final Project/DATASET 2260 files/Unencrypted/Unencrypted800.txt,436,65,25,139,0
/root/Desktop/final Project/DATASET 2260 files/Unencrypted/Unencrypted343.txt,215,41,12,84,0
/root/Desktop/final Project/DATASET 2260 files/Unencrypted/Unencrypted359.txt,521,93,25,196,0
/root/Desktop/final Project/DATASET 2260 files/Unencrypted/Unencrypted270.txt,148,29,5,40,0
/root/Desktop/final Project/DATASET 2260 files/Unencrypted/Unencrypted52.txt,296,60,21,93,0
/root/Desktop/final Project/DATASET 2260 files/Unencrypted/Unencrypted713.txt,464,85,20,143,0
/root/Desktop/final Project/DATASET 2260 files/Unencrypted/Unencrypted959.txt,151,31,11,41,0
/root/Desktop/final Project/DATASET 2260 files/Unencrypted/Unencrypted382.txt,253,57,11,84,0
/root/Desktop/final Project/DATASET 2260 files/Unencrypted/Unencrypted397.txt,373,61,9,134,0
/root/Desktop/final Project/DATASET 2260 files/Unencrypted/Unencrypted556.txt,416,81,28,141,0
/root/Desktop/final Project/DATASET 2260 files/Unencrypted/Unencrypted669.txt,152,30,5,61,0
/root/Desktop/final Project/DATASET 2260 files/Unencrypted/Unencrypted429.txt,312,62,15,107,0
/root/Desktop/final Project/DATASET 2260 files/Unencrypted/Unencrypted89.txt,303,62,13,98,0
/root/Desktop/final Project/DATASET 2260 files/Unencrypted/Unencrypted408.txt,471,83,29,157,0
/root/Desktop/final Project/DATASET 2260 files/Unencrypted/Unencrypted362.txt,203,45,9,74,0
/root/Desktop/final Project/DATASET 2260 files/Unencrypted/Unencrypted25.txt,147,27,12,53,0
/root/Desktop/final Project/DATASET 2260 files/Unencrypted/Unencrypted208.txt,553,111,26,197,0
/root/Desktop/final Project/DATASET 2260 files/Unencrypted/Unencrypted174.txt,183,27,11,62,0
/root/Desktop/final Project/DATASET 2260 files/Unencrypted/Unencrypted1067.txt,111,16,7,47,0
/root/Desktop/final Project/DATASET 2260 files/Unencrypted/Unencrypted29.txt,117,21,6,38,0
/root/Desktop/final Project/DATASET 2260 files/Unencrypted/Unencrypted854.txt,300,53,20,101,0
/root/Desktop/final Project/DATASET 2260 files/Unencrypted/Unencrypted197.txt,495,85,26,158,0
/root/Desktop/final Project/DATASET 2260 files/Unencrypted/Unencrypted144.txt,185,34,14,57,0
/root/Desktop/final Project/DATASET 2260 files/Unencrypted/Unencrypted100.txt,467,88,17,163,0
/root/Desktop/final Project/DATASET 2260 files/Unencrypted/Unencrypted741.txt,365,75,27,125,0
/root/Desktop/final Project/DATASET 2260 files/Unencrypted/Unencrypted621.txt,518,95,31,155,0
/root/Desktop/final Project/DATASET 2260 files/Unencrypted/Unencrypted582.txt,568,108,30,185,0
/root/Desktop/final Project/DATASET 2260 files/Unencrypted/Unencrypted1082.txt,466,102,19,168,0
/root/Desktop/final Project/DATASET 2260 files/Unencrypted/Unencrypted1040.txt,361,68,20,130,0
/root/Desktop/final Project/DATASET 2260 files/Unencrypted/Unencrypted1092.txt,317,57,20,102,0
/root/Desktop/final Project/DATASET 2260 files/Unencrypted/Unencrypted21.txt,514,89,30,176,0
/root/Desktop/final Project/DATASET 2260 files/Unencrypted/Unencrypted996.txt,197,38,7,68,0
/root/Desktop/final Project/DATASET 2260 files/Unencrypted/Unencrypted858.txt,137,32,7,41,0
/root/Desktop/final Project/DATASET 2260 files/Unencrypted/Unencrypted280.txt,610,107,29,203,0
/root/Desktop/final Project/DATASET 2260 files/Unencrypted/Unencrypted121.txt,283,62,14,91,0
/root/Desktop/final Project/DATASET 2260 files/Unencrypted/Unencrypted558.txt,469,84,28,177,0
/root/Desktop/final Project/DATASET 2260 files/Unencrypted/Unencrypted107.txt,494,96,16,139,0
/root/Desktop/final Project/DATASET 2260 files/Unencrypted/Unencrypted716.txt,193,33,12,69,0
/root/Desktop/final Project/DATASET 2260 files/Unencrypted/Unencrypted1119.txt,345,70,14,129,0
/root/Desktop/final Project/DATASET 2260 files/Unencrypted/Unencrypted41.txt,153,31,5,46,0
/root/Desktop/final Project/DATASET 2260 files/Unencrypted/Unencrypted1056.txt,175,29,10,50,0
/root/Desktop/final Project/DATASET 2260 files/Unencrypted/Unencrypted114.txt,523,88,33,178,0
/root/Desktop/final Project/DATASET 2260 files/Unencrypted/Unencrypted563.txt,208,33,9,65,0
/root/Desktop/final Project/DATASET 2260 files/Unencrypted/Unencrypted188.txt,215,40,16,78,0
/root/Desktop/final Project/DATASET 2260 files/Unencrypted/Unencrypted758.txt,224,34,8,70,0
/root/Desktop/final Project/DATASET 2260 files/Unencrypted/Unencrypted777.txt,229,44,17,80,0
/root/Desktop/final Project/DATASET 2260 files/Unencrypted/Unencrypted379.txt,199,37,7,78,0
/root/Desktop/final Project/DATASET 2260 files/Unencrypted/Unencrypted1046.txt,75,12,7,25,0
/root/Desktop/final Project/DATASET 2260 files/Unencrypted/Unencrypted807.txt,237,41,14,76,0
/root/Desktop/final Project/DATASET 2260 files/Unencrypted/Unencrypted818.txt,458,71,22,162,0
/root/Desktop/final Project/DATASET 2260 files/Unencrypted/Unencrypted470.txt,244,49,11,72,0
/root/Desktop/final Project/DATASET 2260 files/Unencrypted/Unencrypted835.txt,91,14,4,30,0
/root/Desktop/final Project/DATASET 2260 files/Unencrypted/Unencrypted402.txt,424,66,33,141,0
/root/Desktop/final Project/DATASET 2260 files/Unencrypted/Unencrypted628.txt,809,144,47,255,0
/root/Desktop/final Project/DATASET 2260 files/Unencrypted/Unencrypted48.txt,398,87,24,113,0
/root/Desktop/final Project/DATASET 2260 files/Unencrypted/Unencrypted396.txt,570,139,29,177,0
/root/Desktop/final Project/DATASET 2260 files/Unencrypted/Unencrypted1122.txt,439,94,25,158,0
/root/Desktop/final Project/DATASET 2260 files/Unencrypted/Unencrypted1049.txt,78,12,3,25,0
/root/Desktop/final Project/DATASET 2260 files/Unencrypted/Unencrypted647.txt,187,34,14,67,0
/root/Desktop/final Project/DATASET 2260 files/Unencrypted/Unencrypted469.txt,499,112,28,141,0
/root/Desktop/final Project/DATASET 2260 files/Unencrypted/Unencrypted147.txt,568,98,43,204,0
/root/Desktop/final Project/DATASET 2260 files/Unencrypted/Unencrypted1098.txt,235,47,11,77,0
/root/Desktop/final Project/DATASET 2260 files/Unencrypted/Unencrypted803.txt,215,37,8,76,0
/root/Desktop/final Project/DATASET 2260 files/Unencrypted/Unencrypted2.txt,554,97,36,224,0
/root/Desktop/final Project/DATASET 2260 files/Unencrypted/Unencrypted248.txt,554,111,36,181,0
/root/Desktop/final Project/DATASET 2260 files/Unencrypted/Unencrypted487.txt,99,16,3,30,0
/root/Desktop/final Project/DATASET 2260 files/Unencrypted/Unencrypted462.txt,396,75,13,131,0
/root/Desktop/final Project/DATASET 2260 files/Unencrypted/Unencrypted839.txt,430,77,25,127,0
/root/Desktop/final Project/DATASET 2260 files/Unencrypted/Unencrypted317.txt,448,102,28,147,0
/root/Desktop/final Project/DATASET 2260 files/Unencrypted/Unencrypted204.txt,606,115,32,191,0
/root/Desktop/final Project/DATASET 2260 files/Unencrypted/Unencrypted644.txt,806,151,45,269,0
/root/Desktop/final Project/DATASET 2260 files/Unencrypted/Unencrypted1021.txt,248,52,19,88,0
/root/Desktop/final Project/DATASET 2260 files/Unencrypted/Unencrypted427.txt,191,34,11,61,0
/root/Desktop/final Project/DATASET 2260 files/Unencrypted/Unencrypted168.txt,346,60,15,138,0
/root/Desktop/final Project/DATASET 2260 files/Unencrypted/Unencrypted519.txt,309,58,9,100,0
/root/Desktop/final Project/DATASET 2260 files/Unencrypted/Unencrypted53.txt,313,62,9,102,0
/root/Desktop/final Project/DATASET 2260 files/Unencrypted/Unencrypted38.txt,156,32,4,51,0
/root/Desktop/final Project/DATASET 2260 files/Unencrypted/Unencrypted805.txt,520,92,19,173,0
/root/Desktop/final Project/DATASET 2260 files/Unencrypted/Unencrypted112.txt,458,74,26,147,0
/root/Desktop/final Project/DATASET 2260 files/Unencrypted/Unencrypted37.txt,138,27,7,36,0
/root/Desktop/final Project/DATASET 2260 files/Unencrypted/Unencrypted336.txt,373,61,15,139,0
/root/Desktop/final Project/DATASET 2260 files/Unencrypted/Unencrypted220.txt,446,83,20,162,0
/root/Desktop/final Project/DATASET 2260 files/Unencrypted/Unencrypted859.txt,218,43,11,71,0
/root/Desktop/final Project/DATASET 2260 files/Unencrypted/Unencrypted61.txt,238,44,12,76,0
/root/Desktop/final Project/DATASET 2260 files/Unencrypted/Unencrypted606.txt,665,130,31,219,0
/root/Desktop/final Project/DATASET 2260 files/Unencrypted/Unencrypted422.txt,412,77,21,132,0
/root/Desktop/final Project/DATASET 2260 files/Unencrypted/Unencrypted253.txt,126,19,6,39,0
/root/Desktop/final Project/DATASET 2260 files/Unencrypted/Unencrypted438.txt,265,48,13,89,0
/root/Desktop/final Project/DATASET 2260 files/Unencrypted/Unencrypted833.txt,359,67,28,121,0
/root/Desktop/final Project/DATASET 2260 files/Unencrypted/Unencrypted1028.txt,63,16,3,21,0
/root/Desktop/final Project/DATASET 2260 files/Unencrypted/Unencrypted770.txt,106,18,1,36,0
/root/Desktop/final Project/DATASET 2260 files/Unencrypted/Unencrypted732.txt,164,28,9,46,0
/root/Desktop/final Project/DATASET 2260 files/Unencrypted/Unencrypted164.txt,579,103,30,204,0
/root/Desktop/final Project/DATASET 2260 files/Unencrypted/Unencrypted12.txt,175,31,11,51,0
/root/Desktop/final Project/DATASET 2260 files/Unencrypted/Unencrypted915.txt,397,68,14,134,0
/root/Desktop/final Project/DATASET 2260 files/Unencrypted/Unencrypted595.txt,163,35,4,57,0
/root/Desktop/final Project/DATASET 2260 files/Unencrypted/Unencrypted221.txt,355,60,24,117,0
/root/Desktop/final Project/DATASET 2260 files/Unencrypted/Unencrypted665.txt,443,81,19,124,0
/root/Desktop/final Project/DATASET 2260 files/Unencrypted/Unencrypted505.txt,347,63,19,112,0
/root/Desktop/final Project/DATASET 2260 files/Unencrypted/Unencrypted57.txt,539,102,31,175,0
/root/Desktop/final Project/DATASET 2260 files/Unencrypted/Unencrypted180.txt,623,133,45,208,0
/root/Desktop/final Project/DATASET 2260 files/Unencrypted/Unencrypted508.txt,200,36,15,71,0
/root/Desktop/final Project/DATASET 2260 files/Unencrypted/Unencrypted686.txt,337,55,15,108,0
/root/Desktop/final Project/DATASET 2260 files/Unencrypted/Unencrypted1077.txt,398,75,21,137,0
/root/Desktop/final Project/DATASET 2260 files/Unencrypted/Unencrypted932.txt,362,67,10,109,0
/root/Desktop/final Project/DATASET 2260 files/Unencrypted/Unencrypted234.txt,490,91,24,164,0
/root/Desktop/final Project/DATASET 2260 files/Unencrypted/Unencrypted488.txt,441,80,19,148,0
/root/Desktop/final Project/DATASET 2260 files/Unencrypted/Unencrypted886.txt,223,38,9,58,0
/root/Desktop/final Project/DATASET 2260 files/Unencrypted/Unencrypted916.txt,427,73,21,120,0
/root/Desktop/final Project/DATASET 2260 files/Unencrypted/Unencrypted314.txt,598,123,35,187,0
/root/Desktop/final Project/DATASET 2260 files/Unencrypted/Unencrypted1009.txt,293,60,20,92,0
/root/Desktop/final Project/DATASET 2260 files/Unencrypted/Unencrypted620.txt,1017,189,39,339,0
/root/Desktop/final Project/DATASET 2260 files/Unencrypted/Unencrypted1073.txt,61,16,5,19,0
/root/Desktop/final Project/DATASET 2260 files/Unencrypted/Unencrypted272.txt,189,41,8,57,0
/root/Desktop/final Project/DATASET 2260 files/Unencrypted/Unencrypted1072.txt,428,85,32,139,0
/root/Desktop/final Project/DATASET 2260 files/Unencrypted/Unencrypted1017.txt,120,22,4,40,0
/root/Desktop/final Project/DATASET 2260 files/Unencrypted/Unencrypted750.txt,596,98,27,232,0
/root/Desktop/final Project/DATASET 2260 files/Unencrypted/Unencrypted554.txt,82,18,3,34,0
/root/Desktop/final Project/DATASET 2260 files/Unencrypted/Unencrypted430.txt,505,106,30,179,0
/root/Desktop/final Project/DATASET 2260 files/Unencrypted/Unencrypted552.txt,412,95,20,135,0
/root/Desktop/final Project/DATASET 2260 files/Unencrypted/Unencrypted661.txt,444,89,20,155,0
/root/Desktop/final Project/DATASET 2260 files/Unencrypted/Unencrypted544.txt,537,75,16,177,0
/root/Desktop/final Project/DATASET 2260 files/Unencrypted/Unencrypted533.txt,602,136,27,187,0
/root/Desktop/final Project/DATASET 2260 files/Unencrypted/Unencrypted594.txt,428,85,23,153,0
/root/Desktop/final Project/DATASET 2260 files/Unencrypted/Unencrypted196.txt,179,31,11,54,0
/root/Desktop/final Project/DATASET 2260 files/Unencrypted/Unencrypted1058.txt,365,67,24,121,0
/root/Desktop/final Project/DATASET 2260 files/Unencrypted/Unencrypted366.txt,162,31,11,53,0
/root/Desktop/final Project/DATASET 2260 files/Unencrypted/Unencrypted822.txt,615,118,24,219,0
/root/Desktop/final Project/DATASET 2260 files/Unencrypted/Unencrypted195.txt,373,75,24,131,0
/root/Desktop/final Project/DATASET 2260 files/Unencrypted/Unencrypted62.txt,272,45,7,91,0
/root/Desktop/final Project/DATASET 2260 files/Unencrypted/Unencrypted780.txt,494,99,24,167,0
/root/Desktop/final Project/DATASET 2260 files/Unencrypted/Unencrypted226.txt,410,81,22,129,0
/root/Desktop/final Project/DATASET 2260 files/Unencrypted/Unencrypted978.txt,363,60,24,111,0
/root/Desktop/final Project/DATASET 2260 files/Unencrypted/Unencrypted541.txt,295,52,22,90,0
/root/Desktop/final Project/DATASET 2260 files/Unencrypted/Unencrypted1084.txt,116,27,9,40,0
/root/Desktop/final Project/DATASET 2260 files/Unencrypted/Unencrypted691.txt,84,15,5,27,0
/root/Desktop/final Project/DATASET 2260 files/Unencrypted/Unencrypted398.txt,376,70,24,110,0
/root/Desktop/final Project/DATASET 2260 files/Unencrypted/Unencrypted512.txt,131,25,9,54,0
/root/Desktop/final Project/DATASET 2260 files/Unencrypted/Unencrypted737.txt,533,105,28,184,0
/root/Desktop/final Project/DATASET 2260 files/Unencrypted/Unencrypted1050.txt,222,38,8,72,0
/root/Desktop/final Project/DATASET 2260 files/Unencrypted/Unencrypted815.txt,78,12,10,24,0
/root/Desktop/final Project/DATASET 2260 files/Unencrypted/Unencrypted388.txt,587,91,36,189,0
/root/Desktop/final Project/DATASET 2260 files/Unencrypted/Unencrypted301.txt,168,28,8,45,0
/root/Desktop/final Project/DATASET 2260 files/Unencrypted/Unencrypted10.txt,133,30,9,46,0
/root/Desktop/final Project/DATASET 2260 files/Unencrypted/Unencrypted577.txt,158,26,8,57,0
/root/Desktop/final Project/DATASET 2260 files/Unencrypted/Unencrypted412.txt,272,40,6,98,0
/root/Desktop/final Project/DATASET 2260 files/Unencrypted/Unencrypted623.txt,984,180,47,326,0
/root/Desktop/final Project/DATASET 2260 files/Unencrypted/Unencrypted673.txt,500,88,20,169,0
/root/Desktop/final Project/DATASET 2260 files/Unencrypted/Unencrypted711.txt,149,28,5,45,0
/root/Desktop/final Project/DATASET 2260 files/Unencrypted/Unencrypted238.txt,81,18,5,22,0
/root/Desktop/final Project/DATASET 2260 files/Unencrypted/Unencrypted878.txt,87,16,3,26,0
/root/Desktop/final Project/DATASET 2260 files/Unencrypted/Unencrypted610.txt,737,129,46,235,0
/root/Desktop/final Project/DATASET 2260 files/Unencrypted/Unencrypted342.txt,206,41,14,66,0
/root/Desktop/final Project/DATASET 2260 files/Unencrypted/Unencrypted943.txt,410,74,19,143,0
/root/Desktop/final Project/DATASET 2260 files/Unencrypted/Unencrypted824.txt,294,44,8,104,0
/root/Desktop/final Project/DATASET 2260 files/Unencrypted/Unencrypted218.txt,551,109,27,183,0
/root/Desktop/final Project/DATASET 2260 files/Unencrypted/Unencrypted531.txt,274,47,11,97,0
/root/Desktop/final Project/DATASET 2260 files/Unencrypted/Unencrypted1116.txt,409,70,20,132,0
/root/Desktop/final Project/DATASET 2260 files/Unencrypted/Unencrypted54.txt,175,29,12,54,0
/root/Desktop/final Project/DATASET 2260 files/Unencrypted/Unencrypted560.txt,143,24,6,47,0
/root/Desktop/final Project/DATASET 2260 files/Unencrypted/Unencrypted1129.txt,229,40,12,69,0
/root/Desktop/final Project/DATASET 2260 files/Unencrypted/Unencrypted415.txt,255,54,11,84,0
/root/Desktop/final Project/DATASET 2260 files/Unencrypted/Unencrypted634.txt,890,178,44,292,0
/root/Desktop/final Project/DATASET 2260 files/Unencrypted/Unencrypted1086.txt,270,53,16,82,0
/root/Desktop/final Project/DATASET 2260 files/Unencrypted/Unencrypted135.txt,271,47,16,94,0
/root/Desktop/final Project/DATASET 2260 files/Unencrypted/Unencrypted103.txt,505,101,22,167,0
/root/Desktop/final Project/DATASET 2260 files/Unencrypted/Unencrypted1099.txt,361,64,14,118,0
/root/Desktop/final Project/DATASET 2260 files/Unencrypted/Unencrypted1062.txt,167,35,11,60,0
/root/Desktop/final Project/DATASET 2260 files/Unencrypted/Unencrypted156.txt,102,16,8,31,0
/root/Desktop/final Project/DATASET 2260 files/Unencrypted/Unencrypted517.txt,534,108,33,155,0
/root/Desktop/final Project/DATASET 2260 files/Unencrypted/Unencrypted237.txt,111,19,4,29,0
/root/Desktop/final Project/DATASET 2260 files/Unencrypted/Unencrypted108.txt,387,74,21,119,0
/root/Desktop/final Project/DATASET 2260 files/Unencrypted/Unencrypted564.txt,597,117,34,217,0
/root/Desktop/final Project/DATASET 2260 files/Unencrypted/Unencrypted697.txt,76,13,6,32,0
/root/Desktop/final Project/DATASET 2260 files/Unencrypted/Unencrypted75.txt,173,34,6,46,0
/root/Desktop/final Project/DATASET 2260 files/Unencrypted/Unencrypted288.txt,378,70,28,133,0
/root/Desktop/final Project/DATASET 2260 files/Unencrypted/Unencrypted47.txt,546,112,24,164,0
