name of file ,feature 1 , feature 2 , feature 3 , feature 4, feature 5, feature 6, result
/root/Desktop/final Project/DATASET 18000 files/Unencrypted/only english chars + numbers/Unencrypted1038.txt,903,461,202,125,143,326,0
/root/Desktop/final Project/DATASET 18000 files/Unencrypted/only english chars + numbers/Unencrypted6.txt,6936,1248,514,2962,841,2392,0
/root/Desktop/final Project/DATASET 18000 files/Unencrypted/only english chars + numbers/Unencrypted1823.txt,7726,3551,1548,1182,1159,2622,0
/root/Desktop/final Project/DATASET 18000 files/Unencrypted/only english chars + numbers/Unencrypted2793.txt,810,426,188,145,108,240,0
/root/Desktop/final Project/DATASET 18000 files/Unencrypted/only english chars + numbers/Unencrypted2884.txt,5934,1609,802,1767,762,1758,0
/root/Desktop/final Project/DATASET 18000 files/Unencrypted/only english chars + numbers/Unencrypted2644.txt,10107,998,1549,4368,873,2118,0
/root/Desktop/final Project/DATASET 18000 files/Unencrypted/only english chars + numbers/Unencrypted2970.txt,3091,376,463,1355,277,664,0
/root/Desktop/final Project/DATASET 18000 files/Unencrypted/only english chars + numbers/Unencrypted1725.txt,4621,2045,961,668,896,1980,0
/root/Desktop/final Project/DATASET 18000 files/Unencrypted/only english chars + numbers/Unencrypted2845.txt,204,188,29,15,121,278,0
/root/Desktop/final Project/DATASET 18000 files/Unencrypted/only english chars + numbers/Unencrypted311.txt,6251,3267,1418,823,1017,2310,0
/root/Desktop/final Project/DATASET 18000 files/Unencrypted/only english chars + numbers/Unencrypted2979.txt,3280,1592,555,776,565,1486,0
/root/Desktop/final Project/DATASET 18000 files/Unencrypted/only english chars + numbers/Unencrypted2397.txt,6354,2996,1377,893,1034,2328,0
/root/Desktop/final Project/DATASET 18000 files/Unencrypted/only english chars + numbers/Unencrypted2852.txt,6143,3449,563,1526,1000,2358,0
/root/Desktop/final Project/DATASET 18000 files/Unencrypted/only english chars + numbers/Unencrypted1293.txt,2916,1344,596,456,438,1012,0
/root/Desktop/final Project/DATASET 18000 files/Unencrypted/only english chars + numbers/Unencrypted2057.txt,5224,2413,1090,758,911,2092,0
/root/Desktop/final Project/DATASET 18000 files/Unencrypted/only english chars + numbers/Unencrypted1750.txt,6524,3121,1372,946,1061,2384,0
/root/Desktop/final Project/DATASET 18000 files/Unencrypted/only english chars + numbers/Unencrypted1961.txt,2481,1055,523,393,432,952,0
/root/Desktop/final Project/DATASET 18000 files/Unencrypted/only english chars + numbers/Unencrypted230.txt,4210,3589,527,154,828,1880,0
/root/Desktop/final Project/DATASET 18000 files/Unencrypted/only english chars + numbers/Unencrypted1721.txt,1652,706,391,253,302,692,0
/root/Desktop/final Project/DATASET 18000 files/Unencrypted/only english chars + numbers/Unencrypted1457.txt,8610,1596,520,2923,1117,2318,0
/root/Desktop/final Project/DATASET 18000 files/Unencrypted/only english chars + numbers/Unencrypted1208.txt,3169,2141,542,273,460,1368,0
/root/Desktop/final Project/DATASET 18000 files/Unencrypted/only english chars + numbers/Unencrypted766.txt,1135,663,133,77,143,334,0
/root/Desktop/final Project/DATASET 18000 files/Unencrypted/only english chars + numbers/Unencrypted1504.txt,6362,2950,1379,922,1076,2444,0
/root/Desktop/final Project/DATASET 18000 files/Unencrypted/only english chars + numbers/Unencrypted2819.txt,4832,2172,955,821,791,1798,0
/root/Desktop/final Project/DATASET 18000 files/Unencrypted/only english chars + numbers/Unencrypted1006.txt,4892,580,855,2078,443,1086,0
/root/Desktop/final Project/DATASET 18000 files/Unencrypted/only english chars + numbers/Unencrypted2875.txt,2343,460,153,784,315,648,0
/root/Desktop/final Project/DATASET 18000 files/Unencrypted/only english chars + numbers/Unencrypted265.txt,1476,692,310,226,221,496,0
/root/Desktop/final Project/DATASET 18000 files/Unencrypted/only english chars + numbers/Unencrypted2060.txt,4553,1985,916,690,875,1926,0
/root/Desktop/final Project/DATASET 18000 files/Unencrypted/only english chars + numbers/Unencrypted1136.txt,10333,1896,549,3543,1321,2716,0
/root/Desktop/final Project/DATASET 18000 files/Unencrypted/only english chars + numbers/Unencrypted1923.txt,923,335,180,185,165,352,0
/root/Desktop/final Project/DATASET 18000 files/Unencrypted/only english chars + numbers/Unencrypted2358.txt,3951,1819,835,554,730,1638,0
/root/Desktop/final Project/DATASET 18000 files/Unencrypted/only english chars + numbers/Unencrypted1769.txt,2962,646,203,1212,383,1116,0
/root/Desktop/final Project/DATASET 18000 files/Unencrypted/only english chars + numbers/Unencrypted1362.txt,3637,1699,764,469,604,1352,0
/root/Desktop/final Project/DATASET 18000 files/Unencrypted/only english chars + numbers/Unencrypted1198.txt,6225,2843,1311,868,1203,2718,0
/root/Desktop/final Project/DATASET 18000 files/Unencrypted/only english chars + numbers/Unencrypted1866.txt,10481,2003,522,4722,1142,2854,0
/root/Desktop/final Project/DATASET 18000 files/Unencrypted/only english chars + numbers/Unencrypted1628.txt,742,366,153,104,130,284,0
/root/Desktop/final Project/DATASET 18000 files/Unencrypted/only english chars + numbers/Unencrypted384.txt,423,211,81,45,88,196,0
/root/Desktop/final Project/DATASET 18000 files/Unencrypted/only english chars + numbers/Unencrypted1417.txt,3467,1716,694,398,588,1340,0
/root/Desktop/final Project/DATASET 18000 files/Unencrypted/only english chars + numbers/Unencrypted2774.txt,2733,1160,574,417,520,1168,0
/root/Desktop/final Project/DATASET 18000 files/Unencrypted/only english chars + numbers/Unencrypted213.txt,4225,2011,921,586,658,1484,0
/root/Desktop/final Project/DATASET 18000 files/Unencrypted/only english chars + numbers/Unencrypted2771.txt,1885,783,377,335,348,772,0
/root/Desktop/final Project/DATASET 18000 files/Unencrypted/only english chars + numbers/Unencrypted34.txt,2759,1240,561,416,487,1090,0
/root/Desktop/final Project/DATASET 18000 files/Unencrypted/only english chars + numbers/Unencrypted2213.txt,1119,220,71,456,148,436,0
/root/Desktop/final Project/DATASET 18000 files/Unencrypted/only english chars + numbers/Unencrypted348.txt,3169,422,102,1591,312,884,0
/root/Desktop/final Project/DATASET 18000 files/Unencrypted/only english chars + numbers/Unencrypted931.txt,3255,1382,637,577,557,1250,0
/root/Desktop/final Project/DATASET 18000 files/Unencrypted/only english chars + numbers/Unencrypted2039.txt,3356,1431,687,566,511,1150,0
/root/Desktop/final Project/DATASET 18000 files/Unencrypted/only english chars + numbers/Unencrypted1917.txt,695,341,129,92,170,394,0
/root/Desktop/final Project/DATASET 18000 files/Unencrypted/only english chars + numbers/Unencrypted2720.txt,6952,3181,1495,1021,1119,2540,0
/root/Desktop/final Project/DATASET 18000 files/Unencrypted/only english chars + numbers/Unencrypted2729.txt,2463,934,461,541,349,794,0
/root/Desktop/final Project/DATASET 18000 files/Unencrypted/only english chars + numbers/Unencrypted1511.txt,996,509,210,131,175,394,0
/root/Desktop/final Project/DATASET 18000 files/Unencrypted/only english chars + numbers/Unencrypted165.txt,1931,829,400,314,293,674,0
/root/Desktop/final Project/DATASET 18000 files/Unencrypted/only english chars + numbers/Unencrypted2681.txt,2187,1061,459,293,400,888,0
/root/Desktop/final Project/DATASET 18000 files/Unencrypted/only english chars + numbers/Unencrypted404.txt,4708,2420,1027,649,792,1814,0
/root/Desktop/final Project/DATASET 18000 files/Unencrypted/only english chars + numbers/Unencrypted203.txt,3399,1665,678,485,503,1156,0
/root/Desktop/final Project/DATASET 18000 files/Unencrypted/only english chars + numbers/Unencrypted814.txt,4664,2183,946,612,815,1836,0
/root/Desktop/final Project/DATASET 18000 files/Unencrypted/only english chars + numbers/Unencrypted1351.txt,536,243,98,89,99,224,0
/root/Desktop/final Project/DATASET 18000 files/Unencrypted/only english chars + numbers/Unencrypted1384.txt,6507,2776,1321,1047,1209,2764,0
/root/Desktop/final Project/DATASET 18000 files/Unencrypted/only english chars + numbers/Unencrypted1526.txt,3386,1556,743,474,566,1306,0
/root/Desktop/final Project/DATASET 18000 files/Unencrypted/only english chars + numbers/Unencrypted2164.txt,5733,2801,1273,778,988,2236,0
/root/Desktop/final Project/DATASET 18000 files/Unencrypted/only english chars + numbers/Unencrypted207.txt,957,476,208,130,148,340,0
/root/Desktop/final Project/DATASET 18000 files/Unencrypted/only english chars + numbers/Unencrypted928.txt,3050,1387,651,417,538,1222,0
/root/Desktop/final Project/DATASET 18000 files/Unencrypted/only english chars + numbers/Unencrypted2624.txt,4918,2025,926,893,792,1762,0
/root/Desktop/final Project/DATASET 18000 files/Unencrypted/only english chars + numbers/Unencrypted1861.txt,3005,1652,639,357,705,1648,0
/root/Desktop/final Project/DATASET 18000 files/Unencrypted/only english chars + numbers/Unencrypted1300.txt,1691,738,325,269,263,598,0
/root/Desktop/final Project/DATASET 18000 files/Unencrypted/only english chars + numbers/Unencrypted941.txt,2625,1220,513,372,457,1056,0
/root/Desktop/final Project/DATASET 18000 files/Unencrypted/only english chars + numbers/Unencrypted2671.txt,6788,3076,1463,1018,1097,2488,0
/root/Desktop/final Project/DATASET 18000 files/Unencrypted/only english chars + numbers/Unencrypted1352.txt,1094,452,208,176,170,380,0
/root/Desktop/final Project/DATASET 18000 files/Unencrypted/only english chars + numbers/Unencrypted193.txt,4569,2186,947,624,786,1764,0
/root/Desktop/final Project/DATASET 18000 files/Unencrypted/only english chars + numbers/Unencrypted2186.txt,4686,2242,971,677,722,1604,0
/root/Desktop/final Project/DATASET 18000 files/Unencrypted/only english chars + numbers/Unencrypted2638.txt,4493,784,347,1992,539,1566,0
/root/Desktop/final Project/DATASET 18000 files/Unencrypted/only english chars + numbers/Unencrypted437.txt,6654,2994,1344,926,1142,2570,0
/root/Desktop/final Project/DATASET 18000 files/Unencrypted/only english chars + numbers/Unencrypted2352.txt,5424,2440,1108,827,940,2144,0
/root/Desktop/final Project/DATASET 18000 files/Unencrypted/only english chars + numbers/Unencrypted149.txt,7079,1373,462,2382,937,1922,0
/root/Desktop/final Project/DATASET 18000 files/Unencrypted/only english chars + numbers/Unencrypted2737.txt,9629,1254,372,4689,968,2630,0
/root/Desktop/final Project/DATASET 18000 files/Unencrypted/only english chars + numbers/Unencrypted2217.txt,7788,899,1389,3307,718,1754,0
/root/Desktop/final Project/DATASET 18000 files/Unencrypted/only english chars + numbers/Unencrypted825.txt,6646,3146,1441,1009,1102,2516,0
/root/Desktop/final Project/DATASET 18000 files/Unencrypted/only english chars + numbers/Unencrypted516.txt,7000,3137,1538,1016,1259,2810,0
/root/Desktop/final Project/DATASET 18000 files/Unencrypted/only english chars + numbers/Unencrypted1288.txt,1146,562,273,184,164,370,0
/root/Desktop/final Project/DATASET 18000 files/Unencrypted/only english chars + numbers/Unencrypted477.txt,9433,1803,541,3255,1216,2488,0
/root/Desktop/final Project/DATASET 18000 files/Unencrypted/only english chars + numbers/Unencrypted2646.txt,6586,1063,1334,2441,680,1664,0
/root/Desktop/final Project/DATASET 18000 files/Unencrypted/only english chars + numbers/Unencrypted1217.txt,9028,1180,1864,3498,898,2154,0
/root/Desktop/final Project/DATASET 18000 files/Unencrypted/only english chars + numbers/Unencrypted2239.txt,2754,1220,567,411,491,1112,0
/root/Desktop/final Project/DATASET 18000 files/Unencrypted/only english chars + numbers/Unencrypted1194.txt,705,335,166,127,116,256,0
/root/Desktop/final Project/DATASET 18000 files/Unencrypted/only english chars + numbers/Unencrypted2009.txt,8024,1559,477,2698,1035,2134,0
/root/Desktop/final Project/DATASET 18000 files/Unencrypted/only english chars + numbers/Unencrypted1558.txt,7716,832,1434,3040,701,1782,0
/root/Desktop/final Project/DATASET 18000 files/Unencrypted/only english chars + numbers/Unencrypted550.txt,3189,1900,303,740,540,1258,0
/root/Desktop/final Project/DATASET 18000 files/Unencrypted/only english chars + numbers/Unencrypted1144.txt,4869,2120,1006,731,843,1898,0
/root/Desktop/final Project/DATASET 18000 files/Unencrypted/only english chars + numbers/Unencrypted81.txt,460,225,76,78,99,230,0
/root/Desktop/final Project/DATASET 18000 files/Unencrypted/only english chars + numbers/Unencrypted1371.txt,7698,3666,1556,1104,1270,2840,0
/root/Desktop/final Project/DATASET 18000 files/Unencrypted/only english chars + numbers/Unencrypted157.txt,2566,1168,501,383,436,980,0
/root/Desktop/final Project/DATASET 18000 files/Unencrypted/only english chars + numbers/Unencrypted857.txt,6473,3065,1366,977,1026,2314,0
/root/Desktop/final Project/DATASET 18000 files/Unencrypted/only english chars + numbers/Unencrypted887.txt,5028,470,959,2067,468,1134,0
/root/Desktop/final Project/DATASET 18000 files/Unencrypted/only english chars + numbers/Unencrypted2349.txt,659,301,138,67,155,370,0
/root/Desktop/final Project/DATASET 18000 files/Unencrypted/only english chars + numbers/Unencrypted2962.txt,1469,241,44,722,148,422,0
/root/Desktop/final Project/DATASET 18000 files/Unencrypted/only english chars + numbers/Unencrypted2526.txt,3500,2929,437,125,665,1528,0
/root/Desktop/final Project/DATASET 18000 files/Unencrypted/only english chars + numbers/Unencrypted1704.txt,4766,2327,1128,697,785,1784,0
/root/Desktop/final Project/DATASET 18000 files/Unencrypted/only english chars + numbers/Unencrypted1841.txt,3050,1320,574,519,425,950,0
/root/Desktop/final Project/DATASET 18000 files/Unencrypted/only english chars + numbers/Unencrypted2287.txt,6861,3126,1377,1117,1159,2606,0
/root/Desktop/final Project/DATASET 18000 files/Unencrypted/only english chars + numbers/Unencrypted74.txt,2446,1049,578,373,466,1028,0
/root/Desktop/final Project/DATASET 18000 files/Unencrypted/only english chars + numbers/Unencrypted1903.txt,586,355,142,53,96,234,0
/root/Desktop/final Project/DATASET 18000 files/Unencrypted/only english chars + numbers/Unencrypted472.txt,4951,968,313,1623,648,1336,0
/root/Desktop/final Project/DATASET 18000 files/Unencrypted/only english chars + numbers/Unencrypted92.txt,4738,2212,978,751,766,1736,0
/root/Desktop/final Project/DATASET 18000 files/Unencrypted/only english chars + numbers/Unencrypted176.txt,953,379,170,167,189,410,0
/root/Desktop/final Project/DATASET 18000 files/Unencrypted/only english chars + numbers/Unencrypted946.txt,4420,1967,927,645,743,1686,0
/root/Desktop/final Project/DATASET 18000 files/Unencrypted/only english chars + numbers/Unencrypted2541.txt,6355,574,967,2890,534,1292,0
/root/Desktop/final Project/DATASET 18000 files/Unencrypted/only english chars + numbers/Unencrypted588.txt,5696,2762,1214,784,1002,2272,0
/root/Desktop/final Project/DATASET 18000 files/Unencrypted/only english chars + numbers/Unencrypted473.txt,987,192,45,320,132,272,0
/root/Desktop/final Project/DATASET 18000 files/Unencrypted/only english chars + numbers/Unencrypted1301.txt,4444,2127,944,623,724,1628,0
/root/Desktop/final Project/DATASET 18000 files/Unencrypted/only english chars + numbers/Unencrypted475.txt,10582,2007,658,3554,1389,2862,0
/root/Desktop/final Project/DATASET 18000 files/Unencrypted/only english chars + numbers/Unencrypted1730.txt,1341,657,289,183,244,552,0
/root/Desktop/final Project/DATASET 18000 files/Unencrypted/only english chars + numbers/Unencrypted1580.txt,6012,2681,1215,879,1077,2424,0
/root/Desktop/final Project/DATASET 18000 files/Unencrypted/only english chars + numbers/Unencrypted960.txt,590,284,124,99,112,252,0
/root/Desktop/final Project/DATASET 18000 files/Unencrypted/only english chars + numbers/Unencrypted1190.txt,4719,2098,923,784,765,1700,0
/root/Desktop/final Project/DATASET 18000 files/Unencrypted/only english chars + numbers/Unencrypted2250.txt,8777,4123,1824,1351,1358,3046,0
/root/Desktop/final Project/DATASET 18000 files/Unencrypted/only english chars + numbers/Unencrypted2865.txt,7069,752,1241,2821,648,1620,0
/root/Desktop/final Project/DATASET 18000 files/Unencrypted/only english chars + numbers/Unencrypted2326.txt,7510,677,1139,3429,659,1518,0
/root/Desktop/final Project/DATASET 18000 files/Unencrypted/only english chars + numbers/Unencrypted2257.txt,4303,1965,906,677,758,1706,0
/root/Desktop/final Project/DATASET 18000 files/Unencrypted/only english chars + numbers/Unencrypted275.txt,5086,2444,1082,705,905,2046,0
/root/Desktop/final Project/DATASET 18000 files/Unencrypted/only english chars + numbers/Unencrypted1609.txt,5698,2365,1234,990,955,2136,0
/root/Desktop/final Project/DATASET 18000 files/Unencrypted/only english chars + numbers/Unencrypted2385.txt,2739,1203,549,396,527,1174,0
/root/Desktop/final Project/DATASET 18000 files/Unencrypted/only english chars + numbers/Unencrypted503.txt,3004,1477,644,457,548,1252,0
/root/Desktop/final Project/DATASET 18000 files/Unencrypted/only english chars + numbers/Unencrypted1636.txt,1413,740,293,175,215,494,0
/root/Desktop/final Project/DATASET 18000 files/Unencrypted/only english chars + numbers/Unencrypted1515.txt,3173,1411,674,485,520,1162,0
/root/Desktop/final Project/DATASET 18000 files/Unencrypted/only english chars + numbers/Unencrypted687.txt,774,138,47,254,103,208,0
/root/Desktop/final Project/DATASET 18000 files/Unencrypted/only english chars + numbers/Unencrypted199.txt,3271,1708,774,455,499,1134,0
/root/Desktop/final Project/DATASET 18000 files/Unencrypted/only english chars + numbers/Unencrypted457.txt,6939,1330,539,2965,836,2420,0
/root/Desktop/final Project/DATASET 18000 files/Unencrypted/only english chars + numbers/Unencrypted2589.txt,7423,3158,1575,1221,1256,2818,0
/root/Desktop/final Project/DATASET 18000 files/Unencrypted/only english chars + numbers/Unencrypted1262.txt,399,202,86,38,82,196,0
/root/Desktop/final Project/DATASET 18000 files/Unencrypted/only english chars + numbers/Unencrypted1792.txt,6479,1417,619,2194,818,1822,0
/root/Desktop/final Project/DATASET 18000 files/Unencrypted/only english chars + numbers/Unencrypted2044.txt,3576,1665,781,520,591,1326,0
/root/Desktop/final Project/DATASET 18000 files/Unencrypted/only english chars + numbers/Unencrypted2833.txt,4196,1967,907,574,738,1682,0
/root/Desktop/final Project/DATASET 18000 files/Unencrypted/only english chars + numbers/Unencrypted2879.txt,1219,216,66,416,156,326,0
/root/Desktop/final Project/DATASET 18000 files/Unencrypted/only english chars + numbers/Unencrypted674.txt,10934,2039,2262,4086,1164,2924,0
/root/Desktop/final Project/DATASET 18000 files/Unencrypted/only english chars + numbers/Unencrypted1409.txt,4424,1933,924,673,755,1674,0
/root/Desktop/final Project/DATASET 18000 files/Unencrypted/only english chars + numbers/Unencrypted2744.txt,725,111,52,340,88,262,0
/root/Desktop/final Project/DATASET 18000 files/Unencrypted/only english chars + numbers/Unencrypted2119.txt,2813,516,179,924,365,754,0
/root/Desktop/final Project/DATASET 18000 files/Unencrypted/only english chars + numbers/Unencrypted2303.txt,7787,3835,1673,1078,1296,2908,0
/root/Desktop/final Project/DATASET 18000 files/Unencrypted/only english chars + numbers/Unencrypted1069.txt,6839,3169,1482,1063,1213,2736,0
/root/Desktop/final Project/DATASET 18000 files/Unencrypted/only english chars + numbers/Unencrypted2927.txt,6470,3356,1456,851,1060,2400,0
/root/Desktop/final Project/DATASET 18000 files/Unencrypted/only english chars + numbers/Unencrypted90.txt,4127,2138,892,553,621,1430,0
/root/Desktop/final Project/DATASET 18000 files/Unencrypted/only english chars + numbers/Unencrypted2976.txt,8759,785,1325,4021,762,1766,0
/root/Desktop/final Project/DATASET 18000 files/Unencrypted/only english chars + numbers/Unencrypted1997.txt,6945,2090,1351,2059,962,2430,0
/root/Desktop/final Project/DATASET 18000 files/Unencrypted/only english chars + numbers/Unencrypted9.txt,7944,1176,1688,3009,808,2010,0
/root/Desktop/final Project/DATASET 18000 files/Unencrypted/only english chars + numbers/Unencrypted1200.txt,6592,2997,1324,983,1181,2664,0
/root/Desktop/final Project/DATASET 18000 files/Unencrypted/only english chars + numbers/Unencrypted1350.txt,10953,2450,1070,3519,1405,3074,0
/root/Desktop/final Project/DATASET 18000 files/Unencrypted/only english chars + numbers/Unencrypted2274.txt,6373,2933,1390,922,1112,2500,0
/root/Desktop/final Project/DATASET 18000 files/Unencrypted/only english chars + numbers/Unencrypted2500.txt,2093,940,406,350,303,672,0
/root/Desktop/final Project/DATASET 18000 files/Unencrypted/only english chars + numbers/Unencrypted2343.txt,5296,1849,981,1254,730,1766,0
/root/Desktop/final Project/DATASET 18000 files/Unencrypted/only english chars + numbers/Unencrypted2381.txt,2241,1069,467,297,376,852,0
/root/Desktop/final Project/DATASET 18000 files/Unencrypted/only english chars + numbers/Unencrypted228.txt,837,578,195,93,128,480,0
/root/Desktop/final Project/DATASET 18000 files/Unencrypted/only english chars + numbers/Unencrypted1091.txt,557,252,106,50,95,214,0
/root/Desktop/final Project/DATASET 18000 files/Unencrypted/only english chars + numbers/Unencrypted1911.txt,5994,2799,1272,844,1031,2308,0
/root/Desktop/final Project/DATASET 18000 files/Unencrypted/only english chars + numbers/Unencrypted650.txt,6436,2625,1230,1193,1069,2380,0
/root/Desktop/final Project/DATASET 18000 files/Unencrypted/only english chars + numbers/Unencrypted2379.txt,3274,1512,716,528,602,1364,0
/root/Desktop/final Project/DATASET 18000 files/Unencrypted/only english chars + numbers/Unencrypted2947.txt,6182,2928,1284,905,1019,2290,0
/root/Desktop/final Project/DATASET 18000 files/Unencrypted/only english chars + numbers/Unencrypted274.txt,2536,1141,569,389,431,970,0
/root/Desktop/final Project/DATASET 18000 files/Unencrypted/only english chars + numbers/Unencrypted1933.txt,2776,1222,555,387,420,942,0
/root/Desktop/final Project/DATASET 18000 files/Unencrypted/only english chars + numbers/Unencrypted1849.txt,7101,3196,1456,1012,1238,2744,0
/root/Desktop/final Project/DATASET 18000 files/Unencrypted/only english chars + numbers/Unencrypted1843.txt,3093,1522,648,426,462,1036,0
/root/Desktop/final Project/DATASET 18000 files/Unencrypted/only english chars + numbers/Unencrypted2233.txt,1595,705,314,264,250,582,0
/root/Desktop/final Project/DATASET 18000 files/Unencrypted/only english chars + numbers/Unencrypted2946.txt,4393,2060,876,558,840,1878,0
/root/Desktop/final Project/DATASET 18000 files/Unencrypted/only english chars + numbers/Unencrypted947.txt,7453,3377,1661,1089,1331,2970,0
/root/Desktop/final Project/DATASET 18000 files/Unencrypted/only english chars + numbers/Unencrypted783.txt,13469,1399,2500,5440,1249,3056,0
/root/Desktop/final Project/DATASET 18000 files/Unencrypted/only english chars + numbers/Unencrypted1025.txt,6607,1255,390,2222,856,1774,0
/root/Desktop/final Project/DATASET 18000 files/Unencrypted/only english chars + numbers/Unencrypted2309.txt,5696,4280,1207,511,811,2582,0
/root/Desktop/final Project/DATASET 18000 files/Unencrypted/only english chars + numbers/Unencrypted1327.txt,7611,1578,542,3034,967,2732,0
/root/Desktop/final Project/DATASET 18000 files/Unencrypted/only english chars + numbers/Unencrypted1369.txt,8217,4005,1803,1099,1358,3058,0
/root/Desktop/final Project/DATASET 18000 files/Unencrypted/only english chars + numbers/Unencrypted1310.txt,3474,1656,756,474,642,1428,0
/root/Desktop/final Project/DATASET 18000 files/Unencrypted/only english chars + numbers/Unencrypted331.txt,7920,3774,1690,1151,1244,2810,0
/root/Desktop/final Project/DATASET 18000 files/Unencrypted/only english chars + numbers/Unencrypted1031.txt,7328,2598,1287,1703,1018,2400,0
/root/Desktop/final Project/DATASET 18000 files/Unencrypted/only english chars + numbers/Unencrypted468.txt,1778,331,105,578,229,470,0
/root/Desktop/final Project/DATASET 18000 files/Unencrypted/only english chars + numbers/Unencrypted893.txt,6061,2019,1057,1736,881,2228,0
/root/Desktop/final Project/DATASET 18000 files/Unencrypted/only english chars + numbers/Unencrypted217.txt,1977,854,395,292,440,980,0
/root/Desktop/final Project/DATASET 18000 files/Unencrypted/only english chars + numbers/Unencrypted393.txt,6524,2998,1423,948,1089,2432,0
/root/Desktop/final Project/DATASET 18000 files/Unencrypted/only english chars + numbers/Unencrypted1104.txt,653,410,152,87,102,398,0
/root/Desktop/final Project/DATASET 18000 files/Unencrypted/only english chars + numbers/Unencrypted1672.txt,1977,257,459,700,208,520,0
/root/Desktop/final Project/DATASET 18000 files/Unencrypted/only english chars + numbers/Unencrypted1687.txt,6438,2242,1129,1542,911,2122,0
/root/Desktop/final Project/DATASET 18000 files/Unencrypted/only english chars + numbers/Unencrypted2353.txt,5943,2720,1295,877,930,2106,0
/root/Desktop/final Project/DATASET 18000 files/Unencrypted/only english chars + numbers/Unencrypted7.txt,6486,1317,503,2876,788,2406,0
/root/Desktop/final Project/DATASET 18000 files/Unencrypted/only english chars + numbers/Unencrypted2758.txt,9655,1780,505,3127,1234,2550,0
/root/Desktop/final Project/DATASET 18000 files/Unencrypted/only english chars + numbers/Unencrypted699.txt,4575,2005,951,692,783,1746,0
/root/Desktop/final Project/DATASET 18000 files/Unencrypted/only english chars + numbers/Unencrypted1052.txt,4162,1874,834,705,701,1572,0
/root/Desktop/final Project/DATASET 18000 files/Unencrypted/only english chars + numbers/Unencrypted1869.txt,6128,901,256,3020,633,1776,0
/root/Desktop/final Project/DATASET 18000 files/Unencrypted/only english chars + numbers/Unencrypted2657.txt,2556,460,143,847,333,694,0
/root/Desktop/final Project/DATASET 18000 files/Unencrypted/only english chars + numbers/Unencrypted1623.txt,858,563,211,85,132,318,0
/root/Desktop/final Project/DATASET 18000 files/Unencrypted/only english chars + numbers/Unencrypted2152.txt,9054,4133,1887,1441,1334,3054,0
/root/Desktop/final Project/DATASET 18000 files/Unencrypted/only english chars + numbers/Unencrypted2525.txt,5434,3713,1218,636,802,2752,0
/root/Desktop/final Project/DATASET 18000 files/Unencrypted/only english chars + numbers/Unencrypted994.txt,5282,630,237,2579,496,1320,0
/root/Desktop/final Project/DATASET 18000 files/Unencrypted/only english chars + numbers/Unencrypted2347.txt,816,384,158,117,131,294,0
/root/Desktop/final Project/DATASET 18000 files/Unencrypted/only english chars + numbers/Unencrypted185.txt,5292,2482,1112,811,801,1824,0
