name of file ,feature 1 , feature 2 , feature 3 , feature 4, feature 5, feature 6, result
/root/Desktop/final Project/DATASET 1800 files/Unencrypted/Unencrypted274.txt,19641,2762,741,8534,95,388,0
/root/Desktop/final Project/DATASET 1800 files/Unencrypted/Unencrypted783.txt,34632,4977,1240,15460,177,734,0
/root/Desktop/final Project/DATASET 1800 files/Unencrypted/Unencrypted331.txt,27644,4013,1014,12238,137,560,0
/root/Desktop/final Project/DATASET 1800 files/Unencrypted/Unencrypted468.txt,28051,3834,1022,12479,148,632,0
/root/Desktop/final Project/DATASET 1800 files/Unencrypted/Unencrypted893.txt,14977,2322,434,6615,86,352,0
/root/Desktop/final Project/DATASET 1800 files/Unencrypted/Unencrypted217.txt,16096,2413,494,7037,81,342,0
/root/Desktop/final Project/DATASET 1800 files/Unencrypted/Unencrypted393.txt,12882,1986,388,5682,73,300,0
/root/Desktop/final Project/DATASET 1800 files/Unencrypted/Unencrypted7.txt,30041,4489,932,13336,157,668,0
/root/Desktop/final Project/DATASET 1800 files/Unencrypted/Unencrypted699.txt,17166,2418,596,7682,90,368,0
/root/Desktop/final Project/DATASET 1800 files/Unencrypted/Unencrypted185.txt,21288,3160,675,9374,112,474,0
/root/Desktop/final Project/DATASET 1800 files/Unencrypted/Unencrypted338.txt,31359,4677,1197,13602,140,600,0
/root/Desktop/final Project/DATASET 1800 files/Unencrypted/Unencrypted440.txt,27449,3950,946,12143,136,590,0
/root/Desktop/final Project/DATASET 1800 files/Unencrypted/Unencrypted700.txt,14486,2066,534,6487,79,324,0
/root/Desktop/final Project/DATASET 1800 files/Unencrypted/Unencrypted409.txt,32452,4576,1217,14227,161,670,0
/root/Desktop/final Project/DATASET 1800 files/Unencrypted/Unencrypted64.txt,23661,3257,820,10634,123,502,0
/root/Desktop/final Project/DATASET 1800 files/Unencrypted/Unencrypted16.txt,18517,2708,650,8211,98,410,0
/root/Desktop/final Project/DATASET 1800 files/Unencrypted/Unencrypted471.txt,16123,2361,522,7111,81,338,0
/root/Desktop/final Project/DATASET 1800 files/Unencrypted/Unencrypted876.txt,26964,4056,827,11929,138,596,0
/root/Desktop/final Project/DATASET 1800 files/Unencrypted/Unencrypted308.txt,31295,4641,1001,13869,169,712,0
/root/Desktop/final Project/DATASET 1800 files/Unencrypted/Unencrypted106.txt,21480,2914,798,9625,115,484,0
/root/Desktop/final Project/DATASET 1800 files/Unencrypted/Unencrypted178.txt,30433,4226,1149,13407,160,662,0
/root/Desktop/final Project/DATASET 1800 files/Unencrypted/Unencrypted262.txt,21506,3178,817,9268,96,400,0
/root/Desktop/final Project/DATASET 1800 files/Unencrypted/Unencrypted451.txt,19104,2745,630,8585,109,444,0
/root/Desktop/final Project/DATASET 1800 files/Unencrypted/Unencrypted609.txt,16456,2242,608,7348,90,374,0
/root/Desktop/final Project/DATASET 1800 files/Unencrypted/Unencrypted590.txt,32591,4866,1231,14145,146,624,0
/root/Desktop/final Project/DATASET 1800 files/Unencrypted/Unencrypted374.txt,14703,2012,508,6629,75,318,0
/root/Desktop/final Project/DATASET 1800 files/Unencrypted/Unencrypted244.txt,25883,3867,976,11189,120,506,0
/root/Desktop/final Project/DATASET 1800 files/Unencrypted/Unencrypted572.txt,17837,2746,664,7863,85,354,0
/root/Desktop/final Project/DATASET 1800 files/Unencrypted/Unencrypted431.txt,23075,3558,707,10196,128,538,0
/root/Desktop/final Project/DATASET 1800 files/Unencrypted/Unencrypted127.txt,34613,4862,1213,15346,183,772,0
/root/Desktop/final Project/DATASET 1800 files/Unencrypted/Unencrypted294.txt,33027,4855,1247,14389,162,664,0
/root/Desktop/final Project/DATASET 1800 files/Unencrypted/Unencrypted800.txt,22771,3097,833,10199,121,504,0
/root/Desktop/final Project/DATASET 1800 files/Unencrypted/Unencrypted343.txt,16253,2214,562,7346,84,346,0
/root/Desktop/final Project/DATASET 1800 files/Unencrypted/Unencrypted359.txt,34215,5117,1103,15160,185,792,0
/root/Desktop/final Project/DATASET 1800 files/Unencrypted/Unencrypted270.txt,36096,5028,1325,15925,182,770,0
/root/Desktop/final Project/DATASET 1800 files/Unencrypted/Unencrypted52.txt,20283,3027,752,8969,98,402,0
/root/Desktop/final Project/DATASET 1800 files/Unencrypted/Unencrypted713.txt,27569,3846,1018,12040,130,552,0
/root/Desktop/final Project/DATASET 1800 files/Unencrypted/Unencrypted382.txt,35122,5224,1164,15587,186,792,0
/root/Desktop/final Project/DATASET 1800 files/Unencrypted/Unencrypted397.txt,22498,3203,760,10110,126,512,0
/root/Desktop/final Project/DATASET 1800 files/Unencrypted/Unencrypted556.txt,25877,3713,863,11613,144,598,0
/root/Desktop/final Project/DATASET 1800 files/Unencrypted/Unencrypted669.txt,34254,5045,1296,14942,157,678,0
/root/Desktop/final Project/DATASET 1800 files/Unencrypted/Unencrypted429.txt,27854,4172,1059,12088,124,516,0
/root/Desktop/final Project/DATASET 1800 files/Unencrypted/Unencrypted89.txt,28174,4061,977,12465,143,604,0
/root/Desktop/final Project/DATASET 1800 files/Unencrypted/Unencrypted408.txt,25272,3757,795,11171,132,564,0
/root/Desktop/final Project/DATASET 1800 files/Unencrypted/Unencrypted362.txt,22510,3181,758,10133,123,514,0
/root/Desktop/final Project/DATASET 1800 files/Unencrypted/Unencrypted25.txt,27399,3851,999,12013,136,566,0
/root/Desktop/final Project/DATASET 1800 files/Unencrypted/Unencrypted208.txt,26760,3992,826,11823,142,596,0
/root/Desktop/final Project/DATASET 1800 files/Unencrypted/Unencrypted174.txt,22086,3294,738,9742,115,492,0
/root/Desktop/final Project/DATASET 1800 files/Unencrypted/Unencrypted29.txt,32658,4647,1218,14298,159,662,0
/root/Desktop/final Project/DATASET 1800 files/Unencrypted/Unencrypted854.txt,29978,4471,1149,12987,136,574,0
/root/Desktop/final Project/DATASET 1800 files/Unencrypted/Unencrypted197.txt,36245,5006,1337,16025,180,770,0
/root/Desktop/final Project/DATASET 1800 files/Unencrypted/Unencrypted144.txt,30104,4482,941,13337,163,678,0
/root/Desktop/final Project/DATASET 1800 files/Unencrypted/Unencrypted100.txt,17294,2430,587,7772,87,366,0
/root/Desktop/final Project/DATASET 1800 files/Unencrypted/Unencrypted741.txt,13831,2109,399,6149,75,322,0
/root/Desktop/final Project/DATASET 1800 files/Unencrypted/Unencrypted621.txt,28288,3957,1035,12400,138,592,0
/root/Desktop/final Project/DATASET 1800 files/Unencrypted/Unencrypted582.txt,30614,4575,962,13578,159,696,0
/root/Desktop/final Project/DATASET 1800 files/Unencrypted/Unencrypted21.txt,25639,3559,932,11244,128,538,0
/root/Desktop/final Project/DATASET 1800 files/Unencrypted/Unencrypted858.txt,40541,5974,1491,17846,193,798,0
/root/Desktop/final Project/DATASET 1800 files/Unencrypted/Unencrypted280.txt,15747,2422,455,6970,89,368,0
/root/Desktop/final Project/DATASET 1800 files/Unencrypted/Unencrypted121.txt,15584,2244,545,7002,81,346,0
/root/Desktop/final Project/DATASET 1800 files/Unencrypted/Unencrypted558.txt,27084,3699,975,12076,142,614,0
/root/Desktop/final Project/DATASET 1800 files/Unencrypted/Unencrypted107.txt,22092,3258,839,9524,105,422,0
/root/Desktop/final Project/DATASET 1800 files/Unencrypted/Unencrypted716.txt,32058,4377,1181,14166,167,708,0
/root/Desktop/final Project/DATASET 1800 files/Unencrypted/Unencrypted41.txt,13431,1815,487,6028,70,298,0
/root/Desktop/final Project/DATASET 1800 files/Unencrypted/Unencrypted114.txt,31587,4547,1085,13974,167,690,0
/root/Desktop/final Project/DATASET 1800 files/Unencrypted/Unencrypted563.txt,34185,5058,1276,14904,159,670,0
/root/Desktop/final Project/DATASET 1800 files/Unencrypted/Unencrypted188.txt,19629,2801,667,8812,103,440,0
/root/Desktop/final Project/DATASET 1800 files/Unencrypted/Unencrypted758.txt,18046,2476,669,8052,92,398,0
/root/Desktop/final Project/DATASET 1800 files/Unencrypted/Unencrypted777.txt,24510,3376,877,10944,127,538,0
/root/Desktop/final Project/DATASET 1800 files/Unencrypted/Unencrypted379.txt,23603,3524,726,10388,126,530,0
/root/Desktop/final Project/DATASET 1800 files/Unencrypted/Unencrypted807.txt,19515,3015,574,8597,102,446,0
/root/Desktop/final Project/DATASET 1800 files/Unencrypted/Unencrypted818.txt,29212,4349,947,12921,161,664,0
/root/Desktop/final Project/DATASET 1800 files/Unencrypted/Unencrypted470.txt,29982,4341,983,13414,167,696,0
/root/Desktop/final Project/DATASET 1800 files/Unencrypted/Unencrypted835.txt,31108,4638,1160,13684,144,592,0
/root/Desktop/final Project/DATASET 1800 files/Unencrypted/Unencrypted402.txt,29148,4017,1043,13006,160,664,0
/root/Desktop/final Project/DATASET 1800 files/Unencrypted/Unencrypted628.txt,33497,4888,1127,14799,175,736,0
/root/Desktop/final Project/DATASET 1800 files/Unencrypted/Unencrypted48.txt,19090,2665,661,8564,102,414,0
/root/Desktop/final Project/DATASET 1800 files/Unencrypted/Unencrypted396.txt,20131,2965,733,8933,99,406,0
/root/Desktop/final Project/DATASET 1800 files/Unencrypted/Unencrypted647.txt,33601,4801,1239,14675,164,670,0
/root/Desktop/final Project/DATASET 1800 files/Unencrypted/Unencrypted469.txt,32434,4817,1226,14212,148,622,0
/root/Desktop/final Project/DATASET 1800 files/Unencrypted/Unencrypted147.txt,32765,4881,1060,14551,176,742,0
/root/Desktop/final Project/DATASET 1800 files/Unencrypted/Unencrypted803.txt,32916,4883,1080,14610,180,752,0
/root/Desktop/final Project/DATASET 1800 files/Unencrypted/Unencrypted2.txt,22169,3364,834,9766,105,426,0
/root/Desktop/final Project/DATASET 1800 files/Unencrypted/Unencrypted248.txt,19750,2648,719,8660,103,424,0
/root/Desktop/final Project/DATASET 1800 files/Unencrypted/Unencrypted487.txt,32899,4917,1239,14299,153,634,0
/root/Desktop/final Project/DATASET 1800 files/Unencrypted/Unencrypted462.txt,22549,3173,756,10167,123,510,0
/root/Desktop/final Project/DATASET 1800 files/Unencrypted/Unencrypted839.txt,19483,2988,757,8394,86,356,0
/root/Desktop/final Project/DATASET 1800 files/Unencrypted/Unencrypted317.txt,31518,4699,1200,13766,137,594,0
/root/Desktop/final Project/DATASET 1800 files/Unencrypted/Unencrypted204.txt,33726,5013,1098,14988,186,770,0
/root/Desktop/final Project/DATASET 1800 files/Unencrypted/Unencrypted644.txt,29710,4313,1058,13236,147,614,0
/root/Desktop/final Project/DATASET 1800 files/Unencrypted/Unencrypted427.txt,27534,4101,904,12252,146,624,0
/root/Desktop/final Project/DATASET 1800 files/Unencrypted/Unencrypted168.txt,31167,4641,1174,13531,147,618,0
/root/Desktop/final Project/DATASET 1800 files/Unencrypted/Unencrypted519.txt,22707,3211,799,10183,116,484,0
/root/Desktop/final Project/DATASET 1800 files/Unencrypted/Unencrypted53.txt,28720,4103,958,12905,160,660,0
/root/Desktop/final Project/DATASET 1800 files/Unencrypted/Unencrypted38.txt,26454,3667,927,11916,132,560,0
/root/Desktop/final Project/DATASET 1800 files/Unencrypted/Unencrypted805.txt,32138,4781,1217,14034,146,604,0
/root/Desktop/final Project/DATASET 1800 files/Unencrypted/Unencrypted112.txt,17342,2371,599,7781,96,396,0
/root/Desktop/final Project/DATASET 1800 files/Unencrypted/Unencrypted37.txt,25714,3886,982,11109,115,484,0
/root/Desktop/final Project/DATASET 1800 files/Unencrypted/Unencrypted336.txt,32595,4821,1027,14434,174,738,0
/root/Desktop/final Project/DATASET 1800 files/Unencrypted/Unencrypted220.txt,22279,3152,742,10029,123,508,0
/root/Desktop/final Project/DATASET 1800 files/Unencrypted/Unencrypted859.txt,34755,5098,1117,15430,186,774,0
/root/Desktop/final Project/DATASET 1800 files/Unencrypted/Unencrypted61.txt,22073,3424,667,9743,118,504,0
/root/Desktop/final Project/DATASET 1800 files/Unencrypted/Unencrypted606.txt,26421,3949,990,11422,124,506,0
/root/Desktop/final Project/DATASET 1800 files/Unencrypted/Unencrypted422.txt,13724,1918,487,6128,73,304,0
/root/Desktop/final Project/DATASET 1800 files/Unencrypted/Unencrypted253.txt,19345,2603,698,8489,98,418,0
/root/Desktop/final Project/DATASET 1800 files/Unencrypted/Unencrypted438.txt,16054,2173,558,7230,82,352,0
/root/Desktop/final Project/DATASET 1800 files/Unencrypted/Unencrypted833.txt,22841,3397,702,10037,118,504,0
/root/Desktop/final Project/DATASET 1800 files/Unencrypted/Unencrypted770.txt,20993,2793,791,9191,102,422,0
/root/Desktop/final Project/DATASET 1800 files/Unencrypted/Unencrypted732.txt,36685,5304,1313,16313,187,772,0
/root/Desktop/final Project/DATASET 1800 files/Unencrypted/Unencrypted164.txt,20517,2794,738,9020,105,448,0
/root/Desktop/final Project/DATASET 1800 files/Unencrypted/Unencrypted12.txt,32864,4876,1077,14586,179,746,0
/root/Desktop/final Project/DATASET 1800 files/Unencrypted/Unencrypted595.txt,25375,3815,758,11203,133,568,0
/root/Desktop/final Project/DATASET 1800 files/Unencrypted/Unencrypted221.txt,35740,5233,1192,15813,182,796,0
/root/Desktop/final Project/DATASET 1800 files/Unencrypted/Unencrypted665.txt,25485,3518,957,11136,121,512,0
/root/Desktop/final Project/DATASET 1800 files/Unencrypted/Unencrypted505.txt,18793,2561,660,8327,101,426,0
/root/Desktop/final Project/DATASET 1800 files/Unencrypted/Unencrypted57.txt,26841,3995,880,11950,145,606,0
/root/Desktop/final Project/DATASET 1800 files/Unencrypted/Unencrypted180.txt,13945,2074,452,6274,78,338,0
/root/Desktop/final Project/DATASET 1800 files/Unencrypted/Unencrypted508.txt,15262,2398,453,6651,80,354,0
/root/Desktop/final Project/DATASET 1800 files/Unencrypted/Unencrypted686.txt,23037,3131,859,10077,113,478,0
/root/Desktop/final Project/DATASET 1800 files/Unencrypted/Unencrypted234.txt,25359,3505,863,11425,133,566,0
/root/Desktop/final Project/DATASET 1800 files/Unencrypted/Unencrypted488.txt,18499,2503,646,8314,96,398,0
/root/Desktop/final Project/DATASET 1800 files/Unencrypted/Unencrypted886.txt,21622,3066,815,9422,105,436,0
/root/Desktop/final Project/DATASET 1800 files/Unencrypted/Unencrypted314.txt,31341,4667,1166,13786,143,598,0
/root/Desktop/final Project/DATASET 1800 files/Unencrypted/Unencrypted620.txt,26310,3929,849,11625,146,594,0
/root/Desktop/final Project/DATASET 1800 files/Unencrypted/Unencrypted272.txt,12439,1869,394,5583,76,308,0
/root/Desktop/final Project/DATASET 1800 files/Unencrypted/Unencrypted750.txt,17882,2653,566,7864,93,386,0
/root/Desktop/final Project/DATASET 1800 files/Unencrypted/Unencrypted554.txt,30646,4295,1154,13380,145,598,0
/root/Desktop/final Project/DATASET 1800 files/Unencrypted/Unencrypted430.txt,21400,2946,736,9617,108,458,0
/root/Desktop/final Project/DATASET 1800 files/Unencrypted/Unencrypted552.txt,32757,4873,1069,14553,180,742,0
/root/Desktop/final Project/DATASET 1800 files/Unencrypted/Unencrypted661.txt,29023,4102,1100,12659,137,562,0
/root/Desktop/final Project/DATASET 1800 files/Unencrypted/Unencrypted544.txt,29758,4141,1041,13390,153,646,0
/root/Desktop/final Project/DATASET 1800 files/Unencrypted/Unencrypted533.txt,19840,2903,705,8839,102,424,0
/root/Desktop/final Project/DATASET 1800 files/Unencrypted/Unencrypted594.txt,37448,5417,1351,16680,190,786,0
/root/Desktop/final Project/DATASET 1800 files/Unencrypted/Unencrypted196.txt,24593,3780,753,10862,135,582,0
/root/Desktop/final Project/DATASET 1800 files/Unencrypted/Unencrypted366.txt,24022,3456,836,10702,123,502,0
/root/Desktop/final Project/DATASET 1800 files/Unencrypted/Unencrypted822.txt,16970,2641,512,7444,94,388,0
/root/Desktop/final Project/DATASET 1800 files/Unencrypted/Unencrypted195.txt,27614,3939,975,12348,141,590,0
/root/Desktop/final Project/DATASET 1800 files/Unencrypted/Unencrypted62.txt,26678,3642,977,11906,140,602,0
/root/Desktop/final Project/DATASET 1800 files/Unencrypted/Unencrypted780.txt,23432,3607,718,10352,129,546,0
/root/Desktop/final Project/DATASET 1800 files/Unencrypted/Unencrypted226.txt,39669,5758,1449,17439,189,774,0
/root/Desktop/final Project/DATASET 1800 files/Unencrypted/Unencrypted541.txt,30459,4282,1026,13714,167,690,0
/root/Desktop/final Project/DATASET 1800 files/Unencrypted/Unencrypted691.txt,33140,4895,1260,14411,160,670,0
/root/Desktop/final Project/DATASET 1800 files/Unencrypted/Unencrypted398.txt,29668,4430,973,13103,159,690,0
/root/Desktop/final Project/DATASET 1800 files/Unencrypted/Unencrypted512.txt,29255,4145,982,13152,162,672,0
/root/Desktop/final Project/DATASET 1800 files/Unencrypted/Unencrypted737.txt,31895,4728,1036,14107,169,720,0
/root/Desktop/final Project/DATASET 1800 files/Unencrypted/Unencrypted815.txt,25002,3708,833,11058,131,556,0
/root/Desktop/final Project/DATASET 1800 files/Unencrypted/Unencrypted388.txt,17708,2489,626,7935,94,390,0
/root/Desktop/final Project/DATASET 1800 files/Unencrypted/Unencrypted301.txt,35688,5168,1340,15535,168,706,0
/root/Desktop/final Project/DATASET 1800 files/Unencrypted/Unencrypted10.txt,16707,2519,611,7385,82,336,0
/root/Desktop/final Project/DATASET 1800 files/Unencrypted/Unencrypted577.txt,27262,3916,915,12225,150,620,0
/root/Desktop/final Project/DATASET 1800 files/Unencrypted/Unencrypted412.txt,35052,4976,1226,15525,183,784,0
/root/Desktop/final Project/DATASET 1800 files/Unencrypted/Unencrypted623.txt,28945,4377,938,12847,158,658,0
/root/Desktop/final Project/DATASET 1800 files/Unencrypted/Unencrypted673.txt,36101,5342,1364,15744,167,694,0
/root/Desktop/final Project/DATASET 1800 files/Unencrypted/Unencrypted711.txt,26989,3729,947,12157,138,576,0
/root/Desktop/final Project/DATASET 1800 files/Unencrypted/Unencrypted238.txt,32015,4795,1027,14211,172,718,0
/root/Desktop/final Project/DATASET 1800 files/Unencrypted/Unencrypted878.txt,17821,2505,651,7753,87,368,0
/root/Desktop/final Project/DATASET 1800 files/Unencrypted/Unencrypted610.txt,19530,2903,736,8430,85,360,0
/root/Desktop/final Project/DATASET 1800 files/Unencrypted/Unencrypted342.txt,36648,5280,1373,15964,171,710,0
/root/Desktop/final Project/DATASET 1800 files/Unencrypted/Unencrypted824.txt,33404,4922,1273,14532,165,678,0
/root/Desktop/final Project/DATASET 1800 files/Unencrypted/Unencrypted218.txt,34782,4893,1308,15294,174,736,0
/root/Desktop/final Project/DATASET 1800 files/Unencrypted/Unencrypted531.txt,20814,3101,673,9158,110,460,0
/root/Desktop/final Project/DATASET 1800 files/Unencrypted/Unencrypted54.txt,23831,3580,779,10522,127,530,0
/root/Desktop/final Project/DATASET 1800 files/Unencrypted/Unencrypted560.txt,20313,2814,701,9165,100,420,0
/root/Desktop/final Project/DATASET 1800 files/Unencrypted/Unencrypted415.txt,18355,2667,637,8179,95,404,0
/root/Desktop/final Project/DATASET 1800 files/Unencrypted/Unencrypted634.txt,30289,4240,1085,13586,156,654,0
/root/Desktop/final Project/DATASET 1800 files/Unencrypted/Unencrypted135.txt,29938,4126,1066,13366,164,680,0
/root/Desktop/final Project/DATASET 1800 files/Unencrypted/Unencrypted103.txt,16775,2404,631,7254,76,324,0
/root/Desktop/final Project/DATASET 1800 files/Unencrypted/Unencrypted156.txt,32559,4566,1206,14333,169,700,0
/root/Desktop/final Project/DATASET 1800 files/Unencrypted/Unencrypted517.txt,21560,3194,731,9517,112,472,0
/root/Desktop/final Project/DATASET 1800 files/Unencrypted/Unencrypted237.txt,38589,5680,1415,17001,180,760,0
/root/Desktop/final Project/DATASET 1800 files/Unencrypted/Unencrypted108.txt,24712,3563,867,11029,127,522,0
/root/Desktop/final Project/DATASET 1800 files/Unencrypted/Unencrypted564.txt,17941,2461,618,8063,94,392,0
/root/Desktop/final Project/DATASET 1800 files/Unencrypted/Unencrypted697.txt,26448,3944,880,11686,142,598,0
/root/Desktop/final Project/DATASET 1800 files/Unencrypted/Unencrypted75.txt,38453,5654,1431,16806,184,758,0
/root/Desktop/final Project/DATASET 1800 files/Unencrypted/Unencrypted288.txt,20193,3105,617,8960,115,482,0
/root/Desktop/final Project/DATASET 1800 files/Unencrypted/Unencrypted47.txt,26095,3839,981,11310,122,504,0
/root/Desktop/final Project/DATASET 1800 files/Unencrypted/Unencrypted698.txt,35104,5038,1306,15320,163,690,0
/root/Desktop/final Project/DATASET 1800 files/Unencrypted/Unencrypted892.txt,36655,5283,1306,16347,193,792,0
/root/Desktop/final Project/DATASET 1800 files/Unencrypted/Unencrypted330.txt,33133,4670,1224,14580,171,712,0
/root/Desktop/final Project/DATASET 1800 files/Unencrypted/Unencrypted593.txt,24966,3485,952,10895,120,492,0
/root/Desktop/final Project/DATASET 1800 files/Unencrypted/Unencrypted332.txt,25265,3710,843,11334,137,586,0
/root/Desktop/final Project/DATASET 1800 files/Unencrypted/Unencrypted279.txt,32423,4622,1155,14508,164,706,0
/root/Desktop/final Project/DATASET 1800 files/Unencrypted/Unencrypted110.txt,25272,3491,903,11272,131,550,0
/root/Desktop/final Project/DATASET 1800 files/Unencrypted/Unencrypted105.txt,26530,4021,818,11757,146,612,0
/root/Desktop/final Project/DATASET 1800 files/Unencrypted/Unencrypted658.txt,35180,5068,1319,15333,170,694,0
/root/Desktop/final Project/DATASET 1800 files/Unencrypted/Unencrypted735.txt,29261,4386,1098,12673,132,578,0
/root/Desktop/final Project/DATASET 1800 files/Unencrypted/Unencrypted746.txt,30966,4419,1072,13747,158,676,0
/root/Desktop/final Project/DATASET 1800 files/Unencrypted/Unencrypted394.txt,27386,3859,973,12185,142,600,0
/root/Desktop/final Project/DATASET 1800 files/Unencrypted/Unencrypted229.txt,23202,3425,886,10006,105,438,0
/root/Desktop/final Project/DATASET 1800 files/Unencrypted/Unencrypted724.txt,39520,5764,1465,17297,189,790,0
/root/Desktop/final Project/DATASET 1800 files/Unencrypted/Unencrypted524.txt,30794,4618,1008,13631,172,714,0
/root/Desktop/final Project/DATASET 1800 files/Unencrypted/Unencrypted444.txt,25530,3647,898,11313,132,560,0
/root/Desktop/final Project/DATASET 1800 files/Unencrypted/Unencrypted296.txt,17851,2750,537,7916,99,414,0
/root/Desktop/final Project/DATASET 1800 files/Unencrypted/Unencrypted249.txt,18902,2966,734,8193,84,354,0
